TRAFFIC ID,Y,M,D,HH,MM,BOROUGH,VOL,TRAFFIC STREET
64129,2019,9,9,8,0,BROOKLYN,102.0,BEDFORD AVENUE
64267,2019,9,9,13,45,BROOKLYN,90.0,BEDFORD AVENUE
64411,2019,9,9,19,45,BROOKLYN,96.0,BEDFORD AVENUE
64177,2019,9,9,10,0,BROOKLYN,62.0,BEDFORD AVENUE
64003,2019,9,9,2,45,BROOKLYN,11.0,BEDFORD AVENUE
64926,2019,9,10,17,0,BROOKLYN,134.0,RALPH AVENUE
65077,2019,9,10,23,30,BROOKLYN,79.0,BEDFORD AVENUE
64740,2019,9,10,9,15,BROOKLYN,122.0,RALPH AVENUE
65019,2019,9,10,21,0,BROOKLYN,54.0,NASSAU AVENUE
65408,2019,9,11,13,15,BROOKLYN,38.333333333333336,LORIMER STREET
65605,2019,9,11,21,30,BROOKLYN,102.0,BEDFORD AVENUE
65311,2019,9,11,9,15,BROOKLYN,76.0,BEDFORD AVENUE
258,2019,9,11,16,15,BRONX,224.25,EAST GUN HILL ROAD
65665,2019,9,12,0,0,BROOKLYN,63.0,BEDFORD AVENUE
66054,2019,9,12,16,0,BROOKLYN,189.75,RALPH AVENUE
65893,2019,9,12,9,30,BROOKLYN,76.0,BEDFORD AVENUE
66427,2019,9,13,7,45,BROOKLYN,38.0,BEDFORD AVENUE
66787,2019,9,13,22,45,BROOKLYN,97.0,BEDFORD AVENUE
66666,2019,9,13,17,30,BROOKLYN,220.0,RALPH AVENUE
66691,2019,9,13,18,45,BROOKLYN,99.0,BEDFORD AVENUE
480,2019,9,13,23,45,BRONX,99.25,EAST GUN HILL ROAD
420,2019,9,13,8,45,BRONX,172.08333333333334,EAST GUN HILL ROAD
572,2019,9,14,22,45,BRONX,115.5,EAST GUN HILL ROAD
575,2019,9,14,23,30,BRONX,109.16666666666669,EAST GUN HILL ROAD
66877,2019,9,14,2,30,BROOKLYN,48.0,BEDFORD AVENUE
725,2019,9,16,13,0,BRONX,170.83333333333334,EAST GUN HILL ROAD
206855,2019,9,16,23,30,MANHATTAN,16.0,WEST 162 STREET
68052,2019,9,16,19,15,BROOKLYN,263.0,RALPH AVENUE
356221,2019,9,16,19,15,QUEENS,167.5,SEAGIRT BOULEVARD
733,2019,9,16,15,0,BRONX,191.66666666666663,EAST GUN HILL ROAD
356321,2019,9,17,7,45,QUEENS,282.375,SEAGIRT BOULEVARD
802,2019,9,17,8,15,BRONX,185.58333333333331,EAST GUN HILL ROAD
68250,2019,9,17,8,45,BROOKLYN,249.0,RALPH AVENUE
68440,2019,9,17,20,45,BROOKLYN,122.0,AVENUE N
68588,2019,9,18,8,0,BROOKLYN,165.0,AVENUE N
1544,2019,9,20,8,30,BRONX,107.0,EAST 156 STREET
356983,2019,9,20,18,30,QUEENS,201.5,SEAGIRT BOULEVARD
1686,2019,9,20,20,15,BRONX,192.5,EAST GUN HILL ROAD
1536,2019,9,20,7,45,BRONX,198.58333333333331,EAST GUN HILL ROAD
358711,2019,9,21,16,0,QUEENS,75.5,PARSONS BOULEVARD
358703,2019,9,21,16,0,QUEENS,126.0,FRANCIS LEWIS BOULEVARD
207081,2019,9,21,18,15,MANHATTAN,81.0,BROADWAY
358966,2019,9,21,18,30,QUEENS,63.0,JAMAICA AVENUE
358966,2019,9,21,18,30,QUEENS,63.0,JAMAICA AVENUE
70518,2019,9,21,14,45,BROOKLYN,62.5,60 STREET
358376,2019,9,21,12,45,QUEENS,113.0,UNION TURNPIKE
70280,2019,9,21,12,0,BROOKLYN,257.0,ATLANTIC AVENUE
70962,2019,9,21,19,45,BROOKLYN,243.0,ATLANTIC AVENUE
71215,2019,9,21,22,30,BROOKLYN,56.0,NOSTRAND AVENUE
207027,2019,9,21,13,45,MANHATTAN,104.5,BROADWAY
358453,2019,9,21,13,30,QUEENS,46.5,SPRINGFIELD BOULEVARD
70434,2019,9,21,13,45,BROOKLYN,301.5,ATLANTIC AVENUE
1896,2019,9,21,13,45,BRONX,209.16666666666663,EAST GUN HILL ROAD
359243,2019,9,21,21,15,QUEENS,71.75,80 STREET
70798,2019,9,21,17,45,BROOKLYN,119.0,SUTTER AVENUE
358610,2019,9,21,15,0,QUEENS,186.0,UNION TURNPIKE
69243,2019,9,21,0,15,BROOKLYN,78.5,65 STREET
69243,2019,9,21,0,15,BROOKLYN,78.5,65 STREET
69244,2019,9,21,0,15,BROOKLYN,32.0,8 AVENUE
357884,2019,9,21,8,15,QUEENS,100.0,188 STREET
359126,2019,9,21,20,0,QUEENS,179.0,NORTHERN BOULEVARD
71314,2019,9,21,23,45,BROOKLYN,137.5,ATLANTIC AVENUE
358060,2019,9,21,9,45,QUEENS,208.25,NORTHERN BOULEVARD
358060,2019,9,21,9,45,QUEENS,208.25,NORTHERN BOULEVARD
357975,2019,9,21,9,0,QUEENS,114.0,FRANCIS LEWIS BOULEVARD
71738,2019,9,22,4,15,BROOKLYN,10.0,NOSTRAND AVENUE
361300,2019,9,22,14,45,QUEENS,118.0,FRANCIS LEWIS BOULEVARD
72660,2019,9,22,14,15,BROOKLYN,99.0,SUTTER AVENUE
459111,2019,9,22,23,15,STATEN ISLAND,34.0,HYLAN BOULEVARD
362298,2019,9,22,23,0,QUEENS,65.5,NORTHERN BOULEVARD
207153,2019,9,22,0,15,MANHATTAN,59.5,BROADWAY
71382,2019,9,22,0,30,BROOKLYN,108.0,ATLANTIC AVENUE
458503,2019,9,22,15,15,STATEN ISLAND,143.5,HYLAN BOULEVARD
359890,2019,9,22,3,0,QUEENS,6.0,FRANCIS LEWIS BOULEVARD
72831,2019,9,22,16,15,BROOKLYN,231.0,ATLANTIC AVENUE
207297,2019,9,22,12,15,MANHATTAN,69.0,BROADWAY
72490,2019,9,22,12,30,BROOKLYN,140.5,AVENUE P
72336,2019,9,22,10,45,BROOKLYN,90.5,NOSTRAND AVENUE
361689,2019,9,22,18,0,QUEENS,224.0,COLLEGE POINT BOULEVARD
458731,2019,9,22,18,15,STATEN ISLAND,132.5,HYLAN BOULEVARD
361732,2019,9,22,18,15,QUEENS,75.0,UNION TURNPIKE
361998,2019,9,22,20,30,QUEENS,125.75,NORTHERN BOULEVARD
207396,2019,9,22,20,30,MANHATTAN,52.5,BROADWAY
2259,2019,9,22,20,0,BRONX,177.0,EAST GUN HILL ROAD
361886,2019,9,22,19,45,QUEENS,129.0,188 STREET
361821,2019,9,22,19,0,QUEENS,28.0,SPRINGFIELD BOULEVARD
207360,2019,9,22,17,30,MANHATTAN,60.5,BROADWAY
361630,2019,9,22,17,30,QUEENS,98.0,FRANCIS LEWIS BOULEVARD
72096,2019,9,22,8,15,BROOKLYN,39.5,AVENUE J
360142,2019,9,22,5,0,QUEENS,2.5,UNION TURNPIKE
457534,2019,9,22,2,30,STATEN ISLAND,17.5,HYLAN BOULEVARD
73372,2019,9,22,22,0,BROOKLYN,75.0,RALPH AVENUE
362219,2019,9,22,22,30,QUEENS,31.75,32 AVENUE
457420,2019,9,22,1,0,STATEN ISLAND,35.0,HYLAN BOULEVARD
457430,2019,9,22,1,0,STATEN ISLAND,63.66666666666666,VICTORY BOULEVARD
359644,2019,9,22,1,0,QUEENS,22.25,80 STREET
71422,2019,9,22,1,0,BROOKLYN,30.0,5 AVENUE
207668,2019,9,23,19,15,MANHATTAN,21.5,AUDUBON AVENUE
364565,2019,9,23,19,15,QUEENS,96.0,FRANCIS LEWIS BOULEVARD
363372,2019,9,23,8,30,QUEENS,109.0,UNION TURNPIKE
363372,2019,9,23,8,30,QUEENS,109.0,UNION TURNPIKE
459814,2019,9,23,8,30,STATEN ISLAND,173.5,HYLAN BOULEVARD
363333,2019,9,23,8,15,QUEENS,86.0,FRANCIS LEWIS BOULEVARD
74489,2019,9,23,9,45,BROOKLYN,174.0,RALPH AVENUE
363420,2019,9,23,9,0,QUEENS,52.0,JAMAICA AVENUE
207570,2019,9,23,11,0,MANHATTAN,76.5,BROADWAY
74824,2019,9,23,13,0,BROOKLYN,293.0,ATLANTIC AVENUE
363874,2019,9,23,13,0,QUEENS,77.0,PARSONS BOULEVARD
75011,2019,9,23,14,45,BROOKLYN,36.0,8 AVENUE
460232,2019,9,23,14,0,STATEN ISLAND,175.25,HYLAN BOULEVARD
74500,2019,9,23,10,0,BROOKLYN,264.0,ATLANTIC AVENUE
363519,2019,9,23,10,0,QUEENS,86.75,32 AVENUE
364700,2019,9,23,20,30,QUEENS,74.25,80 STREET
75580,2019,9,23,20,0,BROOKLYN,179.0,ATLANTIC AVENUE
363173,2019,9,23,6,45,QUEENS,187.75,NORTHERN BOULEVARD
459689,2019,9,23,6,45,STATEN ISLAND,290.0,TARGEE STREET
363112,2019,9,23,6,15,QUEENS,20.0,JAMAICA AVENUE
207588,2019,9,23,12,30,MANHATTAN,84.5,BROADWAY
207582,2019,9,23,12,0,MANHATTAN,82.5,BROADWAY
363764,2019,9,23,12,0,QUEENS,87.0,UNION TURNPIKE
74786,2019,9,23,12,30,BROOKLYN,166.0,RALPH AVENUE
75716,2019,9,23,21,15,BROOKLYN,75.5,AVENUE J
363277,2019,9,23,7,45,QUEENS,64.0,FRANCIS LEWIS BOULEVARD
363201,2019,9,23,7,0,QUEENS,213.5,NORTHERN BOULEVARD
74265,2019,9,23,7,45,BROOKLYN,155.0,AVENUE N
364079,2019,9,23,15,0,QUEENS,130.75,32 AVENUE
75124,2019,9,23,15,45,BROOKLYN,49.5,AVENUE M
364461,2019,9,23,18,15,QUEENS,229.0,NORTHERN BOULEVARD
207663,2019,9,23,18,45,MANHATTAN,90.5,BROADWAY
207663,2019,9,23,18,45,MANHATTAN,90.5,BROADWAY
460428,2019,9,23,16,30,STATEN ISLAND,159.5,RICHMOND ROAD
460449,2019,9,23,16,45,STATEN ISLAND,244.0,TARGEE STREET
364309,2019,9,23,17,0,QUEENS,123.0,BELL BOULEVARD
364317,2019,9,23,17,0,QUEENS,136.5,KISSENA BOULEVARD
75326,2019,9,23,17,30,BROOKLYN,221.0,RALPH AVENUE
364993,2019,9,23,23,0,QUEENS,65.25,NORTHERN BOULEVARD
78496,2019,9,24,23,45,BROOKLYN,26.0,NOSTRAND AVENUE
208002,2019,9,24,23,0,MANHATTAN,44.5,BROADWAY
366058,2019,9,24,8,30,QUEENS,69.0,PARSONS BOULEVARD
461652,2019,9,24,8,45,STATEN ISLAND,195.0,BAY STREET
207999,2019,9,24,22,45,MANHATTAN,39.0,BROADWAY
366141,2019,9,24,9,15,QUEENS,219.0,NORTHERN BOULEVARD
76985,2019,9,24,9,15,BROOKLYN,69.5,EAST NEW YORK AVENUE
76945,2019,9,24,9,0,BROOKLYN,218.5,65 STREET
77735,2019,9,24,16,30,BROOKLYN,101.0,CLINTON STREET
77727,2019,9,24,16,30,BROOKLYN,325.0,ATLANTIC AVENUE
462265,2019,9,24,16,45,STATEN ISLAND,235.0,HYLAN BOULEVARD
77701,2019,9,24,16,15,BROOKLYN,346.0,ATLANTIC AVENUE
77560,2019,9,24,14,45,BROOKLYN,125.0,NOSTRAND AVENUE
77498,2019,9,24,14,15,BROOKLYN,139.0,AVENUE P
77505,2019,9,24,14,15,BROOKLYN,78.0,EAST NEW YORK AVENUE
77467,2019,9,24,14,0,BROOKLYN,292.0,ATLANTIC AVENUE
76799,2019,9,24,7,30,BROOKLYN,84.0,CLINTON STREET
367485,2019,9,24,21,15,QUEENS,132.75,NORTHERN BOULEVARD
78290,2019,9,24,21,45,BROOKLYN,59.0,SUTTER AVENUE
76297,2019,9,24,2,45,BROOKLYN,25.0,ATLANTIC AVENUE
366374,2019,9,24,11,30,QUEENS,82.5,26 AVENUE
77243,2019,9,24,11,45,BROOKLYN,110.0,COURT STREET
207972,2019,9,24,20,30,MANHATTAN,50.0,BROADWAY
207972,2019,9,24,20,30,MANHATTAN,50.0,BROADWAY
365864,2019,9,24,6,45,QUEENS,220.0,UNION TURNPIKE
207933,2019,9,24,17,15,MANHATTAN,108.0,BROADWAY
367124,2019,9,24,18,0,QUEENS,184.5,UNION TURNPIKE
77908,2019,9,24,18,15,BROOKLYN,84.0,8 AVENUE
366253,2019,9,24,10,15,QUEENS,206.25,NORTHERN BOULEVARD
77076,2019,9,24,10,15,BROOKLYN,58.5,8 AVENUE
366220,2019,9,24,10,0,QUEENS,55.5,JAMAICA AVENUE
207855,2019,9,24,10,45,MANHATTAN,79.0,BROADWAY
368717,2019,9,25,8,15,QUEENS,251.5,NORTHERN BOULEVARD
368748,2019,9,25,8,30,QUEENS,309.0,UNION TURNPIKE
368748,2019,9,25,8,30,QUEENS,309.0,UNION TURNPIKE
79365,2019,9,25,8,15,BROOKLYN,320.0,ATLANTIC AVENUE
369440,2019,9,25,14,45,QUEENS,76.0,JAMAICA AVENUE
80012,2019,9,25,14,30,BROOKLYN,73.0,60 STREET
79519,2019,9,25,9,45,BROOKLYN,211.0,65 STREET
368793,2019,9,25,9,0,QUEENS,174.0,FRANCIS LEWIS BOULEVARD
80301,2019,9,25,17,15,BROOKLYN,204.0,ATLANTIC AVENUE
80270,2019,9,25,17,0,BROOKLYN,81.0,5 AVENUE
369721,2019,9,25,17,15,QUEENS,170.0,KISSENA BOULEVARD
208299,2019,9,25,23,45,MANHATTAN,34.0,BROADWAY
369809,2019,9,25,18,0,QUEENS,254.5,NORTHERN BOULEVARD
208250,2019,9,25,19,45,MANHATTAN,21.0,AUDUBON AVENUE
369952,2019,9,25,19,15,QUEENS,102.5,UNION TURNPIKE
80556,2019,9,25,19,45,BROOKLYN,60.0,5 AVENUE
208251,2019,9,25,19,45,MANHATTAN,79.0,BROADWAY
369992,2019,9,25,19,45,QUEENS,92.0,80 STREET
79207,2019,9,25,6,45,BROOKLYN,187.25,65 STREET
368992,2019,9,25,10,45,QUEENS,49.5,JAMAICA AVENUE
368895,2019,9,25,10,0,QUEENS,106.5,32 AVENUE
79574,2019,9,25,10,15,BROOKLYN,60.5,AVENUE J
368904,2019,9,25,10,0,QUEENS,227.0,COLLEGE POINT BOULEVARD
368916,2019,9,25,10,0,QUEENS,111.5,UNION TURNPIKE
463609,2019,9,25,10,30,STATEN ISLAND,116.0,BAY STREET
79573,2019,9,25,10,15,BROOKLYN,246.0,ATLANTIC AVENUE
464097,2019,9,25,16,45,STATEN ISLAND,208.0,TARGEE STREET
80180,2019,9,25,16,0,BROOKLYN,111.5,COLUMBIA STREET
370132,2019,9,25,21,0,QUEENS,62.5,80 STREET
370137,2019,9,25,21,0,QUEENS,56.0,FRANCIS LEWIS BOULEVARD
79886,2019,9,25,13,15,BROOKLYN,49.0,AVENUE J
367777,2019,9,25,0,0,QUEENS,2.5,45 AVENUE
367794,2019,9,25,0,0,QUEENS,23.0,PARSONS BOULEVARD
463367,2019,9,25,7,15,STATEN ISLAND,221.0,HYLAN BOULEVARD
368607,2019,9,25,7,15,QUEENS,40.0,SPRINGFIELD BOULEVARD
368624,2019,9,25,7,30,QUEENS,206.5,COLLEGE POINT BOULEVARD
463348,2019,9,25,7,0,STATEN ISLAND,200.0,HYLAN BOULEVARD
368577,2019,9,25,7,0,QUEENS,229.0,NORTHERN BOULEVARD
80655,2019,9,25,20,30,BROOKLYN,134.0,RALPH AVENUE
208257,2019,9,25,20,15,MANHATTAN,56.5,BROADWAY
369056,2019,9,25,11,15,QUEENS,65.0,UNION TURNPIKE
79027,2019,9,25,5,0,BROOKLYN,346.0,ATLANTIC AVENUE
208083,2019,9,25,5,45,MANHATTAN,29.5,BROADWAY
208500,2019,9,26,16,30,MANHATTAN,108.0,BROADWAY
82740,2019,9,26,16,45,BROOKLYN,75.0,5 AVENUE
372251,2019,9,26,16,0,QUEENS,30.0,138 STREET
372301,2019,9,26,16,15,QUEENS,248.25,NORTHERN BOULEVARD
372277,2019,9,26,16,0,QUEENS,132.5,UTOPIA PARKWAY
82392,2019,9,26,13,15,BROOKLYN,22.0,EAST 57 STREET
371943,2019,9,26,13,15,QUEENS,36.5,138 STREET
371309,2019,9,26,7,30,QUEENS,95.5,BELL BOULEVARD
371351,2019,9,26,7,45,QUEENS,59.0,SPRINGFIELD BOULEVARD
371252,2019,9,26,7,0,QUEENS,109.25,80 STREET
371540,2019,9,26,9,30,QUEENS,46.5,JAMAICA AVENUE
81958,2019,9,26,9,15,BROOKLYN,28.5,39 STREET
81958,2019,9,26,9,15,BROOKLYN,28.5,39 STREET
82021,2019,9,26,9,45,BROOKLYN,193.0,AVENUE N
371520,2019,9,26,9,15,QUEENS,130.5,UNION TURNPIKE
465506,2019,9,26,11,15,STATEN ISLAND,49.0,WOODROW ROAD
371801,2019,9,26,11,45,QUEENS,98.0,UTOPIA PARKWAY
82202,2019,9,26,11,30,BROOKLYN,51.5,AVENUE M
465945,2019,9,26,17,15,STATEN ISLAND,131.0,AMBOY ROAD
82764,2019,9,26,17,0,BROOKLYN,47.5,39 STREET
208515,2019,9,26,17,45,MANHATTAN,101.0,BROADWAY
208506,2019,9,26,17,0,MANHATTAN,96.0,BROADWAY
372472,2019,9,26,17,45,QUEENS,175.5,UNION TURNPIKE
372460,2019,9,26,17,45,QUEENS,213.0,COLLEGE POINT BOULEVARD
82812,2019,9,26,17,15,BROOKLYN,188.0,NOSTRAND AVENUE
82813,2019,9,26,17,15,BROOKLYN,252.0,RALPH AVENUE
82823,2019,9,26,17,30,BROOKLYN,263.5,ATLANTIC AVENUE
371828,2019,9,26,12,0,QUEENS,104.0,UNION TURNPIKE
371859,2019,9,26,12,30,QUEENS,29.0,138 STREET
82552,2019,9,26,14,45,BROOKLYN,184.5,NOSTRAND AVENUE
82493,2019,9,26,14,15,BROOKLYN,94.0,CLINTON STREET
82543,2019,9,26,14,45,BROOKLYN,46.0,BAY RIDGE AVENUE
372068,2019,9,26,14,15,QUEENS,206.0,COLLEGE POINT BOULEVARD
82471,2019,9,26,14,0,BROOKLYN,89.5,EAST NEW YORK AVENUE
372135,2019,9,26,14,45,QUEENS,63.75,SPRINGFIELD BOULEVARD
81909,2019,9,26,8,45,BROOKLYN,49.0,50 STREET
81887,2019,9,26,8,30,BROOKLYN,389.0,ATLANTIC AVENUE
81852,2019,9,26,8,0,BROOKLYN,106.0,SUTTER AVENUE
208518,2019,9,26,18,0,MANHATTAN,88.0,BROADWAY
83098,2019,9,26,20,0,BROOKLYN,115.5,NOSTRAND AVENUE
372779,2019,9,26,20,30,QUEENS,16.75,SPRINGFIELD BOULEVARD
83083,2019,9,26,20,0,BROOKLYN,214.0,ATLANTIC AVENUE
208428,2019,9,26,10,30,MANHATTAN,69.0,BROADWAY
466303,2019,9,26,21,45,STATEN ISLAND,176.66666666666666,VICTORY BOULEVARD
208557,2019,9,26,21,15,MANHATTAN,68.5,BROADWAY
372240,2019,9,26,15,45,QUEENS,79.5,JAMAICA AVENUE
465818,2019,9,26,15,30,STATEN ISLAND,236.25,HYLAN BOULEVARD
82617,2019,9,26,15,30,BROOKLYN,65.0,AVENUE K
208530,2019,9,26,19,0,MANHATTAN,83.5,BROADWAY
466307,2019,9,26,22,0,STATEN ISLAND,59.0,BAY STREET
372965,2019,9,26,22,15,QUEENS,28.0,FRANCIS LEWIS BOULEVARD
83511,2019,9,27,0,0,BROOKLYN,35.0,EAST NEW YORK AVENUE
373171,2019,9,27,0,0,QUEENS,3.75,SPRINGFIELD BOULEVARD
374289,2019,9,27,10,0,QUEENS,194.0,NORTHERN BOULEVARD
374357,2019,9,27,10,45,QUEENS,22.5,45 AVENUE
374060,2019,9,27,8,0,QUEENS,74.5,JAMAICA AVENUE
375328,2019,9,27,19,15,QUEENS,114.0,UNION TURNPIKE
374750,2019,9,27,14,15,QUEENS,72.5,63 DRIVE
375019,2019,9,27,16,30,QUEENS,52.75,SPRINGFIELD BOULEVARD
85101,2019,9,27,16,45,BROOKLYN,328.5,ATLANTIC AVENUE
374992,2019,9,27,16,15,QUEENS,248.0,UNION TURNPIKE
85099,2019,9,27,16,45,BROOKLYN,254.25,65 STREET
467685,2019,9,27,16,0,STATEN ISLAND,512.0,RICHMOND AVENUE
85288,2019,9,27,18,45,BROOKLYN,91.0,NOSTRAND AVENUE
375232,2019,9,27,18,30,QUEENS,213.5,COLLEGE POINT BOULEVARD
375167,2019,9,27,18,0,QUEENS,167.0,32 AVENUE
85206,2019,9,27,18,0,BROOKLYN,89.0,5 AVENUE
374848,2019,9,27,15,0,QUEENS,94.5,MYRTLE AVENUE
374933,2019,9,27,15,45,QUEENS,245.5,NORTHERN BOULEVARD
374836,2019,9,27,15,0,QUEENS,147.5,80 STREET
85013,2019,9,27,15,45,BROOKLYN,312.0,ATLANTIC AVENUE
85541,2019,9,27,21,45,BROOKLYN,181.0,ATLANTIC AVENUE
375516,2019,9,27,21,0,QUEENS,55.5,JAMAICA AVENUE
375577,2019,9,27,21,30,QUEENS,146.0,NORTHERN BOULEVARD
374011,2019,9,27,7,30,QUEENS,48.25,SPRINGFIELD BOULEVARD
466895,2019,9,27,5,45,STATEN ISLAND,49.0,AMBOY ROAD
84826,2019,9,27,13,30,BROOKLYN,124.0,NOSTRAND AVENUE
467488,2019,9,27,13,30,STATEN ISLAND,103.0,GOETHALS ROAD NORTH
84815,2019,9,27,13,30,BROOKLYN,344.5,ATLANTIC AVENUE
84757,2019,9,27,12,45,BROOKLYN,132.0,COURT STREET
467422,2019,9,27,12,30,STATEN ISLAND,292.0,TARGEE STREET
84708,2019,9,27,12,15,BROOKLYN,159.0,AVENUE N
375068,2019,9,27,17,0,QUEENS,68.5,JAMAICA AVENUE
467807,2019,9,27,17,45,STATEN ISLAND,185.5,AMBOY ROAD
208839,2019,9,27,20,45,MANHATTAN,68.5,BROADWAY
208863,2019,9,27,22,45,MANHATTAN,66.0,BROADWAY
374457,2019,9,27,11,30,QUEENS,215.25,NORTHERN BOULEVARD
373925,2019,9,27,6,45,QUEENS,178.75,NORTHERN BOULEVARD
87780,2019,9,28,20,15,BROOKLYN,86.5,SUTTER AVENUE
209073,2019,9,28,16,15,MANHATTAN,70.5,BROADWAY
377709,2019,9,28,16,0,QUEENS,83.0,JAMAICA AVENUE
377250,2019,9,28,12,0,QUEENS,243.0,NORTHERN BOULEVARD
377333,2019,9,28,12,45,QUEENS,115.0,KISSENA BOULEVARD
209022,2019,9,28,12,0,MANHATTAN,93.0,BROADWAY
85927,2019,9,28,1,45,BROOKLYN,19.5,NOSTRAND AVENUE
375998,2019,9,28,1,15,QUEENS,30.0,JAMAICA AVENUE
377058,2019,9,28,10,30,QUEENS,112.5,35 AVENUE
87465,2019,9,28,17,15,BROOKLYN,81.0,AVENUE J
87441,2019,9,28,17,0,BROOKLYN,55.5,AVENUE M
86705,2019,9,28,9,30,BROOKLYN,53.5,SUTTER AVENUE
469079,2019,9,28,9,45,STATEN ISLAND,266.0,VICTORY BOULEVARD
469079,2019,9,28,9,45,STATEN ISLAND,266.0,VICTORY BOULEVARD
469035,2019,9,28,9,15,STATEN ISLAND,89.0,RICHMOND ROAD
86689,2019,9,28,9,30,BROOKLYN,265.0,ATLANTIC AVENUE
209064,2019,9,28,15,30,MANHATTAN,83.0,BROADWAY
87275,2019,9,28,15,15,BROOKLYN,136.5,KINGS HIGHWAY
87289,2019,9,28,15,30,BROOKLYN,324.0,ATLANTIC AVENUE
209058,2019,9,28,15,0,MANHATTAN,89.5,BROADWAY
469357,2019,9,28,13,15,STATEN ISLAND,227.0,TARGEE STREET
377361,2019,9,28,13,0,QUEENS,72.5,JAMAICA AVENUE
87122,2019,9,28,13,45,BROOKLYN,124.0,COURT STREET
209130,2019,9,28,21,0,MANHATTAN,58.0,BROADWAY
378318,2019,9,28,21,15,QUEENS,35.5,JAMAICA AVENUE
378314,2019,9,28,21,15,QUEENS,63.0,FRANCIS LEWIS BOULEVARD
377569,2019,9,28,14,45,QUEENS,251.0,NORTHERN BOULEVARD
377512,2019,9,28,14,15,QUEENS,70.5,PARSONS BOULEVARD
378004,2019,9,28,18,30,QUEENS,257.5,NORTHERN BOULEVARD
209094,2019,9,28,18,0,MANHATTAN,92.5,BROADWAY
209097,2019,9,28,18,15,MANHATTAN,87.5,BROADWAY
376825,2019,9,28,8,30,QUEENS,71.25,32 AVENUE
86843,2019,9,28,11,0,BROOKLYN,84.5,AVENUE P
86918,2019,9,28,11,45,BROOKLYN,96.0,AVENUE P
209154,2019,9,28,23,0,MANHATTAN,48.5,BROADWAY
88113,2019,9,28,23,45,BROOKLYN,22.5,8 AVENUE
378608,2019,9,28,23,45,QUEENS,38.0,JAMAICA AVENUE
89636,2019,9,29,15,0,BROOKLYN,86.5,60 STREET
209355,2019,9,29,15,45,MANHATTAN,72.0,BROADWAY
470228,2019,9,29,0,15,STATEN ISLAND,61.5,HYLAN BOULEVARD
470894,2019,9,29,8,30,STATEN ISLAND,104.5,RICHMOND AVENUE
89018,2019,9,29,8,45,BROOKLYN,93.5,AVENUE P
379433,2019,9,29,8,0,QUEENS,69.0,HILLSIDE AVENUE
379425,2019,9,29,8,0,QUEENS,41.25,80 STREET
89987,2019,9,29,18,30,BROOKLYN,164.0,65 STREET
380442,2019,9,29,18,0,QUEENS,69.0,UTOPIA PARKWAY
89962,2019,9,29,18,15,BROOKLYN,209.75,65 STREET
471868,2019,9,29,20,45,STATEN ISLAND,72.25,HYLAN BOULEVARD
471254,2019,9,29,13,0,STATEN ISLAND,380.5,RICHMOND AVENUE
471254,2019,9,29,13,0,STATEN ISLAND,380.5,RICHMOND AVENUE
471348,2019,9,29,14,15,STATEN ISLAND,140.5,HYLAN BOULEVARD
471342,2019,9,29,14,15,STATEN ISLAND,132.5,AMBOY ROAD
380065,2019,9,29,14,15,QUEENS,38.25,SPRINGFIELD BOULEVARD
89362,2019,9,29,12,15,BROOKLYN,213.0,65 STREET
89414,2019,9,29,12,45,BROOKLYN,328.0,ATLANTIC AVENUE
89269,2019,9,29,11,15,BROOKLYN,25.0,BAY RIDGE AVENUE
380842,2019,9,29,22,0,QUEENS,42.5,UTOPIA PARKWAY
380330,2019,9,29,17,0,QUEENS,108.0,FRANCIS LEWIS BOULEVARD
88864,2019,9,29,7,15,BROOKLYN,144.0,ATLANTIC AVENUE
90828,2019,9,30,14,45,BROOKLYN,180.33333333333331,RALPH AVENUE
472254,2019,9,30,8,15,STATEN ISLAND,147.0,GOETHALS ROAD NORTH
91744,2019,10,1,15,15,BROOKLYN,109.0,KINGS HIGHWAY
91855,2019,10,1,17,30,BROOKLYN,168.5,METROPOLITAN AVENUE
381154,2019,10,1,10,0,QUEENS,178.5,HILLSIDE AVENUE
381147,2019,10,1,8,15,QUEENS,372.5,HILLSIDE AVENUE
91401,2019,10,1,8,0,BROOKLYN,174.0,RALPH AVENUE
381194,2019,10,1,20,0,QUEENS,273.5,HILLSIDE AVENUE
93067,2019,10,2,18,45,BROOKLYN,223.5,METROPOLITAN AVENUE
93054,2019,10,2,18,30,BROOKLYN,201.6,MEEKER AVENUE
93033,2019,10,2,18,0,BROOKLYN,139.0,RALPH AVENUE
93245,2019,10,2,22,30,BROOKLYN,18.5,MC DONALD AVENUE
93137,2019,10,2,20,15,BROOKLYN,55.0,MC DONALD AVENUE
92592,2019,10,2,8,45,BROOKLYN,64.0,SUTTER AVENUE
92577,2019,10,2,8,30,BROOKLYN,164.0,RALPH AVENUE
92853,2019,10,2,14,15,BROOKLYN,83.0,RALPH AVENUE
381236,2019,10,2,6,30,QUEENS,334.5,HILLSIDE AVENUE
92956,2019,10,2,16,30,BROOKLYN,134.5,KINGS HIGHWAY
92968,2019,10,2,16,45,BROOKLYN,136.0,KINGS HIGHWAY
381287,2019,10,2,19,15,QUEENS,230.5,HILLSIDE AVENUE
92532,2019,10,2,7,30,BROOKLYN,66.0,SUTTER AVENUE
92992,2019,10,2,17,15,BROOKLYN,141.0,KINGS HIGHWAY
93703,2019,10,3,8,0,BROOKLYN,159.5,METROPOLITAN AVENUE
