lat1,lon1,lat2,lon2,street,speed,signed,region,distance
40.865096282000025,-73.83659339399999,40.86523239100006,-73.83618741699995,allerton avenue,25,no,Bronx,0.023248887410791483
40.86745285800004,-73.84321486999994,40.867337673000065,-73.84290826099993,arnow avenue,25,no,Bronx,0.0179204193927856
40.824792906000035,-73.90839857699996,40.82522212200007,-73.90778189899999,boston road,25,no,Bronx,0.043841406214639805
40.879719720000026,-73.90133422699995,40.880275848000046,-73.90089751899995,bailey avenue,25,no,Bronx,0.04467425056776963
40.89611690800007,-73.85249913899997,40.896415881000046,-73.85260807999998,barnes avenue,25,no,Bronx,0.0214045472126818
40.85436155000008,-73.89069173999997,40.85438412500002,-73.89059624499998,3 avenue,25,no,Bronx,0.0052402460901293385
40.81306719400004,-73.92294305899999,40.81313101200004,-73.92266086499995,alexander avenue,25,no,Bronx,0.01543594713910876
40.811067133000044,-73.90221673299999,40.81143699200004,-73.90090640199999,austin place,25,no,Bronx,0.07328556944936122
40.828246815000064,-73.88601404499997,40.828455401000035,-73.88614587099994,boone avenue,20,yes,Bronx,0.0159657842460457
40.828455401000035,-73.88614587099994,40.83006710900003,-73.88641135099994,boone avenue,25,no,Bronx,0.1120808505031354
40.854125173000064,-73.89090345499993,40.85436155000008,-73.89069173999997,3 avenue,25,no,Bronx,0.01972545290046148
40.82265762200007,-73.81118055999997,40.82216683100006,-73.81155958299995,adee avenue,25,no,Bronx,0.03926410187100173
40.84391711800004,-73.92412944699998,40.844039404000064,-73.92429115399995,boscobel place,25,no,Bronx,0.011958626871848243
40.812369166000046,-73.85704681299995,40.81251546500005,-73.85682611899995,bolton avenue,25,no,Bronx,0.015355280872414712
40.85564442400005,-73.86101463399994,40.855639712000034,-73.86057293599998,bogart avenue,25,no,Bronx,0.023144201090761683
40.81132247400007,-73.85679776899997,40.812369166000046,-73.85704681299995,bolton avenue,25,no,Bronx,0.07339605093551517
40.815497195000034,-73.85460124299993,40.81594953600006,-73.85471837799997,barrett avenue,25,no,Bronx,0.03181142053724805
40.83130775200004,-73.90073466699994,40.83131437100008,-73.90045444699994,boston road,25,no,Bronx,0.014694058034483376
40.867148205000035,-73.83093191799998,40.86704789800007,-73.83081052099999,bay plaza driveway,25,no,Bronx,0.009399385311718305
40.869076022000066,-73.82365911899994,40.869148897000066,-73.82362221199999,bay plaza driveway,25,no,Bronx,0.005387496870402892
40.86644211600003,-73.88301749099999,40.86632631200007,-73.88297339099995,bedford park boulevard,25,no,Bronx,0.008318178373358773
40.85183093200004,-73.89014036599997,40.851883249000025,-73.89006342099998,arthur avenue,25,no,Bronx,0.005411696689750952
40.86636629000003,-73.88235745699996,40.866370291000074,-73.88268738499994,bedford park boulevard,25,no,Bronx,0.017285359535454164
40.86661047600006,-73.88309524199997,40.86644211600003,-73.88301749099999,bedford park boulevard,25,no,Bronx,0.01231079906782569
40.87003526400008,-73.83236119099996,40.87025847800004,-73.83096582599995,aldrich street,25,no,Bronx,0.07469680560553761
40.85980724000007,-73.82697302599996,40.85999218000006,-73.82639003099996,bassett avenue,25,no,Bronx,0.033101813452672595
40.86661047600006,-73.88309524199997,40.86647413600008,-73.88293607499998,bedford park boulevard,25,no,Bronx,0.012571041546107888
40.847906769000076,-73.844886752,40.84806459400005,-73.84448915899999,bassett avenue,25,no,Bronx,0.023508280989497303
40.85118048400005,-73.86113416899997,40.851480696000074,-73.86113091999994,bogart avenue,25,no,Bronx,0.02071650254174777
40.876758774000045,-73.90692921899995,40.87676283900004,-73.90692729099999,broadway,25,no,Bronx,0.00029812530612452996
40.867148205000035,-73.83093191799998,40.86750359300004,-73.83109391899995,baychester avenue,25,no,Bronx,0.02595005069580008
40.88536123700004,-73.89494518299995,40.88536732600004,-73.89492372099994,bailey avenue,25,no,Bronx,0.0011999215532163545
40.88536123700004,-73.89494518299995,40.885382105000076,-73.89438532799994,bailey avenue,25,no,Bronx,0.02935474900443985
40.81826934600008,-73.86319420899997,40.818306780000064,-73.86290556799997,beach avenue,25,no,Bronx,0.01535017770029849
40.81514439400007,-73.87851606999998,40.81579422100003,-73.87869247999998,avenue d,25,no,Bronx,0.04578411214071307
40.83762938300004,-73.88762120499995,40.83762336300003,-73.88757264099996,boston road,25,no,Bronx,0.002578774640832897
40.83706684700008,-73.88827737699995,40.837046146000034,-73.88823114099996,boston road,25,no,Bronx,0.0028128174130683603
40.86518964000004,-73.84994362699994,40.86508709900005,-73.84972411099994,bouck avenue,25,no,Bronx,0.013502005437933288
40.86480777200006,-73.84995129199996,40.86518964000004,-73.84994362699994,bouck avenue,25,no,Bronx,0.02635350850915704
40.86518964000004,-73.84994362699994,40.865265147000066,-73.84994211099996,bouck avenue,25,no,Bronx,0.00521089634526533
40.86480777200006,-73.84995129199996,40.86508709900005,-73.84972411099994,bouck avenue,25,no,Bronx,0.02265279295692751
40.885068501000035,-73.79929999299998,40.88496090300004,-73.79925788899999,beech tree lane,25,no,Bronx,0.007745223193308428
40.88462542900004,-73.79925250899998,40.884360267000034,-73.79937659699993,beech tree lane,25,no,Bronx,0.01941706885224356
40.88462542900004,-73.79925250899998,40.88445810600007,-73.79857373699997,beech tree lane,25,no,Bronx,0.0373755892279874
40.814366065000065,-73.86653895699999,40.814838307000066,-73.86812740299996,bronx river avenue,25,no,Bronx,0.08942359856239822
40.82237167681149,-73.80725035042332,40.82240230142514,-73.80699063610894,1 avenue,25,no,Bronx,0.013777066680913594
40.82211083114999,-73.8094339798942,40.82264027013241,-73.80955464283244,11 avenue,25,no,Bronx,0.037076667082647605
40.81951084704798,-73.93238845906012,40.81950495109266,-73.93233189620003,145 street bridge,25,no,Bronx,0.002992882151053241
40.81949892563495,-73.93226076342347,40.81937218777631,-73.9307650343788,145 street bridge approach,25,no,Bronx,0.07889469851945592
40.809450793219575,-73.92936636196801,40.80949115479302,-73.92931086480449,3 avenue,25,no,Bronx,0.004027767254597433
40.85436155034535,-73.89069174043145,40.854697346405494,-73.89039096037449,3 avenue,25,no,Bronx,0.028022400455915104
40.82237167681149,-73.80725035042332,40.82237293316439,-73.80742550058636,3 avenue,25,no,Bronx,0.009181654436754538
40.82414314159274,-73.80767927487858,40.824610137048246,-73.80777502389822,3 avenue,25,no,Bronx,0.03261286855891647
40.80834496794596,-73.93060561965359,40.80878451429396,-73.9300001879583,3 avenue,25,no,Bronx,0.043903651243557926
40.808125509085016,-73.93133705086416,40.808418625119494,-73.93090669468819,3 avenue,25,no,Bronx,0.03030203606414783
40.81095808664645,-73.92714442767317,40.81116854239434,-73.92692959672348,3 avenue,25,yes,Bronx,0.01837805660241976
40.807862281119405,-73.93185128500876,40.807864122930994,-73.93184707618154,3 avenue bridge,25,no,Bronx,0.0002546524067284249
40.80804462585883,-73.93140414658404,40.808092663145935,-73.93127370261925,3 avenue bridge,25,no,Bronx,0.007600159931025975
40.80804462585883,-73.93140414658404,40.808319292301576,-73.93092594557591,3 avenue bridge,25,no,Bronx,0.03142981033777333
40.82411466725814,-73.80797604575787,40.82422352839319,-73.80796521702109,4 avenue,25,no,Bronx,0.007533223928783512
40.822296568132174,-73.80794212692757,40.82299578292907,-73.80806983965135,5 avenue,25,no,Bronx,0.048710545010740576
40.82378196936247,-73.8100912745926,40.82381651502021,-73.81018053410435,5 avenue,25,no,Bronx,0.005251053614497562
40.82324514244942,-73.81072377768015,40.823260361676375,-73.81078836069423,7 avenue,25,no,Bronx,0.003544487523117053
40.822248932842065,-73.80848980865773,40.82290293871972,-73.80866143977356,7 avenue,25,no,Bronx,0.04601678710575366
40.82221600596398,-73.80898635943288,40.82277840420005,-73.80910047530665,9 avenue,25,no,Bronx,0.0392658029913188
40.82324514244942,-73.81072377768015,40.82284893892746,-73.81103070370399,9 avenue,25,no,Bronx,0.031722099324846126
40.81628477022599,-73.92726653582196,40.81832897060553,-73.92636002099813,a j griffin place,25,no,Bronx,0.14884710345116853
40.810434091260326,-73.85849870285284,40.81051268121529,-73.85804016821913,a street,25,no,Bronx,0.02464441272205959
40.81206185876784,-73.80799198714044,40.81217802239786,-73.80779141044519,acorn place,25,no,Bronx,0.01322238004181502
40.85181103255314,-73.88951979700101,40.85298766414945,-73.88891390305412,adams place,25,no,Bronx,0.08717794678512594
40.83960393817125,-73.86956003396837,40.83973375620793,-73.86969678397934,adams street,25,no,Bronx,0.01147181616533152
40.86950579815414,-73.85565212734377,40.869487919631865,-73.8546164878606,adee avenue,20,yes,Bronx,0.05426305872011592
40.86968232338057,-73.87053880122465,40.869683955650096,-73.86990712371477,adee avenue,25,no,Bronx,0.03308873109550761
40.86909593033295,-73.84358722027395,40.86942243459771,-73.84263652715396,adee avenue,25,no,Bronx,0.05465895339346933
40.82216683103446,-73.81155958330811,40.821996351050814,-73.81200799966939,adee avenue,25,no,Bronx,0.02628509522472129
40.82234300282738,-73.81091473882412,40.822304950712976,-73.8111421234102,adee avenue,25,no,Bronx,0.012205131758516046
40.87101984728815,-73.8282798066677,40.8713996013106,-73.82823723366134,adler place,25,no,Bronx,0.026299319431816653
40.806627305106076,-73.85344029063684,40.8070338058655,-73.8541841279951,admiral lane,25,no,Bronx,0.04803997035310597
40.8390129010246,-73.81951382780085,40.839260328801174,-73.81739086839383,agar place,25,no,Bronx,0.11255840590226387
40.87664981463729,-73.90137985289782,40.87658979478322,-73.90154540459673,albany crescent,25,no,Bronx,0.009609356708940949
40.87147065404747,-73.83053654112842,40.871633015851046,-73.83043283220941,alcott place,25,no,Bronx,0.012451165328221813
40.895129352937325,-73.9108978943223,40.89514909215694,-73.9108657858273,alderbrook road,25,no,Bronx,0.0021637756407296284
40.82308691932593,-73.89179261313853,40.8231524772051,-73.89042184309352,aldus street,25,no,Bronx,0.07199622987245811
40.806170700417574,-73.92798194291231,40.80684765699385,-73.92749288259041,alexander avenue,25,no,Bronx,0.05328757196239302
40.84547029771613,-73.92803982597712,40.8454574347129,-73.92799454601146,alexander hamilton bridge,25,no,Bronx,0.002533295340909717
40.84532450232399,-73.92811560824867,40.845316894059465,-73.92807647424983,alexander hamilton bridge,25,no,Bronx,0.002116798486993268
40.84528794398347,-73.92736873837652,40.84520531517319,-73.92704127543449,alexander hamilton bridge appr,25,no,Bronx,0.018081950665277253
40.8451818419685,-73.92743094268383,40.84510386265322,-73.92709369241994,alexander hamilton bridge appr,25,no,Bronx,0.018473396558635218
40.84500754526204,-73.92672277243798,40.844992408772725,-73.92665238879664,alexander hamilton bridge appr,50,yes,Bronx,0.003833234862251101
40.845113634686534,-73.9266564771147,40.84509557180326,-73.92658772124628,alexander hamilton bridge appr,50,yes,Bronx,0.0038123932199142173
40.86536937089983,-73.8704226897553,40.86537004539132,-73.87039587017324,allerton avenue,25,no,Bronx,0.0014057203860801087
40.865326564969045,-73.84910343957205,40.86531702765876,-73.84860094517745,allerton avenue,25,no,Bronx,0.026331620271563976
40.86509628186798,-73.83659339416977,40.86502700529211,-73.83650333336209,allerton avenue,25,no,Bronx,0.0067164175889167215
40.86535675880742,-73.8510172544427,40.86530567911387,-73.85089449338615,allerton avenue,25,no,Bronx,0.007333459762556758
40.86538954089463,-73.84974129812234,40.865383224056586,-73.84949650086281,allerton avenue,25,no,Bronx,0.012831207927658541
40.86535675880742,-73.8510172544427,40.86540440758739,-73.8508939996583,allerton avenue,25,no,Bronx,0.007245689550708844
40.86555037564938,-73.85007383683808,40.865443699866894,-73.84984899103806,allerton avenue,25,no,Bronx,0.013889603958130449
40.91109637969424,-73.90781673515414,40.91151717787551,-73.90766148698798,alumnae circle,25,no,Bronx,0.030152915879694406
40.84708852071873,-73.8683560719751,40.84831025421494,-73.86800794081375,amethyst street,25,no,Bronx,0.08625535641578573
40.84488341004141,-73.8677894388315,40.846607170284756,-73.86838696638534,amethyst street,25,no,Bronx,0.1229981645173646
40.846386162791255,-73.82443900365706,40.846363096979424,-73.82398763212348,ampere avenue,25,no,Bronx,0.02370553117271685
40.887917863918354,-73.83507407500849,40.88914180075358,-73.83554994407461,amundson avenue,25,no,Bronx,0.08805670448621805
40.88720875478026,-73.83472258128204,40.887243187123424,-73.83480914372694,amundson avenue,25,no,Bronx,0.005118036365902607
40.830152228942275,-73.92857331730471,40.83100509920604,-73.92810967362249,anderson avenue,25,no,Bronx,0.06367097490831301
40.85829707804777,-73.91020960808692,40.86004864532879,-73.90861023127712,andrews avenue north,25,no,Bronx,0.14706956564034948
40.84791016112507,-73.91968157724295,40.84843079934193,-73.91924285737196,andrews avenue south,25,no,Bronx,0.04265150643160099
40.81288992393093,-73.82394246187505,40.8127047562196,-73.82383577260276,angelas place,25,no,Bronx,0.013947859426730052
40.842412984071984,-73.90501657275661,40.84329047687408,-73.90462588477675,anthony avenue,25,no,Bronx,0.06391791597861499
40.84501039971025,-73.90391926766006,40.84584209363777,-73.9038740848211,anthony avenue,25,no,Bronx,0.05743889474157505
40.85053551060537,-73.86612271988758,40.850723149653675,-73.8659017537629,antin place,25,no,Bronx,0.017369385820258626
40.85588863874972,-73.90977468515355,40.85608981709146,-73.90968728274186,aqueduct avenue east,25,no,Bronx,0.014617874746360197
40.8641041596793,-73.90311713534749,40.864881853814545,-73.90252412418891,aqueduct avenue west,25,no,Bronx,0.062007254115645186
40.83751180482597,-73.86726554776675,40.83759494984713,-73.86638641280268,archer street,25,no,Bronx,0.046428960893247065
40.89269241502296,-73.90991126789065,40.89355395115399,-73.9100226228457,arlington avenue,20,yes,Bronx,0.05973506520071365
40.87948755430722,-73.9160858340939,40.879702424827094,-73.91582213128629,arlington avenue,25,no,Bronx,0.02026300159694782
40.89868289899664,-73.9090841614049,40.899604934320344,-73.90881366871581,arlington avenue,25,no,Bronx,0.06518180589181923
40.8959170736141,-73.91016286942084,40.89658840493098,-73.9098852190276,arlington avenue,25,no,Bronx,0.048552521014983294
40.867686572177604,-73.8557087909279,40.867667537127204,-73.85469793855896,arnow avenue,20,yes,Bronx,0.05296836812648775
40.8679591216162,-73.87049328383796,40.86794490243535,-73.86972158278479,arnow avenue,25,no,Bronx,0.04043621309176175
40.86756312134105,-73.84719974477235,40.86751171069693,-73.84617580636831,arnow avenue,25,no,Bronx,0.05375487359063754
40.86745285816295,-73.84321487036993,40.86755069900562,-73.84281211438753,arnow avenue,25,no,Bronx,0.02215178157576715
40.85020992185048,-73.83019656412011,40.8502489812056,-73.82884038467597,arnow place,25,no,Bronx,0.0711112916319141
40.84294706535485,-73.89537978305049,40.84365464924269,-73.89484900767553,arthur avenue,25,yes,Bronx,0.05619254616903364
40.84640947861459,-73.89337451881897,40.846978832207405,-73.89304124175987,arthur avenue,25,yes,Bronx,0.04299416242383723
40.852078508016795,-73.88988013376115,40.852599050905546,-73.8899410358501,arthur avenue,25,yes,Bronx,0.03606096435740898
40.851231627237844,-73.89050060391969,40.85183093185208,-73.89014036608499,arthur avenue,25,yes,Bronx,0.045458269609957816
40.87038095271885,-73.82581958080897,40.870404434017466,-73.8258880488943,asch loop,25,no,Bronx,0.0039354770258702475
40.85957394538133,-73.86737268040487,40.859590847239865,-73.86652915769446,astor avenue,25,yes,Bronx,0.044207518559791166
40.80879779728059,-73.90621798607117,40.810273019983924,-73.90398547305108,austin place,25,no,Bronx,0.15512200968911236
40.81611504117626,-73.90306585960171,40.815298464852326,-73.9026100679003,avenue st john,25,no,Bronx,0.0612037238293662
40.884041960368215,-73.897968148811,40.885016956767174,-73.89659752625477,bailey avenue,25,no,Bronx,0.09838097533634543
40.879637195200466,-73.90112959765275,40.87992062643582,-73.90089944855066,bailey avenue,25,no,Bronx,0.02297409324422372
40.86535373438738,-73.90848956743956,40.865738278199046,-73.90850010479595,bailey avenue,25,yes,Bronx,0.02654083469772151
40.88063869192217,-73.90023137817553,40.8813883901621,-73.89932630136771,bailey place,25,no,Bronx,0.07016521050335196
40.86193425656074,-73.8935605660672,40.86271929995576,-73.893136838794,bainbridge avenue,25,no,Bronx,0.058542918564489586
40.8347653049749,-73.82992263512149,40.83542555034893,-73.82971580993666,baisley avenue,25,no,Bronx,0.046831118374778616
40.83716802368542,-73.82387980700747,40.83718726737857,-73.82297378231414,baisley avenue,25,no,Bronx,0.04750116227183318
40.830233608594206,-73.8340374390765,40.83088530321425,-73.83434110325925,balcom avenue,25,no,Bronx,0.04770278142428578
40.813741232072225,-73.82140795561264,40.814130711363305,-73.82165581056717,balcom avenue,25,no,Bronx,0.029851849211485332
40.82698836632011,-73.83079272470445,40.827108652442405,-73.83115966878364,balcom avenue,25,no,Bronx,0.020948127646274416
40.90753859333147,-73.85347663493872,40.908044227259325,-73.85305111891398,baldwin street,25,no,Bronx,0.04139605372982668
40.81494132967868,-73.80934216990515,40.814951590043904,-73.80939326128994,balsam place,25,no,Bronx,0.0027704558297013487
40.86634284564588,-73.84323723740852,40.866280390427725,-73.84225481440814,bantam place,25,no,Bronx,0.051644038048095406
40.82406735662329,-73.87033641689209,40.824194858905685,-73.86941151183173,banyer place,25,no,Bronx,0.04927342030687526
40.85773431918352,-73.8695500937618,40.85830211874781,-73.86953776225789,barker avenue,25,no,Bronx,0.03918576416970184
40.86968557712771,-73.86927892658116,40.87060153932964,-73.86932882276693,barker avenue,25,no,Bronx,0.06325919988888178
40.828254128825044,-73.83213999186711,40.82865456005993,-73.83131823185091,barkley avenue,25,no,Bronx,0.051173161507470116
40.833219358686506,-73.82149615302502,40.83335123706996,-73.82094978520439,barkley avenue,25,no,Bronx,0.03004670201534452
40.85234733875871,-73.86392716810428,40.85443350240428,-73.86387492828527,barnes avenue,25,no,Bronx,0.14397952744689302
40.84390023071114,-73.86183925078075,40.84451009696346,-73.86205623021085,barnes avenue,25,no,Bronx,0.04359207169892618
40.85963454439877,-73.86370627482465,40.861285182565155,-73.86365491634126,barnes avenue,25,no,Bronx,0.11393245049072265
40.89153071397135,-73.85505115538649,40.89184563856543,-73.85485552676113,barnes avenue,25,no,Bronx,0.024024662104514292
40.896116908368704,-73.85249913932375,40.896341397137796,-73.85238478692833,barnes avenue,25,no,Bronx,0.016607643773433756
40.90238477383832,-73.8480997089344,40.903261297171184,-73.8479970621147,barnes avenue,25,no,Bronx,0.0607223656236092
40.813108270330474,-73.84610800737858,40.813041367065466,-73.84663779170069,barrett avenue,25,no,Bronx,0.028155843477096463
40.816518801701356,-73.88986358893345,40.81720730017679,-73.89007636133498,barretto street,25,no,Bronx,0.048800665191552725
40.80456450135068,-73.88676481564369,40.80642658182136,-73.8872437271163,barretto street,25,no,Bronx,0.13092048369232584
40.811689575413645,-73.89560144704909,40.811905893841974,-73.89539600682018,barry street,25,no,Bronx,0.01840694576518648
40.87433298837675,-73.86706748107935,40.87422379179464,-73.86609903534219,bartholdi street,25,no,Bronx,0.051282219796044436
40.866581068861315,-73.83875364036818,40.86671295443932,-73.83814834177252,bartow avenue,25,no,Bronx,0.0329883636457654
40.86820193137408,-73.83355051914111,40.86817927655244,-73.83345243997809,bartow avenue,25,no,Bronx,0.005370250606041327
40.86820193137408,-73.83355051914111,40.86826123806571,-73.83349538890104,bartow avenue,25,no,Bronx,0.005008759110586062
40.85018389007449,-73.843964429215,40.850895171974685,-73.84341951020218,bassett avenue,25,no,Bronx,0.05678198321251755
40.853603747415036,-73.89371456237711,40.85403867574434,-73.89333484612621,bassford avenue,25,no,Bronx,0.03600721106920757
40.83846883187113,-73.90174498844044,40.8399427370677,-73.90091592323125,bathgate avenue,25,no,Bronx,0.1105967419759621
40.86701235043967,-73.83044783829706,40.867119912054356,-73.8300244221893,bay plaza driveway,25,no,Bronx,0.02338916268043615
40.86853637485388,-73.82407691231957,40.86869724198419,-73.82399058010118,bay plaza driveway,25,no,Bronx,0.011986337594538548
40.86853637485388,-73.82407691231957,40.86866002713862,-73.8239213682765,bay plaza driveway,25,no,Bronx,0.011797931902757469
40.86689988032526,-73.83089057004372,40.866920132158434,-73.83081083075518,bay plaza driveway,25,no,Bronx,0.004404628354045468
40.84585492876198,-73.81646281930364,40.84607956412066,-73.81647797827604,bay shore avenue,25,no,Bronx,0.01552104423598064
40.84697161784595,-73.79119717580897,40.84737752685146,-73.78926190041629,bay street,25,no,Bronx,0.10520499367050626
40.84480532820339,-73.81747787330517,40.846123499599855,-73.81739914665326,bay view avenue,25,no,Bronx,0.09105239550931073
40.87380632740013,-73.83581875233352,40.873850174745826,-73.83569399927859,baychester avenue,25,no,Bronx,0.007200884725145514
40.86196239994485,-73.82830818567419,40.86210470506813,-73.82864736408453,baychester avenue,25,no,Bronx,0.020301690678334386
40.86750359341613,-73.83109391934886,40.867572884381154,-73.83114869885333,baychester avenue,25,no,Bronx,0.005576351060086577
40.86498625970818,-73.82998133836804,40.865004964707396,-73.83012346272757,baychester avenue,25,no,Bronx,0.007556310041389264
40.86498625970818,-73.82998133836804,40.86503688524414,-73.82995579042733,baychester avenue,25,no,Bronx,0.0037409599785539305
40.877483731688926,-73.83660257534855,40.87912784167661,-73.83753883255105,baychester avenue,25,yes,Bronx,0.12359459637309142
40.87683598779069,-73.8361722002868,40.87689912919149,-73.83620972359985,baychester avenue,25,yes,Bronx,0.004779765772740304
40.8759807640011,-73.83581110629746,40.87622067974064,-73.83595342940721,baychester avenue,25,yes,Bronx,0.01815607228656161
40.81173920270209,-73.86167811295451,40.81280668088368,-73.86191581636176,beach avenue,25,no,Bronx,0.07470643921958019
40.81826934555392,-73.86319420894556,40.81868458232765,-73.86329898535985,beach avenue,25,no,Bronx,0.02917450256896682
40.8354815097639,-73.86688913112846,40.836126616849924,-73.867006927028,beach avenue,25,no,Bronx,0.044940839563322885
40.82560423774544,-73.86491090591352,40.82683403186513,-73.86519558181061,beach avenue,25,no,Bronx,0.0861621454017211
40.851992439299686,-73.78905175583384,40.85221899021428,-73.78817002272831,beach street,25,no,Bronx,0.04877243685324044
40.85119262274139,-73.88595200208317,40.85200654426666,-73.88554472430955,beaumont avenue,25,no,Bronx,0.06008126104520426
40.81414012186917,-73.90380554479003,40.81410587118904,-73.90361665388542,beck street,25,no,Bronx,0.010180875343113058
40.87559603672776,-73.8940741509013,40.87448550620121,-73.89163571291779,bedford park bl west,25,no,Bronx,0.14894545378625973
40.87135156582218,-73.88691800795965,40.87078591204028,-73.88622993216558,bedford park boulevard,25,no,Bronx,0.05312778718505765
