Y,M,D,HH,MM,BOROUGH_x,LATITUDE_x,LONGITUDE_x,STREET NAME,CROSS STREET NAME,OFF STREET NAME,NUMBER OF PERSONS INJURED,NUMBER OF PERSONS KILLED,temperature_2m (°C),precipitation (mm),rain (mm),cloudcover_low (%),windspeed_10m (km/h),winddirection_10m (°),BOROUGH_y,VOL,DIRECTION,LATITUDE_y,LONGITUDE_y
2020,10,11,11,15,QUEENS,40.74107,-73.88,CORNISH AVENUE,BROADWAY,,1.0,0,16.6,0.0,0.0,9.0,8.4,340.0,BRONX,97,NB,40.90783572218552,-73.89655418268748
2020,10,11,11,15,QUEENS,40.74107,-73.88,CORNISH AVENUE,BROADWAY,,1.0,0,16.6,0.0,0.0,9.0,8.4,340.0,BRONX,75,SB,40.88871456585301,-73.89874259600576
2020,10,11,11,15,QUEENS,40.74107,-73.88,CORNISH AVENUE,BROADWAY,,1.0,0,16.6,0.0,0.0,9.0,8.4,340.0,BRONX,30,SB,40.88875880048227,-73.89881818795449
2020,10,11,11,15,QUEENS,40.74107,-73.88,CORNISH AVENUE,BROADWAY,,1.0,0,16.6,0.0,0.0,9.0,8.4,340.0,BRONX,108,NB,40.88867430931019,-73.8985701786462
2020,10,11,1,30,MANHATTAN,40.792095,-73.97366,WEST 92 STREET,BROADWAY,,1.0,0,19.6,0.0,0.0,0.0,17.3,228.0,BRONX,13,SB,40.88875880048227,-73.89881818795449
2020,10,11,1,30,MANHATTAN,40.792095,-73.97366,WEST 92 STREET,BROADWAY,,1.0,0,19.6,0.0,0.0,0.0,17.3,228.0,BRONX,51,SB,40.90783572218552,-73.89655418268748
2020,10,11,1,30,MANHATTAN,40.792095,-73.97366,WEST 92 STREET,BROADWAY,,1.0,0,19.6,0.0,0.0,0.0,17.3,228.0,BRONX,34,NB,40.88867430931019,-73.8985701786462
2020,10,11,1,30,MANHATTAN,40.792095,-73.97366,WEST 92 STREET,BROADWAY,,1.0,0,19.6,0.0,0.0,0.0,17.3,228.0,BRONX,55,NB,40.90783572218552,-73.89655418268748
2020,10,11,1,30,MANHATTAN,40.792095,-73.97366,WEST 92 STREET,BROADWAY,,1.0,0,19.6,0.0,0.0,0.0,17.3,228.0,BRONX,34,SB,40.88871456585301,-73.89874259600576
2020,10,11,1,30,QUEENS,40.746033,-73.93441,SKILLMAN AVENUE,QUEENS BOULEVARD,,0.0,0,19.6,0.0,0.0,0.0,17.3,228.0,QUEENS,20,EB,40.71407875048589,-73.83064010300787
2020,10,11,1,30,QUEENS,40.746033,-73.93441,SKILLMAN AVENUE,QUEENS BOULEVARD,,0.0,0,19.6,0.0,0.0,0.0,17.3,228.0,QUEENS,14,EB,40.714023872438766,-73.83070138133681
2020,10,11,1,30,QUEENS,40.746033,-73.93441,SKILLMAN AVENUE,QUEENS BOULEVARD,,0.0,0,19.6,0.0,0.0,0.0,17.3,228.0,QUEENS,46,WB,40.71418569849135,-73.83048145926848
2020,10,11,13,15,QUEENS,40.748993,-73.89687,69 STREET,BROADWAY,,1.0,0,17.3,0.0,0.0,17.0,13.9,25.0,BRONX,36,SB,40.88875880048227,-73.89881818795449
2020,10,11,13,15,QUEENS,40.748993,-73.89687,69 STREET,BROADWAY,,1.0,0,17.3,0.0,0.0,17.0,13.9,25.0,BRONX,82,SB,40.88871456585301,-73.89874259600576
2020,10,11,13,15,QUEENS,40.748993,-73.89687,69 STREET,BROADWAY,,1.0,0,17.3,0.0,0.0,17.0,13.9,25.0,BRONX,103,SB,40.90783572218552,-73.89655418268748
2020,10,11,13,15,QUEENS,40.748993,-73.89687,69 STREET,BROADWAY,,1.0,0,17.3,0.0,0.0,17.0,13.9,25.0,BRONX,135,NB,40.88867430931019,-73.8985701786462
2020,10,11,13,15,QUEENS,40.748993,-73.89687,69 STREET,BROADWAY,,1.0,0,17.3,0.0,0.0,17.0,13.9,25.0,BRONX,117,NB,40.90783572218552,-73.89655418268748
2020,10,11,13,30,BRONX,40.82929,-73.91642,EAST 165 STREET,MORRIS AVENUE,,1.0,0,17.3,0.0,0.0,17.0,13.9,25.0,BRONX,77,SB,40.82190197288536,-73.92058356108149
2020,10,11,13,30,BRONX,40.82929,-73.91642,EAST 165 STREET,MORRIS AVENUE,,1.0,0,17.3,0.0,0.0,17.0,13.9,25.0,BRONX,31,SB,40.84344887579163,-73.90949580254431
2020,10,11,13,30,BRONX,40.82929,-73.91642,EAST 165 STREET,MORRIS AVENUE,,1.0,0,17.3,0.0,0.0,17.0,13.9,25.0,BRONX,50,NB,40.84344887579163,-73.90949580254431
2020,10,11,13,30,BRONX,40.82929,-73.91642,EAST 165 STREET,MORRIS AVENUE,,1.0,0,17.3,0.0,0.0,17.0,13.9,25.0,BRONX,113,NB,40.82190197288536,-73.92058356108149
2020,10,11,3,15,,40.702293,-73.79117,MERRICK BOULEVARD,LIBERTY AVENUE,,2.0,0,18.7,0.0,0.0,0.0,16.6,231.0,QUEENS,32,EB,40.69566668380388,-73.80511045808521
2020,10,11,3,15,,40.702293,-73.79117,MERRICK BOULEVARD,LIBERTY AVENUE,,2.0,0,18.7,0.0,0.0,0.0,16.6,231.0,QUEENS,29,WB,40.69566668380388,-73.80511045808521
2020,10,11,6,45,,40.753937,-73.8603,37 AVENUE,108 STREET,,1.0,0,18.4,0.0,0.0,3.0,13.5,254.0,QUEENS,35,SB,40.7368050475482,-73.85158921036636
2020,10,11,6,45,,40.753937,-73.8603,37 AVENUE,108 STREET,,1.0,0,18.4,0.0,0.0,3.0,13.5,254.0,QUEENS,6,NB,40.7368050475482,-73.85158921036636
2020,10,11,6,45,,40.753937,-73.8603,37 AVENUE,108 STREET,,0.0,0,18.4,0.0,0.0,3.0,13.5,254.0,QUEENS,35,SB,40.7368050475482,-73.85158921036636
2020,10,11,6,45,,40.753937,-73.8603,37 AVENUE,108 STREET,,0.0,0,18.4,0.0,0.0,3.0,13.5,254.0,QUEENS,6,NB,40.7368050475482,-73.85158921036636
2020,10,11,22,45,BRONX,40.837864,-73.9114,EAST 170 STREET,MORRIS AVENUE,,1.0,0,16.9,0.0,0.0,100.0,6.4,63.0,BRONX,26,NB,40.84344887579163,-73.90949580254431
2020,10,11,22,45,BRONX,40.837864,-73.9114,EAST 170 STREET,MORRIS AVENUE,,1.0,0,16.9,0.0,0.0,100.0,6.4,63.0,BRONX,39,SB,40.82190197288536,-73.92058356108149
2020,10,11,22,45,BRONX,40.837864,-73.9114,EAST 170 STREET,MORRIS AVENUE,,1.0,0,16.9,0.0,0.0,100.0,6.4,63.0,BRONX,85,NB,40.82190197288536,-73.92058356108149
2020,10,11,22,45,BRONX,40.837864,-73.9114,EAST 170 STREET,MORRIS AVENUE,,1.0,0,16.9,0.0,0.0,100.0,6.4,63.0,BRONX,35,SB,40.84344887579163,-73.90949580254431
2020,10,11,21,30,MANHATTAN,40.72543,-73.99678,EAST HOUSTON STREET,BROADWAY,,0.0,0,17.3,0.0,0.0,100.0,10.8,75.0,BRONX,87,NB,40.90783572218552,-73.89655418268748
2020,10,11,21,30,MANHATTAN,40.72543,-73.99678,EAST HOUSTON STREET,BROADWAY,,0.0,0,17.3,0.0,0.0,100.0,10.8,75.0,BRONX,85,NB,40.88867430931019,-73.8985701786462
2020,10,11,21,30,MANHATTAN,40.72543,-73.99678,EAST HOUSTON STREET,BROADWAY,,0.0,0,17.3,0.0,0.0,100.0,10.8,75.0,BRONX,18,SB,40.88875880048227,-73.89881818795449
2020,10,11,21,30,MANHATTAN,40.72543,-73.99678,EAST HOUSTON STREET,BROADWAY,,0.0,0,17.3,0.0,0.0,100.0,10.8,75.0,BRONX,42,SB,40.88871456585301,-73.89874259600576
2020,10,11,21,30,MANHATTAN,40.72543,-73.99678,EAST HOUSTON STREET,BROADWAY,,0.0,0,17.3,0.0,0.0,100.0,10.8,75.0,BRONX,68,SB,40.90783572218552,-73.89655418268748
2020,10,11,4,15,BRONX,40.90414,-73.905014,WEST 256 STREET,RIVERDALE AVENUE,,4.0,0,18.6,0.0,0.0,1.0,16.9,236.0,BRONX,6,SB,40.888520045187086,-73.90777462251019
2020,10,11,4,15,BRONX,40.90414,-73.905014,WEST 256 STREET,RIVERDALE AVENUE,,4.0,0,18.6,0.0,0.0,1.0,16.9,236.0,BRONX,7,NB,40.888520045187086,-73.90777462251019
2020,10,12,15,45,BRONX,40.818058,-73.90501,WESTCHESTER AVENUE,TINTON AVENUE,,0.0,0,11.7,0.6,0.6,100.0,21.9,60.0,BRONX,24,NB,40.828543349509545,-73.90068018946319
2020,10,12,15,45,BRONX,40.818058,-73.90501,WESTCHESTER AVENUE,TINTON AVENUE,,0.0,0,11.7,0.6,0.6,100.0,21.9,60.0,BRONX,23,SB,40.828543349509545,-73.90068018946319
2020,10,12,15,45,BRONX,40.818058,-73.90501,WESTCHESTER AVENUE,TINTON AVENUE,,0.0,0,11.7,0.6,0.6,100.0,21.9,60.0,BRONX,35,SB,40.81397608158341,-73.90586569252997
2020,10,12,15,30,QUEENS,40.778625,-73.77587,26 AVENUE,BELL BOULEVARD,,0.0,0,11.7,0.6,0.6,100.0,21.9,60.0,QUEENS,31,NB,40.744119187498285,-73.75979133629775
2020,10,12,15,30,QUEENS,40.778625,-73.77587,26 AVENUE,BELL BOULEVARD,,0.0,0,11.7,0.6,0.6,100.0,21.9,60.0,QUEENS,21,SB,40.7440552544229,-73.75988888432367
2020,10,12,19,15,BROOKLYN,40.67818,-73.870705,CRESCENT STREET,LIBERTY AVENUE,,1.0,0,12.6,0.0,0.0,100.0,22.3,59.0,QUEENS,95,WB,40.69566668380388,-73.80511045808521
2020,10,12,19,15,BROOKLYN,40.67818,-73.870705,CRESCENT STREET,LIBERTY AVENUE,,1.0,0,12.6,0.0,0.0,100.0,22.3,59.0,QUEENS,88,EB,40.69566668380388,-73.80511045808521
2020,10,12,12,30,BRONX,,,EAST BEDFORD PARK BOULEVARD,GRAND CONCOURSE,,1.0,0,11.2,0.9,0.9,100.0,18.2,51.0,BRONX,116,NB,40.85983553397648,-73.89833189908187
2020,10,12,12,30,BRONX,,,EAST BEDFORD PARK BOULEVARD,GRAND CONCOURSE,,1.0,0,11.2,0.9,0.9,100.0,18.2,51.0,BRONX,108,NB,40.85988405548519,-73.89852873763135
2020,10,12,12,30,BRONX,,,EAST BEDFORD PARK BOULEVARD,GRAND CONCOURSE,,1.0,0,11.2,0.9,0.9,100.0,18.2,51.0,BRONX,97,NB,40.842653905401065,-73.91212187307838
2020,10,12,12,30,BRONX,,,EAST BEDFORD PARK BOULEVARD,GRAND CONCOURSE,,1.0,0,11.2,0.9,0.9,100.0,18.2,51.0,BRONX,86,SB,40.859937986091246,-73.89870885811763
2020,10,12,12,30,BRONX,,,EAST BEDFORD PARK BOULEVARD,GRAND CONCOURSE,,1.0,0,11.2,0.9,0.9,100.0,18.2,51.0,BRONX,95,SB,40.85988405548519,-73.89852873763135
2020,10,12,12,30,BRONX,,,EAST BEDFORD PARK BOULEVARD,GRAND CONCOURSE,,1.0,0,11.2,0.9,0.9,100.0,18.2,51.0,BRONX,68,SB,40.84269222553062,-73.91230984774252
2020,10,12,12,30,BRONX,,,EAST BEDFORD PARK BOULEVARD,GRAND CONCOURSE,,1.0,0,11.2,0.9,0.9,100.0,18.2,51.0,BRONX,66,NB,40.84256796135408,-73.91195844574992
2020,10,12,12,30,BRONX,,,EAST BEDFORD PARK BOULEVARD,GRAND CONCOURSE,,1.0,0,11.2,0.9,0.9,100.0,18.2,51.0,BRONX,81,SB,40.842653905401065,-73.91212187307838
2020,10,12,16,45,BRONX,40.82751,-73.92495,GERARD AVENUE,EAST 161 STREET,,0.0,0,12.0,0.3,0.3,100.0,25.5,68.0,BRONX,27,EB,40.82204011550232,-73.90782589681655
2020,10,12,4,15,BRONX,40.812664,-73.906334,EAST 149 STREET,TINTON AVENUE,,1.0,0,14.7,0.7,0.7,100.0,17.4,84.0,BRONX,4,SB,40.828543349509545,-73.90068018946319
2020,10,12,4,15,BRONX,40.812664,-73.906334,EAST 149 STREET,TINTON AVENUE,,1.0,0,14.7,0.7,0.7,100.0,17.4,84.0,BRONX,4,NB,40.828543349509545,-73.90068018946319
2020,10,12,4,15,BRONX,40.812664,-73.906334,EAST 149 STREET,TINTON AVENUE,,1.0,0,14.7,0.7,0.7,100.0,17.4,84.0,BRONX,6,SB,40.81397608158341,-73.90586569252997
2020,10,13,19,15,,40.879215,-73.885284,EAST MOSHOLU PARKWAY SOUTH,JEROME AVENUE,,0.0,0,14.7,0.0,0.0,100.0,16.8,332.0,BRONX,62,EB,40.879837340115074,-73.88455859529336
2020,10,13,19,15,,40.879215,-73.885284,EAST MOSHOLU PARKWAY SOUTH,JEROME AVENUE,,0.0,0,14.7,0.0,0.0,100.0,16.8,332.0,BRONX,74,WB,40.879837340115074,-73.88455859529336
2020,10,13,12,45,BRONX,40.837864,-73.9114,EAST 170 STREET,MORRIS AVENUE,,2.0,0,13.8,0.1,0.1,100.0,20.6,33.0,BRONX,133,NB,40.82190197288536,-73.92058356108149
2020,10,13,12,45,BRONX,40.837864,-73.9114,EAST 170 STREET,MORRIS AVENUE,,2.0,0,13.8,0.1,0.1,100.0,20.6,33.0,BRONX,64,SB,40.84344887579163,-73.90949580254431
2020,10,13,12,45,BRONX,40.837864,-73.9114,EAST 170 STREET,MORRIS AVENUE,,2.0,0,13.8,0.1,0.1,100.0,20.6,33.0,BRONX,70,NB,40.84344887579163,-73.90949580254431
2020,10,13,12,45,BRONX,40.837864,-73.9114,EAST 170 STREET,MORRIS AVENUE,,2.0,0,13.8,0.1,0.1,100.0,20.6,33.0,BRONX,65,SB,40.82190197288536,-73.92058356108149
2020,10,13,9,15,BRONX,40.8283,-73.88296,BRONX RIVER AVENUE,WESTCHESTER AVENUE,,0.0,0,13.4,0.0,0.0,100.0,23.4,53.0,BRONX,112,EB,40.82713581461271,-73.88712269519081
2020,10,13,9,15,BRONX,40.8283,-73.88296,BRONX RIVER AVENUE,WESTCHESTER AVENUE,,0.0,0,13.4,0.0,0.0,100.0,23.4,53.0,BRONX,209,WB,40.82713581461271,-73.88712269519081
2020,10,13,17,45,BRONX,40.828598,-73.921745,GRAND CONCOURSE,EAST 163 STREET,,0.0,0,14.8,0.0,0.0,100.0,16.5,349.0,BRONX,186,WB,40.82369315905197,-73.90722337227913
2020,10,13,17,45,BRONX,40.828598,-73.921745,GRAND CONCOURSE,EAST 163 STREET,,0.0,0,14.8,0.0,0.0,100.0,16.5,349.0,BRONX,146,WB,40.82099551680594,-73.8963638732337
2020,10,13,17,45,BRONX,40.828598,-73.921745,GRAND CONCOURSE,EAST 163 STREET,,0.0,0,14.8,0.0,0.0,100.0,16.5,349.0,BRONX,133,EB,40.82369315905197,-73.90722337227913
2020,10,13,17,45,BRONX,40.828598,-73.921745,GRAND CONCOURSE,EAST 163 STREET,,0.0,0,14.8,0.0,0.0,100.0,16.5,349.0,BRONX,141,EB,40.82099551680594,-73.8963638732337
2020,10,13,17,30,QUEENS,40.734375,-73.87342,57 AVENUE,QUEENS BOULEVARD,,0.0,0,14.8,0.0,0.0,100.0,16.5,349.0,QUEENS,145,EB,40.714023872438766,-73.83070138133681
2020,10,13,17,30,QUEENS,40.734375,-73.87342,57 AVENUE,QUEENS BOULEVARD,,0.0,0,14.8,0.0,0.0,100.0,16.5,349.0,QUEENS,172,WB,40.71418569849135,-73.83048145926848
2020,10,13,17,30,QUEENS,40.734375,-73.87342,57 AVENUE,QUEENS BOULEVARD,,0.0,0,14.8,0.0,0.0,100.0,16.5,349.0,QUEENS,278,EB,40.71407875048589,-73.83064010300787
2020,10,13,10,30,QUEENS,40.696934,-73.80358,148 STREET,LIBERTY AVENUE,,0.0,0,13.7,0.2,0.2,100.0,19.2,28.0,QUEENS,95,EB,40.69566668380388,-73.80511045808521
2020,10,13,10,30,QUEENS,40.696934,-73.80358,148 STREET,LIBERTY AVENUE,,0.0,0,13.7,0.2,0.2,100.0,19.2,28.0,QUEENS,83,WB,40.69566668380388,-73.80511045808521
2020,10,13,15,0,BRONX,40.84944,-73.906006,EAST TREMONT AVENUE,GRAND CONCOURSE,,1.0,0,14.7,0.1,0.1,100.0,16.3,5.0,BRONX,130,SB,40.842653905401065,-73.91212187307838
2020,10,13,15,0,BRONX,40.84944,-73.906006,EAST TREMONT AVENUE,GRAND CONCOURSE,,1.0,0,14.7,0.1,0.1,100.0,16.3,5.0,BRONX,126,SB,40.85988405548519,-73.89852873763135
2020,10,13,15,0,BRONX,40.84944,-73.906006,EAST TREMONT AVENUE,GRAND CONCOURSE,,1.0,0,14.7,0.1,0.1,100.0,16.3,5.0,BRONX,107,SB,40.859937986091246,-73.89870885811763
2020,10,13,15,0,BRONX,40.84944,-73.906006,EAST TREMONT AVENUE,GRAND CONCOURSE,,1.0,0,14.7,0.1,0.1,100.0,16.3,5.0,BRONX,180,NB,40.842653905401065,-73.91212187307838
2020,10,13,15,0,BRONX,40.84944,-73.906006,EAST TREMONT AVENUE,GRAND CONCOURSE,,1.0,0,14.7,0.1,0.1,100.0,16.3,5.0,BRONX,109,NB,40.85983553397648,-73.89833189908187
2020,10,13,15,0,BRONX,40.84944,-73.906006,EAST TREMONT AVENUE,GRAND CONCOURSE,,1.0,0,14.7,0.1,0.1,100.0,16.3,5.0,BRONX,71,SB,40.84269222553062,-73.91230984774252
2020,10,13,15,0,BRONX,40.84944,-73.906006,EAST TREMONT AVENUE,GRAND CONCOURSE,,1.0,0,14.7,0.1,0.1,100.0,16.3,5.0,BRONX,192,NB,40.85988405548519,-73.89852873763135
2020,10,13,15,0,BRONX,40.84944,-73.906006,EAST TREMONT AVENUE,GRAND CONCOURSE,,1.0,0,14.7,0.1,0.1,100.0,16.3,5.0,BRONX,95,NB,40.84256796135408,-73.91195844574992
2020,10,13,15,30,QUEENS,40.74196,-73.90831,57 STREET,QUEENS BOULEVARD,,0.0,0,14.7,0.1,0.1,100.0,16.3,5.0,QUEENS,103,EB,40.714023872438766,-73.83070138133681
2020,10,13,15,30,QUEENS,40.74196,-73.90831,57 STREET,QUEENS BOULEVARD,,0.0,0,14.7,0.1,0.1,100.0,16.3,5.0,QUEENS,194,WB,40.71418569849135,-73.83048145926848
2020,10,13,15,30,QUEENS,40.74196,-73.90831,57 STREET,QUEENS BOULEVARD,,0.0,0,14.7,0.1,0.1,100.0,16.3,5.0,QUEENS,300,EB,40.71407875048589,-73.83064010300787
2020,10,13,15,45,BROOKLYN,40.674397,-73.896515,PENNSYLVANIA AVENUE,LIBERTY AVENUE,,0.0,0,14.7,0.1,0.1,100.0,16.3,5.0,QUEENS,134,WB,40.69566668380388,-73.80511045808521
2020,10,13,15,45,BROOKLYN,40.674397,-73.896515,PENNSYLVANIA AVENUE,LIBERTY AVENUE,,0.0,0,14.7,0.1,0.1,100.0,16.3,5.0,QUEENS,133,EB,40.69566668380388,-73.80511045808521
2020,10,14,14,15,BRONX,,,227TH STREET,LACONIA AVENUE,,0.0,0,13.6,0.0,0.0,0.0,9.4,272.0,BRONX,41,NB,40.87040665043948,-73.85560934369036
2020,10,14,14,15,BRONX,,,227TH STREET,LACONIA AVENUE,,0.0,0,13.6,0.0,0.0,0.0,9.4,272.0,BRONX,16,SB,40.87040665043948,-73.85560934369036
2020,10,14,18,30,BRONX,40.842335,-73.91619,EAST 172 STREET,JEROME AVENUE,,0.0,0,19.1,0.0,0.0,0.0,11.5,238.0,BRONX,110,WB,40.879837340115074,-73.88455859529336
2020,10,14,18,30,BRONX,40.842335,-73.91619,EAST 172 STREET,JEROME AVENUE,,0.0,0,19.1,0.0,0.0,0.0,11.5,238.0,BRONX,89,EB,40.879837340115074,-73.88455859529336
2020,10,14,23,30,QUEENS,40.757824,-73.86101,108 STREET,NORTHERN BOULEVARD,,2.0,0,16.9,0.0,0.0,0.0,10.7,213.0,QUEENS,42,EB,40.757811104786526,-73.79076849949568
2020,10,14,23,30,QUEENS,40.757824,-73.86101,108 STREET,NORTHERN BOULEVARD,,2.0,0,16.9,0.0,0.0,0.0,10.7,213.0,QUEENS,46,WB,40.757811104786526,-73.79076849949568
2020,10,14,23,30,QUEENS,40.757824,-73.86101,108 STREET,NORTHERN BOULEVARD,,2.0,0,16.9,0.0,0.0,0.0,10.7,213.0,QUEENS,89,EB,40.762686573944,-73.83496211883678
2020,10,14,23,30,QUEENS,40.757824,-73.86101,108 STREET,NORTHERN BOULEVARD,,2.0,0,16.9,0.0,0.0,0.0,10.7,213.0,QUEENS,123,WB,40.76282806459011,-73.83498691207076
2020,10,14,6,45,QUEENS,40.733536,-73.87035,59 AVENUE,QUEENS BOULEVARD,,0.0,0,12.8,0.0,0.0,1.0,15.1,308.0,QUEENS,58,EB,40.71407875048589,-73.83064010300787
2020,10,14,6,45,QUEENS,40.733536,-73.87035,59 AVENUE,QUEENS BOULEVARD,,0.0,0,12.8,0.0,0.0,1.0,15.1,308.0,QUEENS,24,EB,40.714023872438766,-73.83070138133681
2020,10,14,6,45,QUEENS,40.733536,-73.87035,59 AVENUE,QUEENS BOULEVARD,,0.0,0,12.8,0.0,0.0,1.0,15.1,308.0,QUEENS,333,WB,40.71418569849135,-73.83048145926848
2020,10,15,10,45,QUEENS,40.751976,-73.93197,HONEYWELL STREET,NORTHERN BOULEVARD,,2.0,0,11.2,0.0,0.0,0.0,8.4,200.0,QUEENS,381,WB,40.76282806459011,-73.83498691207076
2020,10,15,10,45,QUEENS,40.751976,-73.93197,HONEYWELL STREET,NORTHERN BOULEVARD,,2.0,0,11.2,0.0,0.0,0.0,8.4,200.0,QUEENS,258,EB,40.762686573944,-73.83496211883678
2020,10,15,10,45,QUEENS,40.751976,-73.93197,HONEYWELL STREET,NORTHERN BOULEVARD,,2.0,0,11.2,0.0,0.0,0.0,8.4,200.0,QUEENS,228,WB,40.757811104786526,-73.79076849949568
2020,10,15,10,45,QUEENS,40.751976,-73.93197,HONEYWELL STREET,NORTHERN BOULEVARD,,2.0,0,11.2,0.0,0.0,0.0,8.4,200.0,QUEENS,165,EB,40.757811104786526,-73.79076849949568
2020,10,15,10,0,BRONX,40.820984,-73.891624,EAST 163 STREET,SOUTHERN BOULEVARD,,1.0,0,11.2,0.0,0.0,0.0,8.4,200.0,BRONX,82,SB,40.82219319932688,-73.8917387313844
2020,10,15,10,0,BRONX,40.820984,-73.891624,EAST 163 STREET,SOUTHERN BOULEVARD,,1.0,0,11.2,0.0,0.0,0.0,8.4,200.0,BRONX,146,SB,40.8571942114816,-73.88088184052206
2020,10,15,10,0,BRONX,40.820984,-73.891624,EAST 163 STREET,SOUTHERN BOULEVARD,,1.0,0,11.2,0.0,0.0,0.0,8.4,200.0,BRONX,97,NB,40.82219319932688,-73.8917387313844
2020,10,15,10,0,BRONX,40.820984,-73.891624,EAST 163 STREET,SOUTHERN BOULEVARD,,1.0,0,11.2,0.0,0.0,0.0,8.4,200.0,BRONX,83,SB,40.83846992634956,-73.88709375177686
2020,10,15,10,0,BRONX,40.820984,-73.891624,EAST 163 STREET,SOUTHERN BOULEVARD,,1.0,0,11.2,0.0,0.0,0.0,8.4,200.0,BRONX,102,NB,40.85712793005272,-73.88074472464541
2020,10,15,10,0,BRONX,40.820984,-73.891624,EAST 163 STREET,SOUTHERN BOULEVARD,,1.0,0,11.2,0.0,0.0,0.0,8.4,200.0,BRONX,48,NB,40.83846992634956,-73.88709375177686
2020,10,15,17,15,BRONX,40.8617,-73.89139,EAST FORDHAM ROAD,WEBSTER AVENUE,,1.0,0,21.7,0.0,0.0,0.0,21.8,188.0,BRONX,150,SB,40.84252768540179,-73.90384248224866
2020,10,15,17,15,BRONX,40.8617,-73.89139,EAST FORDHAM ROAD,WEBSTER AVENUE,,1.0,0,21.7,0.0,0.0,0.0,21.8,188.0,BRONX,181,NB,40.84252768540179,-73.90384248224866
2020,10,15,20,15,BRONX,40.859646,-73.86176,ASTOR AVENUE,BRONXWOOD AVENUE,,1.0,0,21.7,0.0,0.0,0.0,22.0,175.0,BRONX,14,NB,40.8646362245696,-73.86159350054811
2020,10,15,20,15,BRONX,40.859646,-73.86176,ASTOR AVENUE,BRONXWOOD AVENUE,,1.0,0,21.7,0.0,0.0,0.0,22.0,175.0,BRONX,12,SB,40.8646362245696,-73.86159350054811
2020,10,15,9,30,QUEENS,40.718277,-73.86358,66 AVENUE,WOODHAVEN BOULEVARD,,0.0,0,12.4,0.0,0.0,0.0,7.6,199.0,QUEENS,184,SB,40.71002817301077,-73.85967026824659
2020,10,15,9,30,QUEENS,40.718277,-73.86358,66 AVENUE,WOODHAVEN BOULEVARD,,0.0,0,12.4,0.0,0.0,0.0,7.6,199.0,QUEENS,4,NB,40.71007431948616,-73.85949991307288
2020,10,15,9,30,QUEENS,40.718277,-73.86358,66 AVENUE,WOODHAVEN BOULEVARD,,0.0,0,12.4,0.0,0.0,0.0,7.6,199.0,QUEENS,59,NB,40.68551948005875,-73.8465341152663
2020,10,15,9,30,QUEENS,40.718277,-73.86358,66 AVENUE,WOODHAVEN BOULEVARD,,0.0,0,12.4,0.0,0.0,0.0,7.6,199.0,QUEENS,279,NB,40.68547387920588,-73.84663379260473
2020,10,15,9,30,QUEENS,40.718277,-73.86358,66 AVENUE,WOODHAVEN BOULEVARD,,0.0,0,12.4,0.0,0.0,0.0,7.6,199.0,QUEENS,12,SB,40.71002817301077,-73.85967026824659
2020,10,15,9,30,QUEENS,40.718277,-73.86358,66 AVENUE,WOODHAVEN BOULEVARD,,0.0,0,12.4,0.0,0.0,0.0,7.6,199.0,QUEENS,216,SB,40.68547812223992,-73.84676745860575
2020,10,15,9,30,QUEENS,40.718277,-73.86358,66 AVENUE,WOODHAVEN BOULEVARD,,0.0,0,12.4,0.0,0.0,0.0,7.6,199.0,QUEENS,289,NB,40.71007431948616,-73.85949991307288
2020,10,15,9,30,QUEENS,40.718277,-73.86358,66 AVENUE,WOODHAVEN BOULEVARD,,0.0,0,12.4,0.0,0.0,0.0,7.6,199.0,QUEENS,56,SB,40.68541893988083,-73.84686491461736
2020,10,15,16,15,QUEENS,40.760254,-73.76935,NORTHERN BOULEVARD,BELL BOULEVARD,,0.0,0,20.7,0.0,0.0,0.0,18.7,191.0,QUEENS,59,SB,40.7440552544229,-73.75988888432367
2020,10,15,16,15,QUEENS,40.760254,-73.76935,NORTHERN BOULEVARD,BELL BOULEVARD,,0.0,0,20.7,0.0,0.0,0.0,18.7,191.0,QUEENS,43,NB,40.744119187498285,-73.75979133629775
2020,10,15,16,45,QUEENS,40.721466,-73.804535,164 STREET,UNION TURNPIKE,,0.0,0,20.7,0.0,0.0,0.0,18.7,191.0,QUEENS,206,EB,40.75231560307869,-73.70183221541632
2020,10,15,16,45,QUEENS,40.721466,-73.804535,164 STREET,UNION TURNPIKE,,0.0,0,20.7,0.0,0.0,0.0,18.7,191.0,QUEENS,82,WB,40.75241063689472,-73.70191393421905
2020,10,15,16,30,QUEENS,40.75411,-73.898705,BROOKLYN QUEENS EXPRESSWAY,NORTHERN BOULEVARD,,2.0,0,20.7,0.0,0.0,0.0,18.7,191.0,QUEENS,208,WB,40.757811104786526,-73.79076849949568
2020,10,15,16,30,QUEENS,40.75411,-73.898705,BROOKLYN QUEENS EXPRESSWAY,NORTHERN BOULEVARD,,2.0,0,20.7,0.0,0.0,0.0,18.7,191.0,QUEENS,334,WB,40.76282806459011,-73.83498691207076
2020,10,15,16,30,QUEENS,40.75411,-73.898705,BROOKLYN QUEENS EXPRESSWAY,NORTHERN BOULEVARD,,2.0,0,20.7,0.0,0.0,0.0,18.7,191.0,QUEENS,422,EB,40.762686573944,-73.83496211883678
