Y,M,D,HH,MM,BOROUGH_x,LATITUDE,LONGITUDE,STREET NAME,CROSS STREET NAME,OFF STREET NAME,NUMBER OF PERSONS INJURED,NUMBER OF PERSONS KILLED,temperature_2m (°C),precipitation (mm),rain (mm),cloudcover_low (%),windspeed_10m (km/h),winddirection_10m (°),BOROUGH_y,VOL,DIRECTION
2019,10,6,17,0,MANHATTAN,40.750763,-73.97446,3 AVENUE,EAST 42 STREET,,0,0,19.0,0.0,0.0,100.0,14.6,170.0,MANHATTAN,284,NB
2019,10,6,17,15,BROOKLYN,40.693436,-73.97784,MYRTLE AVENUE,SAINT EDWARDS STREET,,0,0,19.0,0.0,0.0,100.0,14.6,170.0,BROOKLYN,103,WB
2019,10,6,21,15,MANHATTAN,40.801872,-73.94137,PARK AVENUE,EAST 120 STREET,,2,0,20.4,0.0,0.0,94.0,18.4,191.0,BROOKLYN,28,EB
2019,10,6,21,30,,40.759163,-73.988396,8 AVENUE,,,0,0,20.4,0.0,0.0,94.0,18.4,191.0,MANHATTAN,162,NB
2019,10,6,5,30,,40.688652,-73.84709,ATLANTIC AVENUE,96 STREET,,2,0,13.3,0.0,0.0,32.0,7.9,133.0,BROOKLYN,45,WB
2019,10,7,14,30,BROOKLYN,40.64423,-74.014915,4 AVENUE,54 STREET,,5,0,21.8,0.0,0.0,6.0,16.5,203.0,BROOKLYN,174,NB
2019,10,7,14,30,MANHATTAN,40.713135,-74.00407,CENTRE STREET,CHAMBERS STREET,,0,0,21.8,0.0,0.0,6.0,16.5,203.0,MANHATTAN,108,NB
2019,10,7,14,45,MANHATTAN,40.86464,-73.92891,BROADWAY,ARDEN STREET,,0,0,21.8,0.0,0.0,6.0,16.5,203.0,MANHATTAN,216,NB
2019,10,7,14,30,QUEENS,40.758305,-73.85561,NORTHERN BOULEVARD,114 STREET,,0,0,21.8,0.0,0.0,6.0,16.5,203.0,QUEENS,252,EB
2019,10,7,14,45,,40.84944,-73.906006,GRAND CONCOURSE,,,0,0,21.8,0.0,0.0,6.0,16.5,203.0,BRONX,176,NB
2019,10,7,23,30,,40.808002,-73.96391,BROADWAY,,,0,0,21.7,0.0,0.0,13.0,6.5,199.0,MANHATTAN,70,SB
2019,10,7,23,30,,40.762226,-73.96819,LEXINGTON AVENUE,,,0,0,21.7,0.0,0.0,13.0,6.5,199.0,MANHATTAN,268,SB
2019,10,7,23,15,MANHATTAN,40.74285,-73.97721,2 AVENUE,EAST 31 STREET,,0,0,21.7,0.0,0.0,13.0,6.5,199.0,MANHATTAN,317,SB
2019,10,7,23,30,QUEENS,40.734657,-73.86482,JUNCTION BOULEVARD,60 AVENUE,,1,0,21.7,0.0,0.0,13.0,6.5,199.0,QUEENS,34,SB
2019,10,7,6,15,MANHATTAN,40.792965,-73.95208,5 AVENUE,EAST 104 STREET,,0,0,20.8,0.0,0.0,100.0,17.9,195.0,MANHATTAN,348,SB
2019,10,7,6,15,MANHATTAN,40.761234,-73.96389,2 AVENUE,EAST 60 STREET,,0,0,20.8,0.0,0.0,100.0,17.9,195.0,MANHATTAN,115,SB
2019,10,7,6,45,,40.68502,-73.97123,FULTON STREET,,,1,0,20.8,0.0,0.0,100.0,17.9,195.0,MANHATTAN,21,WB
2019,10,7,10,0,QUEENS,40.66549,-73.75236,225 STREET,SOUTH CONDUIT AVENUE,,1,0,20.7,0.0,0.0,5.0,16.6,202.0,QUEENS,1,SB
2019,10,7,10,30,QUEENS,40.728626,-73.89083,GRAND AVENUE,72 PLACE,,0,0,20.7,0.0,0.0,5.0,16.6,202.0,QUEENS,91,WB
2019,10,7,10,30,QUEENS,40.764473,-73.747086,NORTHERN BOULEVARD,234 STREET,,0,0,20.7,0.0,0.0,5.0,16.6,202.0,QUEENS,150,WB
2019,10,7,10,30,,40.750828,-74.00189,10 AVENUE,,,0,0,20.7,0.0,0.0,5.0,16.6,202.0,MANHATTAN,261,NB
2019,10,7,10,15,QUEENS,40.77226,-73.92591,21 STREET,ASTORIA BOULEVARD,,3,0,20.7,0.0,0.0,5.0,16.6,202.0,QUEENS,80,NB
2019,10,7,11,0,QUEENS,40.65913,-73.77293,ROCKAWAY BOULEVARD,148 AVENUE,,0,0,20.7,0.0,0.0,8.0,16.5,200.0,QUEENS,139,WB
2019,10,7,11,45,MANHATTAN,40.715584,-74.00304,LAFAYETTE STREET,WORTH STREET,,0,0,20.7,0.0,0.0,8.0,16.5,200.0,MANHATTAN,119,NB
2019,10,7,11,15,MANHATTAN,40.80383,-73.94211,MADISON AVENUE,EAST 122 STREET,,0,0,20.7,0.0,0.0,8.0,16.5,200.0,MANHATTAN,195,NB
2019,10,7,11,45,QUEENS,40.756004,-73.8634,34 AVENUE,105 STREET,,0,0,20.7,0.0,0.0,8.0,16.5,200.0,QUEENS,76,WB
2019,10,7,11,30,,40.716194,-73.996086,BOWERY,CANAL STREET,,0,0,20.7,0.0,0.0,8.0,16.5,200.0,MANHATTAN,132,NB
2019,10,7,11,15,QUEENS,40.713287,-73.87163,METROPOLITAN AVENUE,80 STREET,,1,0,20.7,0.0,0.0,8.0,16.5,200.0,BROOKLYN,162,WB
2019,10,7,8,0,QUEENS,40.75246,-73.897156,34 AVENUE,69 STREET,,0,0,20.6,0.0,0.0,94.0,19.9,193.0,QUEENS,115,WB
2019,10,7,8,15,,40.71507,-73.91327,FLUSHING AVENUE,54 STREET,,0,0,20.6,0.0,0.0,94.0,19.9,193.0,BROOKLYN,104,WB
2019,10,7,8,0,QUEENS,40.71001,-73.79474,HILLSIDE AVENUE,168 STREET,,2,0,20.6,0.0,0.0,94.0,19.9,193.0,QUEENS,218,EB
2019,10,7,7,15,,40.713596,-73.85964,WOODHAVEN BOULEVARD,YELLOWSTONE BOULEVARD,,0,0,20.7,0.0,0.0,96.0,18.9,193.0,QUEENS,128,SB
2019,10,7,7,15,,40.72956,-73.87145,WOODHAVEN BOULEVARD,ELIOT AVENUE,,0,0,20.7,0.0,0.0,96.0,18.9,193.0,QUEENS,128,SB
2019,10,7,7,30,,40.676647,-73.82236,ROCKAWAY BOULEVARD,116 STREET,,0,0,20.7,0.0,0.0,96.0,18.9,193.0,QUEENS,388,WB
2019,10,7,7,0,BROOKLYN,40.66696,-73.97822,8 AVENUE,7 STREET,,0,0,20.7,0.0,0.0,96.0,18.9,193.0,MANHATTAN,195,NB
2019,10,7,19,0,QUEENS,40.724598,-73.73914,SPRINGFIELD BOULEVARD,92 AVENUE,,1,0,24.9,0.0,0.0,31.0,16.0,216.0,QUEENS,79,SB
2019,10,7,19,45,BROOKLYN,40.714066,-73.95163,UNION AVENUE,METROPOLITAN AVENUE,,0,0,24.9,0.0,0.0,31.0,16.0,216.0,BROOKLYN,125,SB
2019,10,7,19,0,QUEENS,40.741863,-73.90751,QUEENS BOULEVARD,58 STREET,,0,0,24.9,0.0,0.0,31.0,16.0,216.0,QUEENS,390,EB
2019,10,7,19,45,BROOKLYN,40.666595,-73.87176,LINDEN BOULEVARD,FOUNTAIN AVENUE,,0,0,24.9,0.0,0.0,31.0,16.0,216.0,QUEENS,116,EB
2019,10,7,19,45,QUEENS,40.72202,-73.88565,ELIOT AVENUE,74 STREET,,2,0,24.9,0.0,0.0,31.0,16.0,216.0,QUEENS,66,EB
2019,10,7,19,0,,40.795326,-73.971306,BROADWAY,,,1,0,24.9,0.0,0.0,31.0,16.0,216.0,MANHATTAN,160,NB
2019,10,7,19,30,MANHATTAN,40.757828,-73.99308,9 AVENUE,WEST 41 STREET,,0,0,24.9,0.0,0.0,31.0,16.0,216.0,MANHATTAN,338,SB
2019,10,7,17,15,QUEENS,40.756264,-73.823524,UNION STREET,FRANKLIN AVENUE,,0,0,24.7,0.0,0.0,16.0,15.3,214.0,BROOKLYN,72,EB
2019,10,7,17,15,QUEENS,40.665047,-73.81679,SOUTH CONDUIT AVENUE,124 STREET,,0,0,24.7,0.0,0.0,16.0,15.3,214.0,QUEENS,725,EB
2019,10,7,17,30,,40.73876,-74.00973,WEST STREET,,,0,0,24.7,0.0,0.0,16.0,15.3,214.0,MANHATTAN,482,SB
2019,10,7,17,45,,40.732925,-74.00007,AVENUE OF THE AMERICAS,,,0,0,24.7,0.0,0.0,16.0,15.3,214.0,MANHATTAN,296,NB
2019,10,7,17,0,BROOKLYN,40.67619,-73.9081,ATLANTIC AVENUE,EASTERN PARKWAY,,0,0,24.7,0.0,0.0,16.0,15.3,214.0,BROOKLYN,178,WB
2019,10,7,17,30,BROOKLYN,40.710533,-73.95514,RODNEY STREET,BORINQUEN PLACE,,1,0,24.7,0.0,0.0,16.0,15.3,214.0,BROOKLYN,217,NB
2019,10,7,17,30,,40.800964,-73.971016,RIVERSIDE DRIVE,,,0,0,24.7,0.0,0.0,16.0,15.3,214.0,MANHATTAN,14,NB
2019,10,7,17,45,,40.679737,-73.76162,MERRICK BOULEVARD,FARMERS BOULEVARD,,0,0,24.7,0.0,0.0,16.0,15.3,214.0,QUEENS,213,EB
2019,10,7,17,30,QUEENS,40.67732,-73.826454,ROCKAWAY BOULEVARD,112 STREET,,0,0,24.7,0.0,0.0,16.0,15.3,214.0,QUEENS,161,EB
2019,10,7,18,45,BRONX,,,GRAND CONCOURSE,EAST BEDFORD PARK BOULEVARD,,0,0,25.0,0.0,0.0,17.0,16.2,217.0,BRONX,123,SB
2019,10,7,18,15,BROOKLYN,40.648376,-73.96579,CHURCH AVENUE,MARLBOROUGH ROAD,,0,0,25.0,0.0,0.0,17.0,16.2,217.0,BROOKLYN,80,EB
2019,10,7,12,30,MANHATTAN,40.759624,-73.99548,WEST 42 STREET,10 AVENUE,,0,0,20.7,0.0,0.0,6.0,17.0,201.0,MANHATTAN,124,WB
2019,10,7,12,45,QUEENS,40.71035,-73.7939,HILLSIDE AVENUE,168 PLACE,,0,0,20.7,0.0,0.0,6.0,17.0,201.0,QUEENS,200,EB
2019,10,7,12,15,QUEENS,40.72364,-73.755775,HILLSIDE AVENUE,211 STREET,,0,0,20.7,0.0,0.0,6.0,17.0,201.0,QUEENS,196,EB
2019,10,7,12,0,,40.669456,-73.86284,LINDEN BOULEVARD,,,2,0,20.7,0.0,0.0,6.0,17.0,201.0,QUEENS,117,WB
2019,10,7,12,0,QUEENS,40.74496,-73.935425,31 STREET,THOMSON AVENUE,,0,0,20.7,0.0,0.0,6.0,17.0,201.0,QUEENS,54,SB
2019,10,7,22,45,,40.774853,-73.98067,COLUMBUS AVENUE,,,1,0,22.3,0.0,0.0,17.0,9.4,178.0,MANHATTAN,303,SB
2019,10,7,22,45,,40.800964,-73.971016,RIVERSIDE DRIVE,,,0,0,22.3,0.0,0.0,17.0,9.4,178.0,MANHATTAN,6,NB
2019,10,7,9,15,BROOKLYN,40.67994,-73.941216,FULTON STREET,KINGSTON AVENUE,,0,0,20.6,0.0,0.0,42.0,19.9,193.0,MANHATTAN,40,WB
2019,10,7,9,0,QUEENS,40.667522,-73.78063,NORTH CONDUIT AVENUE,ROCKAWAY BOULEVARD,,0,0,20.6,0.0,0.0,42.0,19.9,193.0,BROOKLYN,448,WB
2019,10,7,9,45,QUEENS,40.71015,-73.8407,UNION TURNPIKE,KESSEL STREET,,0,0,20.6,0.0,0.0,42.0,19.9,193.0,QUEENS,82,EB
2019,10,7,9,45,BRONX,40.819057,-73.92923,EAST 149 STREET,GERARD AVENUE,,0,0,20.6,0.0,0.0,42.0,19.9,193.0,BRONX,196,EB
2019,10,7,9,0,,40.720657,-73.76031,HILLSIDE AVENUE,,,0,0,20.6,0.0,0.0,42.0,19.9,193.0,QUEENS,261,WB
2019,10,7,9,15,MANHATTAN,,,8 AVENUE,WEST 47 STREET,,0,0,20.6,0.0,0.0,42.0,19.9,193.0,MANHATTAN,308,NB
2019,10,7,9,30,BROOKLYN,40.597984,-73.96411,AVENUE U,EAST 7 STREET,,0,0,20.6,0.0,0.0,42.0,19.9,193.0,BROOKLYN,53,EB
2019,10,7,9,45,BROOKLYN,40.581745,-73.95384,WEST END AVENUE,SHORE BOULEVARD,,0,0,20.6,0.0,0.0,42.0,19.9,193.0,MANHATTAN,58,NB
2019,10,7,15,45,,40.806293,-73.93603,LEXINGTON AVENUE,,,0,0,23.1,0.0,0.0,35.0,16.1,207.0,MANHATTAN,106,SB
2019,10,7,15,30,BROOKLYN,40.630814,-74.02508,BAY RIDGE PARKWAY,4 AVENUE,,0,0,23.1,0.0,0.0,35.0,16.1,207.0,BROOKLYN,142,SB
2019,10,7,15,45,,40.680473,-73.9614,ATLANTIC AVENUE,,,2,0,23.1,0.0,0.0,35.0,16.1,207.0,BROOKLYN,379,EB
2019,10,7,15,30,BROOKLYN,40.686646,-73.97982,3 AVENUE,SCHERMERHORN STREET,,0,0,23.1,0.0,0.0,35.0,16.1,207.0,BRONX,87,EB
2019,10,7,15,15,MANHATTAN,40.76468,-73.9643,3 AVENUE,EAST 64 STREET,,1,0,23.1,0.0,0.0,35.0,16.1,207.0,BRONX,129,EB
2019,10,7,16,45,BROOKLYN,40.678574,-73.916306,FULTON STREET,SARATOGA AVENUE,,1,0,23.9,0.0,0.0,27.0,16.2,212.0,MANHATTAN,59,WB
2019,10,7,16,30,QUEENS,40.732864,-73.73219,HILLSIDE AVENUE,235 COURT,,0,0,23.9,0.0,0.0,27.0,16.2,212.0,QUEENS,200,WB
2019,10,7,16,30,,40.687344,-73.97985,FLATBUSH AVENUE,LIVINGSTON STREET,,0,0,23.9,0.0,0.0,27.0,16.2,212.0,BROOKLYN,236,NB
2019,10,7,16,15,QUEENS,40.724434,-73.8693,WOODHAVEN BOULEVARD,63 AVENUE,,0,0,23.9,0.0,0.0,27.0,16.2,212.0,QUEENS,67,NB
2019,10,7,16,30,BROOKLYN,40.66787,-73.87923,NEW LOTS AVENUE,SHEPHERD AVENUE,,3,0,23.9,0.0,0.0,27.0,16.2,212.0,BROOKLYN,174,EB
2019,10,7,16,45,QUEENS,40.67897,-73.759834,MERRICK BOULEVARD,BELKNAP STREET,,1,0,23.9,0.0,0.0,27.0,16.2,212.0,QUEENS,224,WB
2019,10,7,16,0,,,,NORTHERN BOULEVARD,CLEARVIEW EXPRESSWAY,,0,0,23.9,0.0,0.0,27.0,16.2,212.0,QUEENS,180,EB
2019,10,7,13,30,,40.655632,-73.95987,FLATBUSH AVENUE,,,0,0,21.1,0.0,0.0,9.0,16.3,202.0,BROOKLYN,231,SB
2019,10,7,13,0,QUEENS,40.711597,-73.85819,METROPOLITAN AVENUE,TROTTING COURSE LANE,,0,0,21.1,0.0,0.0,9.0,16.3,202.0,BROOKLYN,191,WB
2019,10,7,13,15,,40.829155,-73.93728,8 AVENUE,,,0,0,21.1,0.0,0.0,9.0,16.3,202.0,MANHATTAN,286,NB
2019,10,7,13,45,QUEENS,40.739395,-73.87792,BROADWAY,CORONA AVENUE,,1,0,21.1,0.0,0.0,9.0,16.3,202.0,MANHATTAN,166,NB
2019,10,7,13,0,BRONX,40.8172,-73.93088,EXTERIOR STREET,EAST 144 STREET,,0,0,21.1,0.0,0.0,9.0,16.3,202.0,BRONX,101,SB
2019,10,7,13,30,QUEENS,40.665504,-73.75694,SOUTH CONDUIT AVENUE,221 STREET,,1,0,21.1,0.0,0.0,9.0,16.3,202.0,QUEENS,491,EB
2019,10,7,13,45,QUEENS,40.733154,-73.87056,WOODHAVEN BOULEVARD,HOFFMAN DRIVE,,1,0,21.1,0.0,0.0,9.0,16.3,202.0,QUEENS,307,SB
2019,10,7,13,45,,40.764988,-73.82067,NORTHERN BOULEVARD,,,0,0,21.1,0.0,0.0,9.0,16.3,202.0,QUEENS,150,EB
2019,10,7,0,45,,,,ATLANTIC AVENUE,VANWYCK EXPRESSWAY,,0,0,20.5,0.0,0.0,53.0,15.3,188.0,BROOKLYN,33,EB
2019,10,7,0,0,,40.678238,-73.94415,ATLANTIC AVENUE,,,0,0,20.5,0.0,0.0,53.0,15.3,188.0,BROOKLYN,49,WB
2019,10,7,0,15,MANHATTAN,40.722816,-73.993095,BOWERY,STANTON STREET,,0,0,20.5,0.0,0.0,53.0,15.3,188.0,MANHATTAN,173,SB
2019,10,7,4,15,MANHATTAN,40.776237,-73.95587,3 AVENUE,EAST 82 STREET,,0,0,20.7,0.0,0.0,100.0,16.2,192.0,BRONX,20,EB
2019,10,7,20,15,,40.7448,-73.991425,AVENUE OF THE AMERICAS,,,0,0,24.5,0.0,0.0,48.0,12.2,208.0,MANHATTAN,260,NB
2019,10,7,20,0,MANHATTAN,40.72543,-73.99678,BROADWAY,EAST HOUSTON STREET,,0,0,24.5,0.0,0.0,48.0,12.2,208.0,MANHATTAN,210,SB
2019,10,7,20,45,,40.670006,-73.95328,ROGERS AVENUE,,,0,0,24.5,0.0,0.0,48.0,12.2,208.0,BROOKLYN,164,NB
2019,10,7,21,0,,40.66585,-73.88392,NEW LOTS AVENUE,WARWICK STREET,,0,0,24.2,0.0,0.0,52.0,9.6,193.0,BROOKLYN,66,WB
2019,10,7,21,30,MANHATTAN,40.76411,-73.9885,9 AVENUE,WEST 51 STREET,,0,0,24.2,0.0,0.0,52.0,9.6,193.0,MANHATTAN,294,SB
2019,10,7,21,45,,40.62147,-73.95072,BEDFORD AVENUE,,,0,0,24.2,0.0,0.0,52.0,9.6,193.0,BROOKLYN,37,NB
2019,10,7,1,15,MANHATTAN,40.750156,-73.97699,LEXINGTON AVENUE,EAST 40 STREET,,0,0,20.5,0.0,0.0,57.0,15.7,191.0,MANHATTAN,112,SB
2019,10,7,5,0,MANHATTAN,40.78169,-73.94897,2 AVENUE,EAST 92 STREET,,0,0,20.7,0.0,0.0,100.0,16.6,193.0,MANHATTAN,139,SB
2019,10,8,12,0,MANHATTAN,40.715584,-74.00304,LAFAYETTE STREET,WORTH STREET,,0,0,14.7,0.0,0.0,4.0,12.4,8.0,MANHATTAN,111,NB
2019,10,8,12,0,QUEENS,40.725918,-73.89535,GRAND AVENUE,69 STREET,,0,0,14.7,0.0,0.0,4.0,12.4,8.0,QUEENS,94,WB
2019,10,8,12,45,,40.645733,-74.020424,2 AVENUE,,,0,0,14.7,0.0,0.0,4.0,12.4,8.0,MANHATTAN,238,SB
2019,10,8,12,45,,40.748924,-73.937386,QUEENS BOULEVARD,,,1,0,14.7,0.0,0.0,4.0,12.4,8.0,QUEENS,240,EB
2019,10,8,12,30,QUEENS,40.7608,-73.7657,NORTHERN BOULEVARD,216 STREET,,0,0,14.7,0.0,0.0,4.0,12.4,8.0,QUEENS,112,WB
2019,10,8,12,15,,40.71436,-74.00839,CHURCH STREET,,,0,0,14.7,0.0,0.0,4.0,12.4,8.0,MANHATTAN,255,NB
2019,10,8,12,0,BROOKLYN,40.71665,-73.94474,GRAHAM AVENUE,JACKSON STREET,,0,0,14.7,0.0,0.0,4.0,12.4,8.0,BROOKLYN,42,NB
2019,10,8,19,0,,40.78917,-73.95275,MADISON AVENUE,,,0,0,17.1,0.0,0.0,0.0,15.3,41.0,MANHATTAN,267,NB
2019,10,8,19,0,,40.74214,-74.00821,10 AVENUE,WEST 14 STREET,,0,0,17.1,0.0,0.0,0.0,15.3,41.0,MANHATTAN,357,NB
2019,10,8,19,45,,,,MEEKER AVENUE,VANDERVORT AVENUE,,0,0,17.1,0.0,0.0,0.0,15.3,41.0,BROOKLYN,31,SB
2019,10,8,18,15,MANHATTAN,40.716812,-73.99777,CANAL STREET,MOTT STREET,,0,0,16.5,0.0,0.0,0.0,14.9,37.0,MANHATTAN,235,EB
2019,10,8,18,45,,40.660946,-73.96067,FLATBUSH AVENUE,LINCOLN ROAD,,0,0,16.5,0.0,0.0,0.0,14.9,37.0,BROOKLYN,207,NB
2019,10,8,18,15,QUEENS,40.689915,-73.7779,MERRICK BOULEVARD,115 AVENUE,,1,0,16.5,0.0,0.0,0.0,14.9,37.0,QUEENS,204,EB
2019,10,8,18,15,,40.694458,-73.752205,LINDEN BOULEVARD,200 STREET,,3,0,16.5,0.0,0.0,0.0,14.9,37.0,QUEENS,156,EB
2019,10,8,18,30,BROOKLYN,40.645947,-73.9951,9 AVENUE,39 STREET,,3,0,16.5,0.0,0.0,0.0,14.9,37.0,MANHATTAN,404,SB
2019,10,8,18,45,BROOKLYN,,,FLUSHING AVENUE,CARLTON AVENUE,,1,0,16.5,0.0,0.0,0.0,14.9,37.0,BROOKLYN,92,WB
2019,10,8,11,15,QUEENS,40.6934,-73.75602,LINDEN BOULEVARD,196 STREET,,1,0,14.7,0.0,0.0,2.0,11.3,9.0,QUEENS,115,EB
2019,10,8,11,45,MANHATTAN,40.736004,-73.99362,EAST 14 STREET,5 AVENUE,,0,0,14.7,0.0,0.0,2.0,11.3,9.0,MANHATTAN,35,WB
2019,10,8,11,30,BROOKLYN,40.676247,-73.907135,ATLANTIC AVENUE,SHERLOCK PLACE,,1,0,14.7,0.0,0.0,2.0,11.3,9.0,BROOKLYN,215,EB
2019,10,8,11,15,BROOKLYN,40.674603,-73.98178,5 AVENUE,GARFIELD PLACE,,0,0,14.7,0.0,0.0,2.0,11.3,9.0,MANHATTAN,262,SB
2019,10,8,11,0,MANHATTAN,40.776867,-73.955414,3 AVENUE,EAST 83 STREET,,0,0,14.7,0.0,0.0,2.0,11.3,9.0,BRONX,213,WB
2019,10,8,15,30,QUEENS,40.7456,-73.868095,JUNCTION BOULEVARD,43 AVENUE,,0,0,16.2,0.0,0.0,0.0,14.5,19.0,QUEENS,77,SB
2019,10,8,15,15,,40.642174,-74.02064,60 STREET,,,0,0,16.2,0.0,0.0,0.0,14.5,19.0,BROOKLYN,118,WB
2019,10,8,15,15,,40.865547,-73.92728,RIVERSIDE DRIVE,,,0,0,16.2,0.0,0.0,0.0,14.5,19.0,MANHATTAN,8,NB
2019,10,8,15,0,BROOKLYN,40.62192,-73.936134,FLATBUSH AVENUE,LOTT PLACE,,0,0,16.2,0.0,0.0,0.0,14.5,19.0,BROOKLYN,103,NB
2019,10,8,15,15,BROOKLYN,40.67841,-73.97911,5 AVENUE,SAINT JOHNS PLACE,,1,0,16.2,0.0,0.0,0.0,14.5,19.0,MANHATTAN,346,SB
2019,10,8,15,30,QUEENS,40.680687,-73.84459,ROCKAWAY BOULEVARD,WOODHAVEN BOULEVARD,,0,0,16.2,0.0,0.0,0.0,14.5,19.0,QUEENS,162,WB
2019,10,8,16,0,QUEENS,40.712,-73.82546,QUEENS BOULEVARD,HOOVER AVENUE,,0,0,16.3,0.0,0.0,0.0,16.1,16.0,QUEENS,544,EB
2019,10,8,16,15,,40.846874,-73.90877,GRAND CONCOURSE,EAST 175 STREET,,0,0,16.3,0.0,0.0,0.0,16.1,16.0,BRONX,104,SB
2019,10,8,16,45,QUEENS,40.78797,-73.843796,11 AVENUE,124 STREET,,0,0,16.3,0.0,0.0,0.0,16.1,16.0,MANHATTAN,222,SB
2019,10,8,16,30,MANHATTAN,40.747917,-73.9736,2 AVENUE,EAST 39 STREET,,1,0,16.3,0.0,0.0,0.0,16.1,16.0,MANHATTAN,464,SB
2019,10,8,13,15,,40.69037,-73.92755,LEXINGTON AVENUE,,,0,0,15.0,0.0,0.0,0.0,15.3,19.0,MANHATTAN,204,SB
2019,10,8,13,30,BROOKLYN,40.628117,-73.956856,OCEAN AVENUE,AVENUE I,,1,0,15.0,0.0,0.0,0.0,15.3,19.0,BROOKLYN,114,NB
2019,10,8,13,30,BROOKLYN,40.676342,-73.910934,ATLANTIC AVENUE,ROCKAWAY AVENUE,,0,0,15.0,0.0,0.0,0.0,15.3,19.0,BROOKLYN,99,EB
2019,10,8,13,30,BROOKLYN,40.64592,-74.02384,58 STREET,1 AVENUE,,0,0,15.0,0.0,0.0,0.0,15.3,19.0,QUEENS,45,SB
2019,10,8,3,30,,40.774227,-73.98112,COLUMBUS AVENUE,,,0,0,16.7,0.7,0.7,87.0,18.4,359.0,MANHATTAN,54,SB
2019,10,8,6,30,QUEENS,40.65965,-73.773834,ROCKAWAY BOULEVARD,FARMERS BOULEVARD,,0,0,15.9,0.4,0.4,99.0,14.8,14.0,QUEENS,430,WB
2019,10,8,6,45,,40.787693,-73.94148,1 AVENUE,,,1,0,15.9,0.4,0.4,99.0,14.8,14.0,MANHATTAN,303,NB
2019,10,8,14,15,,40.700806,-73.80677,ARCHER AVENUE,,,0,0,15.4,0.0,0.0,0.0,14.8,23.0,QUEENS,55,WB
2019,10,8,14,0,BROOKLYN,40.651936,-73.9294,CHURCH AVENUE,EAST 51 STREET,,0,0,15.4,0.0,0.0,0.0,14.8,23.0,BROOKLYN,68,WB
2019,10,8,14,0,BROOKLYN,40.653805,-73.93061,LINDEN BOULEVARD,UTICA AVENUE,,0,0,15.4,0.0,0.0,0.0,14.8,23.0,QUEENS,113,EB
2019,10,8,9,15,,40.71682,-73.94924,MEEKER AVENUE,WITHERS STREET,,0,0,15.0,0.4,0.4,54.0,10.7,20.0,BROOKLYN,77,SB
2019,10,8,9,45,BROOKLYN,40.6792,-73.9553,ATLANTIC AVENUE,FRANKLIN AVENUE,,0,0,15.0,0.4,0.4,54.0,10.7,20.0,BROOKLYN,122,EB
2019,10,8,20,0,,40.704563,-73.94867,BROADWAY,,,0,0,17.5,0.0,0.0,0.0,14.9,37.0,MANHATTAN,82,NB
2019,10,8,8,15,QUEENS,40.674923,-73.73694,MERRICK BOULEVARD,233 STREET,,0,0,15.4,0.9,0.9,94.0,11.3,17.0,QUEENS,160,EB
2019,10,8,8,0,BROOKLYN,40.643467,-74.02277,60 STREET,2 AVENUE,,1,0,15.4,0.9,0.9,94.0,11.3,17.0,BROOKLYN,129,WB
2019,10,8,8,0,,,,MEEKER AVENUE,MC GUINNESS BLVD SOUTH,,0,0,15.4,0.9,0.9,94.0,11.3,17.0,BROOKLYN,93,SB
2019,10,8,8,15,,40.752064,-73.97351,3 AVENUE,,,0,0,15.4,0.9,0.9,94.0,11.3,17.0,BRONX,112,EB
2019,10,8,8,0,,40.631706,-73.94649,FLATBUSH AVENUE,,,2,0,15.4,0.9,0.9,94.0,11.3,17.0,BROOKLYN,167,SB
2019,10,8,8,30,,40.65318,-74.00561,4 AVENUE,,,0,0,15.4,0.9,0.9,94.0,11.3,17.0,BROOKLYN,314,NB
2019,10,8,8,15,QUEENS,40.665257,-73.735344,SOUTH CONDUIT AVENUE,FRANCIS LEWIS BOULEVARD,,1,0,15.4,0.9,0.9,94.0,11.3,17.0,QUEENS,458,EB
2019,10,8,8,15,BROOKLYN,40.66714,-73.95925,FRANKLIN AVENUE,CROWN STREET,,0,0,15.4,0.9,0.9,94.0,11.3,17.0,BROOKLYN,108,SB
2019,10,8,8,30,BRONX,,,SOUTHERN BOULEVARD,EAST FORDHAM ROAD,,0,0,15.4,0.9,0.9,94.0,11.3,17.0,BRONX,213,EB
2019,10,8,8,30,QUEENS,40.66671,-73.78039,SOUTH CONDUIT AVENUE,156 STREET,,2,0,15.4,0.9,0.9,94.0,11.3,17.0,QUEENS,444,EB
2019,10,8,7,15,,40.72293,-73.847336,QUEENS BOULEVARD,YELLOWSTONE BOULEVARD,,0,0,15.7,1.1,1.1,97.0,12.5,18.0,QUEENS,76,EB
2019,10,8,7,45,BROOKLYN,40.629295,-74.02869,3 AVENUE,78 STREET,,0,0,15.7,1.1,1.1,97.0,12.5,18.0,BRONX,131,EB
2019,10,8,7,30,,40.70143,-73.88701,MYRTLE AVENUE,66 PLACE,,1,0,15.7,1.1,1.1,97.0,12.5,18.0,BROOKLYN,56,WB
2019,10,8,7,30,,40.77373,-73.96402,MADISON AVENUE,,,0,0,15.7,1.1,1.1,97.0,12.5,18.0,MANHATTAN,198,NB
2019,10,8,7,0,MANHATTAN,40.71523,-74.01334,WEST STREET,MURRAY STREET,,1,0,15.7,1.1,1.1,97.0,12.5,18.0,MANHATTAN,414,SB
