Y,M,D,HH,MM,BOROUGH_x,LATITUDE,LONGITUDE,STREET NAME,CROSS STREET NAME,OFF STREET NAME,NUMBER OF PERSONS INJURED,NUMBER OF PERSONS KILLED,temperature_2m (°C),precipitation (mm),rain (mm),cloudcover_low (%),windspeed_10m (km/h),winddirection_10m (°),BOROUGH_y,VOL,DIRECTION
2019,9,2,0,0,BROOKLYN,40.625996,-73.99076,58 STREET,16 AVENUE,,0,0,21.5,0.0,0.0,5.0,13.3,128.0,QUEENS,74,SB
2019,9,9,8,0,,40.687977,-73.954834,BEDFORD AVENUE,,,0,0,19.0,0.0,0.0,10.0,11.5,44.0,BROOKLYN,102,NB
2019,9,9,13,45,,40.682846,-73.95382,BEDFORD AVENUE,,,1,0,19.0,0.0,0.0,21.0,8.9,47.0,BROOKLYN,90,NB
2019,9,9,19,45,BROOKLYN,40.60216,-73.94707,BEDFORD AVENUE,AVENUE T,,1,0,23.2,0.1,0.1,32.0,7.6,93.0,BROOKLYN,96,NB
2019,9,9,10,0,BROOKLYN,40.699707,-73.95718,BEDFORD AVENUE,WALLABOUT STREET,,0,0,18.2,0.0,0.0,5.0,11.1,29.0,BROOKLYN,62,NB
2019,9,9,2,45,BROOKLYN,40.64787,-73.95574,BEDFORD AVENUE,ALBEMARLE ROAD,,0,0,21.6,0.0,0.0,8.0,3.9,56.0,BROOKLYN,11,NB
2019,9,10,17,0,BROOKLYN,40.645027,-73.91998,RALPH AVENUE,CLARENDON ROAD,,0,0,22.9,0.1,0.1,44.0,8.9,166.0,BROOKLYN,118,NB
2019,9,10,23,30,,40.670124,-73.95528,BEDFORD AVENUE,,,1,0,23.4,0.0,0.0,2.0,12.1,163.0,BROOKLYN,79,NB
2019,9,10,9,15,,40.645027,-73.91998,RALPH AVENUE,DITMAS AVENUE,,0,0,18.6,0.0,0.0,20.0,3.2,63.0,BROOKLYN,144,SB
2019,9,10,21,0,BROOKLYN,40.725616,-73.9445,NASSAU AVENUE,RUSSELL STREET,,0,0,24.3,0.0,0.0,22.0,11.2,180.0,BROOKLYN,54,EB
2019,9,11,13,15,,40.711166,-73.9489,LORIMER STREET,,,1,0,21.7,0.0,0.0,43.0,18.4,230.0,BROOKLYN,42,NB
2019,9,11,21,30,BROOKLYN,40.64663,-73.95566,BEDFORD AVENUE,TILDEN AVENUE,,2,0,28.7,0.0,0.0,19.0,7.5,253.0,BROOKLYN,102,NB
2019,9,11,9,15,BROOKLYN,40.703434,-73.96035,BEDFORD AVENUE,WILLIAMSBURG STREET WEST,,0,0,20.8,0.0,0.0,7.0,13.8,219.0,BROOKLYN,76,NB
2019,9,11,16,15,,40.88271,-73.881256,EAST GUN HILL ROAD,,,0,0,25.7,0.0,0.0,94.0,15.8,253.0,BRONX,166,WB
2019,9,12,0,0,,40.669228,-73.9556,BEDFORD AVENUE,,,1,0,26.5,0.0,0.0,0.0,7.8,214.0,BROOKLYN,63,NB
2019,9,12,16,0,BROOKLYN,40.632095,-73.91861,RALPH AVENUE,FLATLANDS AVENUE,,0,0,25.1,0.0,0.0,35.0,10.9,34.0,BROOKLYN,137,SB
2019,9,12,9,30,,40.59779,-73.946236,BEDFORD AVENUE,,,1,0,23.4,0.0,0.0,6.0,5.6,297.0,BROOKLYN,76,NB
2019,9,13,7,45,BROOKLYN,40.7206,-73.95476,BEDFORD AVENUE,NORTH 12 STREET,,0,0,16.8,0.0,0.0,21.0,14.7,54.0,BROOKLYN,38,NB
2019,9,13,22,45,BROOKLYN,40.61669,-73.949814,BEDFORD AVENUE,AVENUE N,,1,0,19.6,0.0,0.0,49.0,14.7,126.0,BROOKLYN,97,NB
2019,9,13,8,45,BRONX,40.878643,-73.871605,EAST GUN HILL ROAD,WEBSTER AVENUE,,0,0,16.2,0.0,0.0,10.0,14.6,52.0,BRONX,113,EB
2019,9,13,17,30,BROOKLYN,40.64208,-73.91967,RALPH AVENUE,CHASE COURT,,0,0,20.3,0.0,0.0,78.0,17.8,104.0,BROOKLYN,213,SB
2019,9,13,18,45,,40.682846,-73.95382,BEDFORD AVENUE,,,5,0,20.4,0.0,0.0,86.0,17.9,112.0,BROOKLYN,99,NB
2019,9,13,23,45,BRONX,40.880257,-73.876785,EAST GUN HILL ROAD,TRYON AVENUE,,2,0,19.1,0.0,0.0,19.0,12.9,126.0,BRONX,212,EB
2019,9,14,22,45,BRONX,40.879864,-73.87596,EAST GUN HILL ROAD,KINGS COLLEGE PLACE,,1,0,22.8,0.0,0.0,93.0,9.4,180.0,BRONX,117,WB
2019,9,14,23,30,BRONX,40.8733,-73.853645,EAST GUN HILL ROAD,BOSTON ROAD,,1,0,22.7,0.0,0.0,90.0,8.8,189.0,BRONX,57,EB
2019,9,14,2,30,,40.689445,-73.95513,BEDFORD AVENUE,,,0,0,17.6,0.0,0.0,51.0,13.2,133.0,BROOKLYN,48,NB
2019,9,16,13,0,BRONX,40.878643,-73.871605,EAST GUN HILL ROAD,WEBSTER AVENUE,,0,0,20.9,0.0,0.0,1.0,4.8,13.0,BRONX,116,WB
2019,9,16,23,30,MANHATTAN,40.83718,-73.942604,WEST 162 STREET,BROADWAY,,1,0,22.0,0.0,0.0,19.0,2.3,141.0,MANHATTAN,16,EB
2019,9,16,19,15,BROOKLYN,40.634483,-73.91886,RALPH AVENUE,GLENWOOD ROAD,,0,0,23.6,0.0,0.0,43.0,3.0,14.0,BROOKLYN,263,NB
2019,9,16,19,15,,40.596104,-73.760414,SEAGIRT BOULEVARD,,,0,0,23.6,0.0,0.0,43.0,3.0,14.0,QUEENS,147,EB
2019,9,16,15,0,BRONX,40.875492,-73.86052,EAST GUN HILL ROAD,BRONXWOOD AVENUE,,0,0,22.7,0.0,0.0,5.0,6.3,13.0,BRONX,233,EB
2019,9,17,7,45,,40.596325,-73.76673,SEAGIRT BOULEVARD,,,0,0,18.4,0.0,0.0,50.0,10.7,20.0,QUEENS,234,EB
2019,9,17,8,15,,40.877796,-73.86806,EAST GUN HILL ROAD,OLINVILLE AVENUE,,0,0,17.7,0.0,0.0,37.0,11.0,19.0,BRONX,165,EB
2019,9,17,8,45,BROOKLYN,40.676132,-73.921906,RALPH AVENUE,PACIFIC STREET,,0,0,17.7,0.0,0.0,37.0,11.0,19.0,BROOKLYN,173,NB
2019,9,17,20,45,,40.61763,-73.94129,AVENUE N,EAST 34 STREET,,0,0,23.8,0.0,0.0,0.0,12.3,7.0,BROOKLYN,122,EB
2019,9,18,8,0,BROOKLYN,40.616035,-73.955795,AVENUE N,EAST 19 STREET,,0,0,15.8,0.0,0.0,7.0,6.4,27.0,BROOKLYN,165,EB
2019,9,18,10,30,,40.758984,-73.943306,9 STREET,,,0,0,14.5,0.0,0.0,54.0,9.4,4.0,BROOKLYN,66,EB
2019,9,19,0,15,,40.720245,-73.9444,MEEKER AVENUE,,,1,0,17.3,0.0,0.0,0.0,9.2,79.0,STATEN ISLAND,20,NB
2019,9,20,8,30,BRONX,40.817574,-73.90359,EAST 156 STREET,UNION AVENUE,,2,0,12.7,0.0,0.0,0.0,9.6,250.0,BRONX,107,EB
2019,9,20,18,30,QUEENS,40.595985,-73.763,SEAGIRT BOULEVARD,BEACH 30 STREET,,3,0,23.2,0.0,0.0,0.0,10.7,284.0,QUEENS,233,WB
2019,9,20,20,15,BRONX,40.878853,-73.87349,EAST GUN HILL ROAD,HULL AVENUE,,0,0,24.2,0.0,0.0,0.0,9.8,276.0,BRONX,160,WB
2019,9,20,7,45,BRONX,40.879055,-73.87439,EAST GUN HILL ROAD,PERRY AVENUE,,1,0,13.1,0.0,0.0,0.0,8.2,241.0,BRONX,105,WB
2019,9,20,5,30,BRONX,,,EAST GUN HILL ROAD,BOSTON ROAD,,1,0,13.6,0.0,0.0,0.0,8.3,236.0,BRONX,35,EB
2019,9,21,0,15,,40.637997,-74.02136,65 STREET,,,1,0,20.9,0.0,0.0,0.0,7.8,248.0,BROOKLYN,69,EB
2019,9,21,0,15,BROOKLYN,40.675755,-73.97143,8 AVENUE,FLATBUSH AVENUE,,1,0,20.9,0.0,0.0,0.0,7.8,248.0,BROOKLYN,32,SB
2019,9,21,14,45,BROOKLYN,40.615356,-73.976234,60 STREET,23 AVENUE,,0,0,19.9,0.0,0.0,0.0,4.5,331.0,BROOKLYN,67,EB
2019,9,21,19,45,,40.677155,-73.88773,ATLANTIC AVENUE,,,1,0,26.9,0.0,0.0,0.0,3.1,216.0,BROOKLYN,249,EB
2019,9,21,16,0,,40.76465,-73.823494,PARSONS BOULEVARD,,,0,0,24.6,0.0,0.0,0.0,1.1,18.0,QUEENS,59,NB
2019,9,21,16,0,,40.736275,-73.772865,FRANCIS LEWIS BOULEVARD,,,0,0,24.6,0.0,0.0,0.0,1.1,18.0,QUEENS,126,EB
2019,9,21,18,15,MANHATTAN,40.726524,-73.99585,BROADWAY,BLEECKER STREET,,1,0,27.2,0.0,0.0,0.0,2.1,211.0,MANHATTAN,84,SB
2019,9,21,18,30,QUEENS,40.69366,-73.85217,JAMAICA AVENUE,WOODHAVEN BOULEVARD,,1,0,27.2,0.0,0.0,0.0,2.1,211.0,QUEENS,41,EB
2019,9,21,10,15,BRONX,40.895805,-73.89671,BROADWAY,WEST 251 STREET,,1,0,15.0,0.0,0.0,0.0,8.6,285.0,MANHATTAN,89,SB
2019,9,21,12,45,QUEENS,40.718605,-73.813774,UNION TURNPIKE,149 STREET,,0,0,16.0,0.0,0.0,0.0,6.6,292.0,QUEENS,111,EB
2019,9,21,12,0,BROOKLYN,40.676018,-73.89398,ATLANTIC AVENUE,WYONA STREET,,0,0,16.0,0.0,0.0,0.0,6.6,292.0,BROOKLYN,240,EB
2019,9,21,22,30,BROOKLYN,40.696983,-73.935234,BROADWAY,MYRTLE AVENUE,,1,0,23.9,0.0,0.0,0.0,5.2,155.0,MANHATTAN,50,SB
2019,9,21,22,30,BROOKLYN,40.684,-73.95031,NOSTRAND AVENUE,PUTNAM AVENUE,,0,0,23.9,0.0,0.0,0.0,5.2,155.0,BROOKLYN,53,SB
2019,9,21,13,45,,40.825134,-73.95141,BROADWAY,,,1,0,17.7,0.0,0.0,0.0,4.3,312.0,MANHATTAN,102,NB
2019,9,21,13,30,QUEENS,40.725704,-73.74032,SPRINGFIELD BOULEVARD,91 AVENUE,,0,0,17.7,0.0,0.0,0.0,4.3,312.0,QUEENS,54,NB
2019,9,21,13,45,BROOKLYN,40.67974,-73.87839,ATLANTIC AVENUE,MILFORD STREET,,0,0,17.7,0.0,0.0,0.0,4.3,312.0,BROOKLYN,318,EB
2019,9,21,13,45,BRONX,40.87831,-73.870155,EAST GUN HILL ROAD,BRONX RIVER PARKWAY,,1,0,17.7,0.0,0.0,0.0,4.3,312.0,BRONX,119,EB
2019,9,21,7,45,QUEENS,,,NORTHERN BOULEVARD,207 STREET,,2,0,16.8,0.0,0.0,0.0,9.1,263.0,QUEENS,154,EB
2019,9,21,21,45,QUEENS,40.674175,-73.81975,SUTTER AVENUE,LEFFERTS BOULEVARD,,0,0,25.0,0.0,0.0,0.0,3.0,166.0,BROOKLYN,96,WB
2019,9,21,21,15,,40.70921,-73.87017,80 STREET,COOPER AVENUE,,1,0,25.0,0.0,0.0,0.0,3.0,166.0,QUEENS,92,SB
2019,9,21,17,45,,40.673275,-73.86853,SUTTER AVENUE,,,1,0,26.7,0.0,0.0,0.0,0.7,180.0,BROOKLYN,119,WB
2019,9,21,17,15,QUEENS,40.69477,-73.8248,ATLANTIC AVENUE,123 STREET,,2,0,26.7,0.0,0.0,0.0,0.7,180.0,BROOKLYN,312,EB
2019,9,21,17,0,,40.750957,-73.98273,5 AVENUE,,,0,0,26.7,0.0,0.0,0.0,0.7,180.0,BROOKLYN,81,NB
2019,9,21,15,0,QUEENS,40.725285,-73.79334,UNION TURNPIKE,176 STREET,,0,0,22.0,0.0,0.0,0.0,3.6,360.0,QUEENS,254,WB
2019,9,21,8,15,,40.720535,-73.776215,188 STREET,,,1,0,16.4,0.0,0.0,0.0,9.4,268.0,QUEENS,113,NB
2019,9,21,20,0,QUEENS,40.76319,-73.80644,NORTHERN BOULEVARD,159 STREET,,0,0,24.9,0.0,0.0,0.0,3.4,198.0,QUEENS,182,EB
2019,9,21,20,45,,,,SPRINGFIELD BOULEVARD,HORACE HARDING EXPRESSWAY,,0,0,24.9,0.0,0.0,0.0,3.4,198.0,QUEENS,15,NB
2019,9,21,23,45,,40.677483,-73.93033,ATLANTIC AVENUE,,,0,0,23.5,0.0,0.0,0.0,6.4,164.0,BROOKLYN,143,EB
2019,9,21,5,45,STATEN ISLAND,,,BAY STREET,FRONT STREET,,0,0,17.6,0.0,0.0,0.0,9.1,261.0,STATEN ISLAND,23,SB
2019,9,21,9,45,,40.751976,-73.93197,NORTHERN BOULEVARD,,,0,0,16.0,0.0,0.0,0.0,9.7,266.0,QUEENS,234,EB
2019,9,21,9,45,QUEENS,40.758305,-73.85561,NORTHERN BOULEVARD,114 STREET,,0,0,16.0,0.0,0.0,0.0,9.7,266.0,QUEENS,234,EB
2019,9,21,9,0,QUEENS,40.700237,-73.74805,FRANCIS LEWIS BOULEVARD,114 DRIVE,,0,0,16.0,0.0,0.0,0.0,9.7,266.0,QUEENS,114,EB
2019,9,22,0,45,MANHATTAN,40.750294,-73.99485,8 AVENUE,WEST 31 STREET,,0,0,21.5,0.0,0.0,0.0,7.4,166.0,BROOKLYN,12,NB
2019,9,22,0,15,MANHATTAN,40.86769,-73.92122,BROADWAY,WEST 207 STREET,,0,0,21.5,0.0,0.0,0.0,7.4,166.0,MANHATTAN,68,SB
2019,9,22,0,30,,40.67677,-73.88949,ATLANTIC AVENUE,,,0,0,21.5,0.0,0.0,0.0,7.4,166.0,BROOKLYN,106,EB
2019,9,22,16,15,,40.676758,-73.917404,ATLANTIC AVENUE,,,0,0,25.2,0.0,0.0,8.0,10.6,198.0,BROOKLYN,223,WB
2019,9,22,4,15,BROOKLYN,40.681805,-73.94987,NOSTRAND AVENUE,HALSEY STREET,,0,0,18.9,0.0,0.0,0.0,7.9,227.0,BROOKLYN,9,NB
2019,9,22,4,30,,40.72381,-73.93849,MEEKER AVENUE,,,0,0,18.9,0.0,0.0,0.0,7.9,227.0,STATEN ISLAND,21,NB
2019,9,22,13,15,,,,188 STREET,186 LANE,,0,0,18.5,0.0,0.0,1.0,3.4,238.0,QUEENS,126,SB
2019,9,22,14,45,,40.724693,-73.76481,FRANCIS LEWIS BOULEVARD,,,0,0,20.4,0.0,0.0,1.0,5.2,192.0,QUEENS,118,EB
2019,9,22,14,15,BROOKLYN,40.670326,-73.88878,SUTTER AVENUE,HENDRIX STREET,,1,0,20.4,0.0,0.0,1.0,5.2,192.0,BROOKLYN,99,WB
2019,9,22,23,15,STATEN ISLAND,40.577946,-74.102325,HYLAN BOULEVARD,MIDLAND AVENUE,,0,0,25.2,0.0,0.0,3.0,11.3,173.0,STATEN ISLAND,78,NB
2019,9,22,23,0,,40.75778,-73.79202,NORTHERN BOULEVARD,189 STREET,,1,0,25.2,0.0,0.0,3.0,11.3,173.0,QUEENS,78,EB
2019,9,22,15,15,STATEN ISLAND,40.542423,-74.14592,HYLAN BOULEVARD,NELSON AVENUE,,4,0,23.7,0.0,0.0,3.0,8.1,193.0,STATEN ISLAND,233,NB
2019,9,22,3,0,QUEENS,40.707306,-73.75122,FRANCIS LEWIS BOULEVARD,HOLLIS AVENUE,,0,0,19.0,0.0,0.0,0.0,7.1,225.0,QUEENS,6,EB
2019,9,22,12,45,,40.752815,-73.98138,5 AVENUE,,,0,0,16.9,0.0,0.0,0.0,3.6,264.0,BROOKLYN,85,NB
2019,9,22,12,15,,40.80417,-73.966705,BROADWAY,,,0,0,16.9,0.0,0.0,0.0,3.6,264.0,MANHATTAN,48,NB
2019,9,22,12,30,BROOKLYN,40.609253,-73.96905,AVENUE P,EAST 5 STREET,,0,0,16.9,0.0,0.0,0.0,3.6,264.0,BROOKLYN,138,WB
2019,9,22,12,0,MANHATTAN,40.744064,-73.987755,5 AVENUE,EAST 27 STREET,,0,0,16.9,0.0,0.0,0.0,3.6,264.0,BROOKLYN,84,NB
2019,9,22,10,45,BROOKLYN,40.695705,-73.94637,MYRTLE AVENUE,TOMPKINS AVENUE,,1,0,16.6,0.0,0.0,0.0,5.2,245.0,QUEENS,40,EB
2019,9,22,10,45,BROOKLYN,40.6972,-73.952934,NOSTRAND AVENUE,PARK AVENUE,,1,0,16.6,0.0,0.0,0.0,5.2,245.0,BROOKLYN,75,NB
2019,9,22,19,45,QUEENS,40.73535,-73.78375,188 STREET,69 AVENUE,,0,0,28.1,0.0,0.0,0.0,11.0,191.0,QUEENS,112,SB
2019,9,22,19,0,,40.745617,-73.75496,SPRINGFIELD BOULEVARD,67 AVENUE,,0,0,28.1,0.0,0.0,0.0,11.0,191.0,QUEENS,26,NB
2019,9,22,18,0,QUEENS,40.780148,-73.84603,COLLEGE POINT BOULEVARD,22 AVENUE,,1,0,27.7,0.0,0.0,10.0,10.8,201.0,QUEENS,258,SB
2019,9,22,18,15,STATEN ISLAND,40.557854,-74.12671,HYLAN BOULEVARD,CHESTERTON AVENUE,,0,0,27.7,0.0,0.0,10.0,10.8,201.0,STATEN ISLAND,39,NB
2019,9,22,18,15,QUEENS,40.744026,-73.717636,UNION TURNPIKE,LITTLE NECK PARKWAY,,0,0,27.7,0.0,0.0,10.0,10.8,201.0,QUEENS,88,WB
2019,9,22,20,30,,40.763958,-73.82814,NORTHERN BOULEVARD,,,0,0,28.2,0.0,0.0,0.0,13.0,177.0,QUEENS,92,WB
2019,9,22,20,30,MANHATTAN,40.867012,-73.92312,BROADWAY,WEST 204 STREET,,0,0,28.2,0.0,0.0,0.0,13.0,177.0,MANHATTAN,61,SB
2019,9,22,20,0,BRONX,40.881073,-73.878494,EAST GUN HILL ROAD,BAINBRIDGE AVENUE,,1,0,28.2,0.0,0.0,0.0,13.0,177.0,BRONX,126,EB
2019,9,22,17,15,,40.76769,-73.93619,BROADWAY,VERNON BOULEVARD,,0,0,26.5,0.0,0.0,16.0,11.3,202.0,MANHATTAN,58,NB
2019,9,22,17,30,MANHATTAN,40.783844,-73.979996,BROADWAY,WEST 79 STREET,,0,0,26.5,0.0,0.0,16.0,11.3,202.0,MANHATTAN,57,SB
2019,9,22,17,30,,40.7642,-73.788086,FRANCIS LEWIS BOULEVARD,,,0,0,26.5,0.0,0.0,16.0,11.3,202.0,QUEENS,98,EB
2019,9,22,17,30,,,,STEUBEN STREET,,,1,0,26.5,0.0,0.0,16.0,11.3,202.0,STATEN ISLAND,179,SB
2019,9,22,8,15,BROOKLYN,40.624977,-73.96326,AVENUE J,EAST 13 STREET,,1,0,17.5,0.0,0.0,0.0,8.2,255.0,BROOKLYN,42,WB
2019,9,22,5,0,,40.732864,-73.76371,UNION TURNPIKE,HOLLIS HILLS TERRACE,,0,0,18.2,0.0,0.0,0.0,8.4,223.0,QUEENS,2,EB
2019,9,22,2,30,STATEN ISLAND,40.57969,-74.100395,HYLAN BOULEVARD,HUNTER AVENUE,,1,0,20.0,0.0,0.0,0.0,6.9,208.0,STATEN ISLAND,9,NB
2019,9,22,22,0,BROOKLYN,40.670116,-73.92248,RALPH AVENUE,SAINT JOHNS PLACE,,1,0,26.3,0.0,0.0,5.0,11.3,171.0,BROOKLYN,75,SB
2019,9,22,22,30,QUEENS,40.756298,-73.89893,32 AVENUE,68 STREET,,1,0,26.3,0.0,0.0,5.0,11.3,171.0,QUEENS,35,EB
2019,9,22,1,0,STATEN ISLAND,40.576504,-74.1037,HYLAN BOULEVARD,LINCOLN AVENUE,,1,0,20.6,0.0,0.0,0.0,6.5,186.0,STATEN ISLAND,37,SB
2019,9,22,1,0,STATEN ISLAND,40.61965,-74.09969,VICTORY BOULEVARD,HIGHLAND AVENUE,,0,0,20.6,0.0,0.0,0.0,6.5,186.0,STATEN ISLAND,72,EB
2019,9,22,1,0,QUEENS,40.705376,-73.868614,80 STREET,78 AVENUE,,0,0,20.6,0.0,0.0,0.0,6.5,186.0,QUEENS,26,SB
2019,9,22,1,0,BROOKLYN,40.63032,-74.0223,5 AVENUE,74 STREET,,1,0,20.6,0.0,0.0,0.0,6.5,186.0,BROOKLYN,30,NB
2019,9,23,17,0,,,,ATLANTIC AVENUE,,,0,0,28.2,0.0,0.0,0.0,12.4,216.0,BROOKLYN,250,EB
2019,9,23,17,0,QUEENS,40.77532,-73.77521,BELL BOULEVARD,29 AVENUE,,0,0,28.2,0.0,0.0,0.0,12.4,216.0,QUEENS,148,SB
2019,9,23,17,0,QUEENS,40.737926,-73.81485,KISSENA BOULEVARD,64 AVENUE,,0,0,28.2,0.0,0.0,0.0,12.4,216.0,QUEENS,109,NB
2019,9,23,17,0,QUEENS,40.74289,-73.882835,BROADWAY,82 STREET,,0,0,28.2,0.0,0.0,0.0,12.4,216.0,MANHATTAN,86,SB
2019,9,23,17,30,BROOKLYN,40.667095,-73.92276,RALPH AVENUE,EAST NEW YORK AVENUE,,1,0,28.2,0.0,0.0,0.0,12.4,216.0,BROOKLYN,221,SB
2019,9,23,21,15,,40.688667,-73.87548,JAMAICA AVENUE,EUCLID AVENUE,,4,0,29.9,0.0,0.0,0.0,14.8,209.0,QUEENS,37,EB
2019,9,23,21,15,BROOKLYN,40.639076,-73.90337,AVENUE J,EAST 91 STREET,,3,0,29.9,0.0,0.0,0.0,14.8,209.0,BROOKLYN,71,WB
2019,9,23,19,15,,40.854977,-73.92779,AUDUBON AVENUE,,,1,0,30.4,0.0,0.0,0.0,16.6,222.0,MANHATTAN,48,SB
2019,9,23,19,15,QUEENS,40.753326,-73.78054,FRANCIS LEWIS BOULEVARD,47 AVENUE,,1,0,30.4,0.0,0.0,0.0,16.6,222.0,QUEENS,96,EB
2019,9,23,8,30,QUEENS,40.711823,-73.83612,UNION TURNPIKE,MARKWOOD ROAD,,0,0,21.5,0.0,0.0,0.0,12.6,217.0,QUEENS,130,WB
2019,9,23,8,30,,40.713104,-73.83375,UNION TURNPIKE,AUSTIN STREET,,0,0,21.5,0.0,0.0,0.0,12.6,217.0,QUEENS,130,WB
2019,9,23,8,30,,40.54101,-74.14711,HYLAN BOULEVARD,,,0,0,21.5,0.0,0.0,0.0,12.6,217.0,STATEN ISLAND,366,SB
2019,9,23,8,15,QUEENS,40.736275,-73.772865,FRANCIS LEWIS BOULEVARD,73 AVENUE,,0,0,21.5,0.0,0.0,0.0,12.6,217.0,QUEENS,86,EB
2019,9,23,9,45,BROOKLYN,40.645027,-73.91998,RALPH AVENUE,CLARENDON ROAD,,2,0,21.3,0.0,0.0,0.0,12.3,218.0,BROOKLYN,174,SB
2019,9,23,9,15,MANHATTAN,40.754093,-73.99209,8 AVENUE,WEST 37 STREET,,0,0,21.3,0.0,0.0,0.0,12.3,218.0,BROOKLYN,39,SB
2019,9,23,9,0,,40.716,-73.74546,JAMAICA AVENUE,HEMPSTEAD AVENUE,,0,0,21.3,0.0,0.0,0.0,12.3,218.0,QUEENS,66,EB
2019,9,23,11,0,,40.815117,-73.95871,BROADWAY,,,0,0,20.6,0.0,0.0,0.0,8.9,212.0,MANHATTAN,100,SB
2019,9,23,13,0,BROOKLYN,40.689144,-73.99071,ATLANTIC AVENUE,BOERUM PLACE,,0,0,21.9,0.0,0.0,0.0,11.5,229.0,BROOKLYN,293,WB
2019,9,23,13,0,,40.759308,-73.9653,EAST 57 STREET,,,1,0,21.9,0.0,0.0,0.0,11.5,229.0,BROOKLYN,13,SB
2019,9,23,13,0,,40.71991,-73.809044,PARSONS BOULEVARD,,,0,0,21.9,0.0,0.0,0.0,11.5,229.0,QUEENS,60,NB
2019,9,23,14,0,,40.697117,-73.93401,MYRTLE AVENUE,,,0,0,23.1,0.0,0.0,0.0,12.0,231.0,QUEENS,79,WB
2019,9,23,14,45,BROOKLYN,40.66757,-73.97772,8 AVENUE,6 STREET,,0,0,23.1,0.0,0.0,0.0,12.0,231.0,BROOKLYN,39,NB
2019,9,23,14,0,STATEN ISLAND,40.581814,-74.097725,HYLAN BOULEVARD,STOBE AVENUE,,2,0,23.1,0.0,0.0,0.0,12.0,231.0,STATEN ISLAND,252,NB
2019,9,23,10,0,BROOKLYN,40.682415,-73.97065,ATLANTIC AVENUE,CARLTON AVENUE,,0,0,20.8,0.0,0.0,0.0,7.7,208.0,BROOKLYN,264,EB
2019,9,23,10,0,QUEENS,40.769283,-73.82445,32 AVENUE,PARSONS BOULEVARD,,0,0,20.8,0.0,0.0,0.0,7.7,208.0,QUEENS,115,EB
2019,9,23,20,30,QUEENS,40.75159,-73.88655,80 STREET,35 AVENUE,,0,0,30.6,0.0,0.0,1.0,16.1,214.0,QUEENS,34,NB
2019,9,23,20,15,,,,NORTHERN BOULEVARD,CLEARVIEW EXPRESSWAY,,0,0,30.6,0.0,0.0,1.0,16.1,214.0,QUEENS,140,WB
2019,9,23,20,0,BROOKLYN,40.67619,-73.9081,ATLANTIC AVENUE,EASTERN PARKWAY,,0,0,30.6,0.0,0.0,1.0,16.1,214.0,BROOKLYN,179,EB
2019,9,23,6,45,,40.765354,-73.81733,NORTHERN BOULEVARD,,,0,0,22.2,0.0,0.0,0.0,12.4,216.0,QUEENS,83,EB
2019,9,23,6,45,,40.610725,-74.08635,TARGEE STREET,,,0,0,22.2,0.0,0.0,0.0,12.4,216.0,STATEN ISLAND,290,NB
2019,9,23,6,15,QUEENS,40.722157,-73.73034,JAMAICA AVENUE,225 STREET,,0,0,22.2,0.0,0.0,0.0,12.4,216.0,QUEENS,20,EB
2019,9,23,16,0,,,,HYLAN BOULEVARD,NARROWS ROAD NORTH,,0,0,26.7,0.0,0.0,0.0,11.5,224.0,STATEN ISLAND,120,SB
2019,9,23,16,45,MANHATTAN,40.756653,-73.97858,5 AVENUE,WEST 47 STREET,,0,0,26.7,0.0,0.0,0.0,11.5,224.0,BROOKLYN,84,NB
2019,9,23,16,30,STATEN ISLAND,40.60707,-74.09241,RICHMOND ROAD,BALTIC AVENUE,,2,0,26.7,0.0,0.0,0.0,11.5,224.0,STATEN ISLAND,191,SB
2019,9,23,16,45,STATEN ISLAND,40.61816,-74.08492,TARGEE STREET,WAVERLY PLACE,,3,0,26.7,0.0,0.0,0.0,11.5,224.0,STATEN ISLAND,244,NB
2019,9,23,12,30,MANHATTAN,40.766285,-73.98186,BROADWAY,WEST 57 STREET,,0,0,21.2,0.0,0.0,0.0,9.8,216.0,MANHATTAN,91,NB
2019,9,23,12,0,,40.707752,-74.01171,BROADWAY,,,0,0,21.2,0.0,0.0,0.0,9.8,216.0,MANHATTAN,85,NB
2019,9,23,12,45,,40.76229,-73.986115,8 AVENUE,,,0,0,21.2,0.0,0.0,0.0,9.8,216.0,BROOKLYN,75,SB
2019,9,23,12,0,,40.752243,-73.70212,UNION TURNPIKE,LANGDALE STREET,,0,0,21.2,0.0,0.0,0.0,9.8,216.0,QUEENS,94,WB
2019,9,23,12,30,BROOKLYN,40.624104,-73.9177,RALPH AVENUE,AVENUE L,,0,0,21.2,0.0,0.0,0.0,9.8,216.0,BROOKLYN,166,SB
2019,9,23,1,30,,40.688652,-73.84709,ATLANTIC AVENUE,96 STREET,,0,0,24.4,0.0,0.0,0.0,12.1,192.0,BROOKLYN,30,EB
2019,9,23,2,30,,40.877068,-73.906105,BROADWAY,,,0,0,24.0,0.0,0.0,0.0,12.6,200.0,MANHATTAN,41,NB
2019,9,23,7,45,QUEENS,40.66492,-73.73504,FRANCIS LEWIS BOULEVARD,245 STREET,,0,0,21.9,0.0,0.0,0.0,12.6,217.0,QUEENS,64,EB
2019,9,23,7,0,QUEENS,40.765057,-73.81293,NORTHERN BOULEVARD,MURRAY STREET,,0,0,21.9,0.0,0.0,0.0,12.6,217.0,QUEENS,335,WB
