COLLISION_ID,NUM_ACCIDENTS_BOROUGH,NUM_ACCIDENTS_ON_STREET,TIME_OF_DAY,SEVERITY,TEMPERATURE,RAIN_INTENSITY,CLOUDCOVER,WIND_INTENSITY,TRAFFIC_VOLUME,MEDIA,IS_NOT_FATAL
4221814,676,86,afternoon,minor,mild,null,0,moderate,medium,190.94,1
4221735,1067,47,afternoon,minor,mild,null,0,moderate,light,76.9,1
4223098,1514,13,morning,minor,mild,null,0,moderate,medium,134.49,1
4222067,1067,12,morning,minor,mild,null,0,moderate,medium,172.4,1
4221630,1067,47,morning,minor,mild,null,0,moderate,light,76.9,1
4221808,676,4,morning,moderate,mild,null,0,moderate,light,68.0,0
4222120,1067,13,morning,minor,mild,null,0,moderate,light,68.42,1
4221811,1514,28,afternoon,minor,mild,null,1,moderate,medium,213.78,1
4221674,676,86,afternoon,minor,mild,null,1,moderate,medium,190.94,1
4221697,1067,25,afternoon,moderate,mild,null,1,moderate,light,121.93,0
4226209,1514,53,afternoon,moderate,mild,null,1,moderate,medium,186.88,0
4221876,1514,64,afternoon,minor,mild,null,1,moderate,medium,316.13,1
4221853,1514,178,afternoon,minor,mild,null,1,moderate,medium,111.61,1
4222719,1514,181,afternoon,minor,mild,null,1,moderate,medium,196.67,1
4221710,1067,252,afternoon,minor,mild,null,1,moderate,medium,200.64,1
4222440,1067,13,afternoon,minor,mild,null,1,moderate,light,68.42,1
4222609,1067,16,afternoon,minor,mild,null,1,moderate,light,70.75,1
4221646,676,35,afternoon,minor,mild,null,1,moderate,medium,217.67,1
4221648,676,35,afternoon,moderate,mild,null,1,moderate,medium,217.67,0
4222206,1514,64,afternoon,minor,mild,null,1,moderate,medium,316.13,1
4221689,676,86,afternoon,minor,mild,null,1,moderate,medium,190.94,1
4221709,1067,6,afternoon,minor,mild,null,1,moderate,medium,203.33,1
4221888,1514,71,afternoon,minor,mild,null,1,moderate,medium,228.58,1
4221787,304,37,afternoon,minor,mild,null,1,moderate,medium,100.03,1
4221858,1514,3,evening,minor,mild,null,1,moderate,light,230.17,1
4222827,1514,178,evening,minor,mild,null,1,moderate,medium,111.61,1
4222449,676,21,evening,moderate,mild,null,1,moderate,medium,164.43,0
4223092,676,21,evening,minor,mild,null,1,moderate,medium,164.43,1
4221996,676,22,evening,minor,mild,null,1,moderate,heavy,561.23,1
4247922,1067,252,evening,minor,mild,null,1,moderate,medium,200.64,1
4223119,1514,178,morning,minor,mild,null,0,weak,medium,111.61,1
4221357,676,6,morning,moderate,mild,null,0,weak,medium,138.96,0
4221636,676,7,afternoon,minor,mild,null,0,weak,light,39.36,1
4221600,676,30,afternoon,minor,mild,null,0,weak,medium,112.62,1
4221973,676,86,evening,minor,mild,null,1,weak,medium,190.94,1
4222646,1067,252,evening,minor,mild,null,1,weak,medium,200.64,1
4222330,1067,44,evening,minor,mild,null,1,weak,medium,118.47,1
4222416,676,59,evening,moderate,mild,null,1,weak,light,163.64,0
4221261,1067,252,night,minor,mild,null,0,weak,medium,200.64,1
4221498,1514,178,night,minor,mild,null,0,weak,light,111.61,1
4221658,1067,9,night,minor,mild,null,0,weak,light,85.83,1
4221866,1514,64,evening,minor,mild,null,1,moderate,medium,316.13,1
4222147,1514,80,evening,minor,mild,null,1,moderate,medium,239.42,1
4224834,1067,3,evening,moderate,mild,null,1,moderate,light,45.83,0
4221717,676,7,evening,minor,mild,null,1,moderate,medium,124.64,1
4221526,676,21,night,minor,mild,null,0,moderate,light,164.43,1
4222280,1067,2,afternoon,minor,mild,null,0,weak,medium,173.5,1
4224149,1514,178,afternoon,minor,mild,null,0,weak,medium,111.61,1
4222422,676,59,afternoon,moderate,mild,null,0,weak,medium,163.64,0
4222394,1067,7,afternoon,moderate,mild,null,0,weak,medium,147.14,0
4222151,676,18,afternoon,minor,mild,null,0,weak,medium,191.66,1
4223206,676,35,evening,major,mild,null,0,weak,medium,217.67,0
4222074,1067,64,evening,minor,mild,null,0,weak,medium,207.6,1
4222303,676,18,evening,minor,mild,null,0,weak,medium,191.66,1
4222252,1067,12,afternoon,minor,mild,null,1,weak,medium,172.4,1
4223309,1514,84,afternoon,minor,mild,null,1,weak,medium,195.9,1
4221926,676,86,afternoon,minor,mild,null,1,weak,medium,190.94,1
4221921,676,86,afternoon,minor,mild,null,1,weak,medium,190.94,1
4222271,1514,101,evening,moderate,mild,null,0,weak,medium,285.27,0
4223023,1067,11,evening,moderate,mild,null,0,weak,medium,135.03,0
4222126,1067,44,evening,moderate,mild,null,0,weak,medium,118.47,0
4222453,676,30,morning,moderate,mild,null,1,weak,medium,112.62,0
4222103,676,7,morning,minor,mild,null,1,weak,light,39.36,1
4222153,676,12,morning,minor,mild,null,1,weak,medium,125.15,1
4221994,1067,19,morning,minor,mild,null,1,weak,medium,87.33,1
4224526,676,59,morning,minor,mild,null,1,weak,medium,163.64,1
4223273,1514,101,morning,moderate,mild,null,1,weak,medium,285.27,0
4221822,60,8,night,minor,mild,null,1,weak,light,156.12,1
4222611,1067,12,night,moderate,mild,null,1,weak,light,172.4,0
4222452,676,35,night,minor,mild,null,1,weak,light,217.67,1
4222730,1514,159,evening,moderate,mild,null,0,weak,medium,279.13,0
4222049,676,42,evening,minor,mild,null,0,weak,medium,131.94,1
4222328,1067,252,evening,moderate,mild,null,0,weak,medium,200.64,0
4222462,676,30,evening,moderate,mild,null,0,weak,medium,112.62,0
4222224,1067,47,evening,minor,mild,null,0,weak,light,76.9,1
4223366,1514,28,afternoon,minor,mild,null,0,weak,medium,213.78,1
4221991,1067,19,afternoon,minor,mild,null,0,weak,medium,87.33,1
4222272,1514,61,afternoon,minor,mild,null,0,weak,medium,170.81,1
4221981,676,11,afternoon,minor,mild,null,0,weak,light,90.68,1
4222081,676,5,afternoon,minor,mild,null,0,weak,light,56.0,1
4221983,676,18,afternoon,moderate,mild,null,0,weak,medium,191.66,0
4226034,1514,79,afternoon,minor,mild,null,0,weak,medium,299.6,1
4222333,1067,252,evening,minor,mild,null,0,weak,medium,200.64,1
4224624,676,25,evening,minor,mild,null,0,weak,light,54.79,1
4222038,304,7,evening,minor,mild,null,0,weak,medium,188.11,1
4222180,676,35,afternoon,minor,mild,null,0,weak,medium,217.67,1
4222044,1514,181,afternoon,minor,mild,null,0,weak,medium,196.67,1
4221974,676,86,afternoon,minor,mild,null,0,weak,medium,190.94,1
4225652,304,37,afternoon,moderate,mild,null,0,weak,medium,100.03,0
4221997,676,22,afternoon,minor,mild,null,0,weak,heavy,561.23,1
4221993,676,22,afternoon,minor,mild,null,0,weak,heavy,561.23,1
4223022,1067,44,afternoon,moderate,mild,null,0,weak,medium,118.47,0
4221980,676,11,morning,minor,mild,null,0,weak,light,90.68,1
4222612,1067,64,morning,minor,mild,null,1,weak,medium,207.6,1
4221938,1514,17,morning,minor,mild,null,1,weak,medium,328.47,1
4222673,1067,3,morning,minor,mild,null,1,weak,light,51.5,1
4225404,1067,13,afternoon,major,mild,null,0,weak,light,68.42,0
4223037,1067,252,afternoon,moderate,mild,null,0,weak,medium,200.64,0
4222549,676,5,afternoon,minor,mild,null,0,weak,light,52.8,1
4231169,676,59,afternoon,minor,mild,null,0,weak,medium,163.64,1
4222774,1067,12,morning,minor,mild,null,0,weak,medium,123.82,1
4221998,676,59,morning,moderate,mild,null,0,weak,medium,163.64,0
4222215,1514,71,morning,minor,mild,null,0,weak,medium,228.58,1
4221942,676,42,morning,minor,mild,null,0,weak,light,131.94,1
4222482,1067,27,morning,minor,mild,null,0,weak,medium,105.46,1
4222301,304,15,morning,minor,mild,null,0,weak,light,91.58,1
4222779,676,1,night,minor,mild,null,1,weak,light,2.0,1
4222008,676,59,night,minor,mild,null,0,weak,light,163.64,1
4222754,1514,101,night,moderate,mild,null,1,weak,medium,285.27,0
4221771,1514,159,night,minor,mild,null,1,weak,medium,279.13,1
4221777,676,42,night,minor,mild,null,1,weak,light,190.73,1
4222284,1514,33,night,minor,mild,null,1,weak,medium,326.3,1
4223014,1514,33,night,moderate,mild,null,1,weak,medium,326.3,0
4222193,1067,12,evening,minor,mild,null,0,weak,light,172.4,1
4223060,1067,27,afternoon,minor,mild,null,1,weak,medium,105.46,1
4222741,1067,6,night,moderate,mild,null,0,weak,light,127.5,0
4222390,1067,252,night,minor,mild,null,0,weak,light,200.64,1
4222329,1067,44,night,minor,mild,null,0,weak,light,118.47,1
4221828,676,86,night,minor,mild,null,0,weak,light,190.94,1
4222266,1514,181,evening,minor,mild,null,0,weak,medium,196.67,1
4222617,1067,16,evening,moderate,mild,null,0,weak,light,70.75,0
4222417,676,59,evening,minor,mild,null,0,weak,medium,163.64,1
4221868,1514,64,morning,moderate,mild,null,0,weak,medium,316.13,0
4222686,304,37,night,minor,mild,null,1,weak,light,100.03,1
4222564,1067,5,evening,minor,mild,null,0,weak,light,29.7,1
4223596,676,10,evening,minor,mild,null,0,weak,light,67.8,1
4223034,1067,8,evening,moderate,mild,null,0,weak,light,42.12,0
4223759,1067,1,evening,minor,mild,null,0,weak,light,76.33,1
4222591,1067,47,evening,minor,mild,null,0,weak,light,76.9,1
4223373,1514,33,evening,minor,mild,null,0,weak,medium,326.3,1
4223087,1514,8,evening,minor,mild,null,0,weak,medium,394.46,1
4222879,1514,53,evening,minor,mild,null,0,weak,medium,186.88,1
4222990,304,37,evening,moderate,mild,null,0,weak,medium,100.03,0
4222778,1067,44,evening,minor,mild,null,0,weak,medium,118.47,1
4222347,676,42,afternoon,moderate,mild,null,0,weak,medium,131.94,0
4223382,304,2,afternoon,moderate,mild,null,0,weak,medium,106.5,0
4224932,1067,9,afternoon,minor,mild,null,0,weak,medium,100.94,1
4222429,1514,61,afternoon,moderate,mild,null,0,weak,medium,170.81,0
4223847,1067,9,afternoon,minor,mild,null,0,weak,light,144.59,1
4222305,676,59,night,minor,mild,null,0,weak,light,163.64,1
4222135,676,18,night,moderate,mild,null,0,weak,light,191.66,0
4222249,676,5,afternoon,moderate,mild,null,0,weak,light,56.0,0
4222689,304,7,afternoon,moderate,mild,null,0,weak,medium,188.11,0
4223549,676,18,afternoon,minor,mild,null,0,weak,medium,191.66,1
4222436,1067,23,night,minor,mild,null,0,weak,light,98.33,1
4222060,676,2,night,minor,mild,null,0,weak,medium,147.75,1
4222335,1514,71,night,minor,mild,null,0,weak,medium,228.58,1
4224001,1514,51,night,minor,mild,null,0,weak,medium,203.42,1
4222314,1514,33,night,minor,mild,null,0,weak,medium,326.3,1
4222066,1067,13,night,moderate,mild,null,0,weak,light,68.42,0
4223583,304,14,night,minor,mild,null,0,weak,light,61.82,1
4225687,1514,18,afternoon,minor,mild,null,0,weak,light,131.28,1
4223402,676,12,afternoon,minor,mild,null,0,weak,medium,125.15,1
4222295,1514,84,afternoon,minor,mild,null,0,weak,medium,195.9,1
4223089,1514,8,evening,moderate,mild,null,0,weak,medium,216.75,0
4223117,1514,181,evening,moderate,mild,null,0,weak,medium,196.67,0
4223043,1067,252,evening,minor,mild,null,0,weak,medium,200.64,1
4223002,1514,80,evening,minor,mild,null,0,weak,medium,239.42,1
4226718,1067,8,morning,moderate,mild,null,0,weak,light,42.12,0
4222854,1514,33,morning,minor,mild,null,0,weak,medium,326.3,1
4222489,676,25,afternoon,minor,mild,null,0,weak,light,54.79,1
4223042,1067,252,afternoon,minor,mild,null,0,weak,medium,200.64,1
4222513,1514,178,night,minor,mild,null,0,weak,light,111.61,1
4223230,676,3,morning,moderate,mild,null,0,weak,light,1.83,0
4222815,676,42,evening,moderate,mild,null,0,weak,medium,190.73,0
4222749,676,18,evening,minor,mild,null,0,weak,medium,191.66,1
4224487,1067,64,evening,minor,mild,null,0,weak,medium,207.6,1
4222473,1067,11,evening,moderate,mild,null,0,weak,medium,106.09,0
4222747,1514,159,afternoon,minor,mild,null,0,weak,medium,279.13,1
4222427,1067,15,afternoon,minor,mild,null,0,weak,medium,94.7,1
4223028,1067,16,afternoon,minor,mild,null,0,weak,light,109.09,1
4236817,1514,53,night,minor,mild,null,0,weak,medium,186.88,1
4222484,676,42,morning,minor,mild,null,0,weak,medium,190.73,1
4223704,676,4,evening,minor,mild,null,0,weak,light,88.5,1
4222999,304,37,evening,minor,mild,null,0,weak,light,100.03,1
4222576,1514,53,evening,minor,mild,null,0,weak,medium,186.88,1
4223132,1514,6,evening,minor,mild,null,0,weak,medium,179.42,1
4223272,1514,61,evening,minor,mild,null,0,weak,light,170.81,1
4222835,1514,14,evening,minor,mild,null,0,weak,light,39.75,1
4222307,676,18,afternoon,minor,mild,null,0,weak,medium,191.66,1
4222515,1514,51,afternoon,minor,mild,null,0,weak,medium,203.42,1
4222431,1067,12,afternoon,minor,mild,null,0,weak,light,71.29,1
4222469,676,22,afternoon,minor,mild,null,0,weak,heavy,561.23,1
4223640,676,25,afternoon,minor,mild,null,0,weak,light,54.79,1
4222729,676,18,afternoon,moderate,mild,null,0,weak,medium,191.66,0
4222765,1067,23,morning,moderate,mild,null,0,weak,medium,98.33,0
4222343,1067,5,morning,moderate,mild,null,0,weak,light,66.6,0
4226644,1514,5,morning,minor,mild,null,0,weak,light,28.36,1
4224838,1067,3,morning,minor,mild,null,0,weak,light,45.83,1
4222613,676,18,night,minor,mild,null,0,weak,light,191.66,1
4222700,676,18,morning,minor,mild,null,0,weak,medium,191.66,1
4222619,1067,64,evening,minor,mild,null,0,weak,medium,207.6,1
4224644,1514,5,evening,minor,mild,null,0,weak,light,93.2,1
4222437,1067,8,night,minor,mild,null,0,weak,light,42.12,1
4223380,1067,44,morning,minor,mild,null,0,weak,medium,118.47,1
4223557,1067,252,afternoon,moderate,mild,null,1,weak,medium,200.64,0
4223859,1067,252,afternoon,moderate,mild,null,1,weak,medium,200.64,0
4223787,1067,47,afternoon,moderate,mild,null,1,weak,light,76.9,0
4223270,1067,44,evening,moderate,mild,null,0,weak,medium,118.47,0
4223211,676,42,evening,minor,mild,null,0,weak,medium,190.73,1
4223214,676,35,afternoon,minor,mild,null,0,weak,medium,217.67,1
4223265,1514,84,afternoon,minor,mild,null,0,weak,medium,195.9,1
4223683,60,8,evening,moderate,mild,null,0,weak,light,156.12,0
4223337,1067,252,evening,minor,mild,null,0,weak,light,200.64,1
4223292,676,35,evening,minor,mild,null,0,weak,medium,217.67,1
4223069,1514,178,morning,minor,mild,null,1,weak,medium,111.61,1
4223560,1514,79,afternoon,minor,mild,null,0,weak,medium,299.6,1
4223451,1514,79,afternoon,minor,mild,null,0,weak,medium,299.6,1
4223178,1514,181,afternoon,minor,mild,null,0,weak,medium,196.67,1
4223274,1067,13,afternoon,moderate,mild,null,0,weak,light,53.73,0
4223516,1514,14,morning,minor,mild,null,1,weak,light,39.75,1
4223067,1514,51,morning,minor,mild,null,1,weak,medium,203.42,1
4223297,676,59,morning,moderate,mild,null,1,weak,medium,163.64,0
4223149,676,59,morning,minor,mild,null,1,weak,medium,163.64,1
4223151,676,4,afternoon,minor,mild,null,0,weak,medium,119.38,1
4223154,676,4,afternoon,minor,mild,null,0,weak,medium,119.38,1
4227103,1067,31,afternoon,minor,mild,null,0,weak,light,70.43,1
4223267,1067,11,afternoon,minor,mild,null,1,weak,medium,135.03,1
4223360,1514,181,afternoon,minor,mild,null,1,weak,medium,196.67,1
4222963,676,35,morning,moderate,mild,null,1,weak,medium,217.67,0
4223294,676,59,night,minor,mild,null,1,weak,medium,163.64,1
4224836,1067,5,afternoon,minor,mild,null,0,weak,light,66.6,1
4226474,676,12,afternoon,minor,mild,null,0,weak,light,71.08,1
4224162,1067,79,afternoon,moderate,mild,null,0,weak,heavy,793.08,0
4225014,1067,79,afternoon,moderate,mild,null,0,weak,heavy,793.08,0
4223587,304,14,morning,minor,mild,null,0,weak,light,61.82,1
4223500,1067,7,morning,minor,mild,null,0,weak,medium,366.43,1
4223502,1067,7,night,minor,mild,null,0,weak,medium,366.43,1
4223879,1067,252,afternoon,minor,mild,null,0,weak,medium,200.64,1
4223702,1067,27,afternoon,minor,mild,null,0,weak,medium,105.46,1
4223815,1514,181,afternoon,minor,mild,null,0,weak,medium,196.67,1
4224396,1067,25,afternoon,minor,mild,null,0,weak,medium,121.93,1
4227076,1067,31,afternoon,minor,mild,null,0,weak,light,70.43,1
4223905,1514,64,afternoon,minor,mild,null,0,weak,medium,316.13,1
4223806,1067,1,afternoon,minor,cold,null,0,weak,light,98.5,1
4223445,1514,84,morning,minor,mild,null,0,weak,medium,195.9,1
4223742,1514,71,morning,minor,mild,null,0,weak,medium,228.58,1
4223798,1067,12,morning,minor,mild,null,0,weak,medium,123.82,1
4223486,676,35,morning,minor,mild,null,0,weak,medium,217.67,1
4224561,1514,178,morning,minor,mild,null,0,weak,medium,111.61,1
4224113,1514,80,morning,moderate,mild,null,0,weak,medium,239.42,0
4227020,1067,9,morning,minor,mild,null,0,weak,medium,144.59,1
4224917,1067,11,afternoon,minor,mild,null,0,weak,medium,106.09,1
4223846,1067,7,afternoon,minor,mild,null,0,weak,medium,366.43,1
4226957,676,11,afternoon,moderate,mild,null,0,weak,light,90.68,0
4224014,676,59,evening,minor,mild,null,0,weak,light,163.64,1
4225538,1514,64,evening,moderate,mild,null,0,weak,medium,316.13,0
4224500,1514,51,afternoon,minor,mild,null,0,weak,medium,203.42,1
4223865,1067,252,afternoon,moderate,mild,null,0,weak,medium,200.64,0
4223607,304,14,afternoon,minor,mild,null,0,weak,light,61.82,1
4224006,1514,178,afternoon,minor,mild,null,0,weak,medium,111.61,1
4224853,1067,25,afternoon,minor,mild,null,0,weak,medium,121.93,1
4223880,1067,252,afternoon,minor,mild,null,0,weak,medium,200.64,1
4223752,304,14,afternoon,moderate,mild,null,0,weak,light,61.82,0
4224011,1514,12,afternoon,minor,mild,null,0,weak,medium,123.33,1
4226803,1514,27,morning,minor,mild,null,0,weak,medium,150.27,1
4223554,1067,2,morning,moderate,mild,null,0,weak,light,60.5,0
4223450,1514,64,morning,minor,mild,null,0,weak,heavy,316.13,1
4224704,1067,23,evening,minor,mild,null,0,weak,light,98.33,1
4223772,1514,178,evening,moderate,mild,null,0,weak,medium,111.61,0
4223653,676,42,evening,moderate,mild,null,0,weak,medium,190.73,0
4224098,676,42,evening,minor,mild,null,0,weak,medium,190.73,1
4223341,1067,79,morning,minor,mild,null,0,weak,heavy,793.08,1
4226545,1067,44,morning,minor,mild,null,0,weak,medium,118.47,1
4223458,676,3,morning,minor,mild,null,0,weak,medium,144.0,1
4223779,1067,9,evening,moderate,mild,null,0,weak,light,144.59,0
4223783,1067,252,evening,minor,mild,null,0,weak,medium,200.64,1
4223697,1067,27,evening,moderate,mild,null,0,weak,light,105.46,0
4223797,1514,64,evening,moderate,mild,null,0,weak,medium,316.13,0
4223306,1067,252,night,minor,mild,null,0,weak,light,200.64,1
4224076,1067,252,night,moderate,mild,null,0,weak,light,200.64,0
4224053,676,59,afternoon,minor,mild,null,0,weak,medium,163.64,1
4224154,1514,84,afternoon,moderate,mild,null,0,weak,medium,195.9,0
4225221,1514,84,afternoon,moderate,mild,null,0,weak,medium,195.9,0
4225787,1067,252,afternoon,minor,mild,null,0,weak,medium,200.64,1
4224039,1514,159,morning,minor,mild,null,0,weak,medium,279.13,1
4224123,1514,159,morning,minor,mild,null,0,weak,medium,279.13,1
4246498,1067,79,afternoon,moderate,mild,null,0,moderate,heavy,793.08,0
4224179,1067,4,afternoon,minor,mild,null,0,moderate,medium,117.75,1
4225405,1067,11,afternoon,major,mild,null,0,moderate,medium,135.03,0
4225215,1514,84,afternoon,minor,mild,weak,0,weak,medium,195.9,1
4224176,1067,5,afternoon,minor,mild,weak,0,weak,light,57.8,1
4224121,1514,159,morning,minor,mild,null,0,weak,medium,279.13,1
4224431,1514,1,morning,moderate,mild,null,0,weak,medium,113.0,0
4224820,676,42,morning,minor,mild,null,0,weak,medium,190.73,1
4223794,1514,1,night,minor,mild,null,0,weak,medium,107.0,1
4225222,1514,84,night,minor,mild,null,0,weak,medium,195.9,1
4224390,1067,2,night,moderate,mild,null,0,weak,medium,173.5,0
4224814,1067,9,afternoon,minor,mild,null,0,weak,medium,144.59,1
4224712,1067,252,afternoon,minor,mild,null,0,weak,medium,200.64,1
4228219,1067,252,afternoon,minor,mild,null,0,weak,medium,200.64,1
4224410,1514,101,afternoon,minor,mild,null,0,weak,medium,285.27,1
4224436,1514,80,afternoon,minor,mild,null,0,weak,medium,239.42,1
4224417,1067,12,afternoon,minor,mild,null,0,weak,medium,277.33,1
4224387,1067,12,afternoon,minor,mild,null,0,weak,medium,277.33,1
4223920,676,35,morning,moderate,mild,null,0,weak,medium,217.67,0
4224066,1514,181,morning,minor,mild,null,0,weak,light,196.67,1
4224424,1514,79,morning,minor,mild,null,0,weak,medium,299.6,1
4227038,1067,9,evening,moderate,mild,weak,0,moderate,medium,144.59,0
4224399,1067,79,evening,minor,mild,weak,0,moderate,heavy,793.08,1
4224207,1514,84,evening,minor,mild,weak,0,moderate,medium,195.9,1
4227452,676,12,evening,moderate,mild,weak,0,moderate,medium,125.15,0
4225747,1067,15,evening,minor,mild,heavy,1,moderate,light,94.7,1
4225697,676,12,evening,moderate,mild,moderate,0,weak,light,71.08,0
4224846,1067,23,evening,minor,mild,moderate,0,weak,light,98.33,1
4224261,1514,101,evening,minor,mild,moderate,0,weak,medium,285.27,1
4226605,1067,47,evening,minor,mild,weak,0,weak,light,76.9,1
4226534,1067,44,evening,moderate,mild,weak,0,weak,medium,118.47,0
4225347,1067,19,evening,moderate,mild,weak,0,weak,light,87.33,0
4224319,1067,79,evening,minor,mild,weak,0,weak,heavy,793.08,1
4224265,1514,80,evening,minor,mild,weak,0,weak,medium,239.42,1
4224975,1514,80,evening,minor,mild,weak,0,weak,medium,239.42,1
4224259,1514,159,evening,moderate,mild,weak,0,weak,medium,279.13,0
4224397,1067,79,evening,minor,mild,weak,0,weak,heavy,793.08,1
4224257,1067,25,evening,minor,mild,weak,0,weak,medium,121.93,1
4224225,676,42,evening,minor,mild,weak,0,weak,medium,190.73,1
4230620,1067,3,evening,minor,mild,weak,0,weak,light,51.83,1
4227073,1067,27,evening,moderate,mild,weak,0,moderate,light,105.46,0
4224079,1067,47,night,moderate,mild,null,0,weak,light,76.9,0
4224194,1514,80,afternoon,minor,mild,weak,0,moderate,medium,239.42,1
4224461,1067,11,afternoon,minor,mild,weak,0,moderate,medium,135.03,1
4226205,1514,79,afternoon,minor,mild,weak,0,moderate,medium,299.6,1
4224418,1514,79,afternoon,minor,mild,weak,0,moderate,medium,299.6,1
4224264,1514,159,afternoon,minor,mild,weak,0,moderate,medium,279.13,1
4224267,1067,19,afternoon,minor,mild,weak,0,moderate,medium,87.33,1
4224829,1067,19,afternoon,minor,mild,weak,0,moderate,medium,87.33,1
4224391,1514,13,afternoon,minor,mild,weak,0,moderate,light,97.96,1
4235232,1067,27,morning,moderate,mild,null,0,weak,medium,105.46,0
4225135,1514,14,morning,minor,mild,null,0,moderate,medium,39.75,1
4224551,1514,51,morning,minor,mild,null,0,moderate,medium,203.42,1
4224373,1067,79,night,minor,mild,weak,0,moderate,heavy,793.08,1
4224312,676,59,night,minor,mild,shower activity,1,moderate,light,163.64,1
4225188,1067,252,night,minor,mild,shower activity,1,moderate,light,200.64,1
4224992,1514,71,afternoon,minor,mild,null,1,moderate,medium,228.58,1
4224783,676,2,afternoon,minor,mild,null,1,moderate,medium,57.5,1
4225706,1067,47,afternoon,minor,mild,null,1,moderate,medium,76.9,1
4225145,1067,7,afternoon,minor,mild,null,0,moderate,medium,366.43,1
4225442,1514,51,afternoon,minor,mild,null,0,moderate,medium,203.42,1
4225790,1514,64,evening,minor,mild,null,0,moderate,medium,316.13,1
4226497,1514,51,evening,minor,mild,null,0,moderate,medium,203.42,1
4226174,1067,2,evening,minor,mild,null,0,moderate,light,60.5,1
4230567,1514,71,evening,moderate,mild,null,0,moderate,medium,228.58,0
4224883,1067,252,evening,minor,mild,null,0,moderate,medium,200.64,1
4226522,1067,44,morning,minor,mild,null,0,moderate,medium,118.47,1
4225416,1514,79,morning,minor,mild,null,0,moderate,medium,299.6,1
4224556,1514,79,morning,moderate,mild,null,0,moderate,medium,299.6,0
4224730,1067,252,morning,moderate,mild,null,0,moderate,medium,200.64,0
4224519,1514,178,morning,minor,mild,null,0,moderate,medium,111.61,1
4224995,1067,47,morning,moderate,mild,null,0,moderate,medium,76.9,0
4225112,1067,64,morning,minor,mild,null,0,moderate,medium,207.6,1
4227108,1067,27,morning,minor,mild,null,0,moderate,medium,105.46,1
4226279,1514,64,afternoon,moderate,mild,null,1,moderate,medium,316.13,0
4224780,1067,5,afternoon,minor,mild,null,1,moderate,light,29.7,1
4226132,1067,64,afternoon,moderate,mild,null,1,moderate,medium,207.6,0
4226722,1067,3,evening,minor,mild,null,0,moderate,light,51.83,1
4233337,1067,44,evening,moderate,mild,null,0,moderate,medium,118.47,0
4224713,1067,12,morning,minor,mild,null,0,moderate,medium,123.82,1
4224980,1067,13,morning,minor,mild,null,0,moderate,light,53.73,1
4224852,1067,11,evening,moderate,mild,null,1,moderate,medium,106.09,0
4226646,1514,101,evening,moderate,mild,null,1,moderate,medium,285.27,0
4225006,1514,71,evening,minor,mild,null,1,moderate,medium,228.58,1
4225694,1514,51,morning,minor,mild,null,0,moderate,medium,203.42,1
4224732,1067,252,morning,minor,mild,null,0,moderate,medium,200.64,1
4225025,1514,64,afternoon,minor,mild,null,1,moderate,medium,316.13,1
4225031,1067,2,afternoon,minor,mild,null,1,moderate,light,53.0,1
4227687,1067,19,afternoon,minor,mild,null,1,moderate,medium,87.33,1
4226613,304,14,afternoon,minor,mild,null,1,moderate,light,61.82,1
4224987,1067,44,afternoon,minor,mild,null,1,moderate,medium,118.47,1
4224875,1067,12,evening,minor,mild,null,1,moderate,medium,226.58,1
4225144,1067,79,afternoon,moderate,mild,null,1,moderate,heavy,793.08,0
4225233,1514,80,afternoon,minor,mild,null,1,moderate,medium,239.42,1
4225379,676,10,afternoon,minor,mild,null,1,moderate,light,67.8,1
4227987,1067,12,evening,moderate,mild,null,1,strong,medium,123.82,0
4228089,1514,80,evening,minor,mild,null,1,strong,medium,239.42,1
4225450,1067,44,evening,minor,mild,null,1,strong,medium,118.47,1
4226037,1514,79,evening,minor,mild,null,1,strong,medium,299.6,1
4224777,676,59,morning,minor,mild,null,0,moderate,medium,163.64,1
4224775,676,59,morning,minor,mild,null,0,moderate,medium,163.64,1
4224824,676,42,morning,minor,mild,null,0,moderate,medium,190.73,1
4224897,1067,64,morning,minor,mild,null,0,moderate,medium,207.6,1
4227433,1067,64,morning,moderate,mild,null,0,moderate,medium,207.6,0
4224990,1514,27,morning,minor,mild,null,0,moderate,medium,150.27,1
4227049,1067,9,afternoon,minor,mild,null,0,moderate,medium,144.59,1
4225020,1067,79,afternoon,minor,mild,null,0,moderate,heavy,793.08,1
4225403,1514,159,afternoon,moderate,mild,null,0,moderate,medium,279.13,0
4225007,1514,79,afternoon,minor,mild,null,0,moderate,medium,299.6,1
4224731,1067,31,morning,minor,mild,weak,0,moderate,light,70.43,1
4229110,1067,15,morning,minor,mild,weak,0,moderate,light,94.7,1
4227409,676,59,evening,moderate,mild,null,1,moderate,light,163.64,0
4225002,1067,252,evening,moderate,mild,null,1,moderate,medium,200.64,0
4225045,1514,178,evening,moderate,mild,null,1,moderate,medium,111.61,0
4229000,1067,44,evening,minor,mild,null,1,moderate,medium,118.47,1
4225179,1067,252,night,minor,mild,heavy,1,weak,light,200.64,1
4227360,1514,4,evening,minor,mild,null,0,weak,medium,114.75,1
4226129,1067,23,evening,moderate,mild,null,0,weak,light,98.33,0
4225479,1067,19,evening,moderate,mild,null,0,moderate,medium,87.33,0
4226575,1514,181,evening,minor,mild,null,0,moderate,medium,196.67,1
4226573,1067,13,evening,minor,mild,null,0,moderate,light,53.73,1
