Y,M,D,HH,MM,BOROUGH_x,LATITUDE,LONGITUDE,STREET NAME,CROSS STREET NAME,OFF STREET NAME,NUMBER OF PERSONS INJURED,NUMBER OF PERSONS KILLED,temperature_2m (°C),precipitation (mm),rain (mm),cloudcover_low (%),windspeed_10m (km/h),winddirection_10m (°),BOROUGH_y,VOL
2019,10,10,8,30,BROOKLYN,40.673573,-73.902084,SNEDIKER AVENUE,LIBERTY AVENUE,,1,0,11.8,0.0,0.0,1.0,17.5,9.0,BROOKLYN,70.75
2019,10,10,8,15,,40.72225,-74.00592,CANAL STREET,AVENUE OF THE AMERICAS,,1,0,11.8,0.0,0.0,1.0,17.5,9.0,MANHATTAN,308.0
2019,10,10,17,15,QUEENS,40.718277,-73.86358,66 AVENUE,WOODHAVEN BOULEVARD,,0,0,19.3,0.0,0.0,0.0,21.4,13.0,QUEENS,242.33333333333331
2019,10,10,17,45,MANHATTAN,40.804832,-73.96623,WEST 111 STREET,BROADWAY,,0,0,19.3,0.0,0.0,0.0,21.4,13.0,MANHATTAN,171.2941176470588
2019,10,10,17,45,QUEENS,40.753326,-73.8718,35 AVENUE,JUNCTION BOULEVARD,,1,0,19.3,0.0,0.0,0.0,21.4,13.0,QUEENS,61.0
2019,10,10,17,45,BROOKLYN,40.642796,-73.97945,MC DONALD AVENUE,CHURCH AVENUE,,1,0,19.3,0.0,0.0,0.0,21.4,13.0,BROOKLYN,72.0
2019,10,10,17,30,BROOKLYN,40.60834,-73.92483,KIMBALL STREET,AVENUE U,,0,0,19.3,0.0,0.0,0.0,21.4,13.0,BROOKLYN,78.0
2019,10,10,17,45,QUEENS,40.75425,-73.827835,MAIN STREET,FRANKLIN AVENUE,,0,0,19.3,0.0,0.0,0.0,21.4,13.0,BROOKLYN,112.5
2019,10,10,10,30,BROOKLYN,40.629505,-73.94416,AVENUE I,FLATBUSH AVENUE,,0,0,12.7,0.0,0.0,0.0,15.5,360.0,BROOKLYN,161.75
2019,10,10,10,0,,40.704033,-73.81711,VANWYCK EXPRESSWAY,HILLSIDE AVENUE,,0,0,12.7,0.0,0.0,0.0,15.5,360.0,QUEENS,214.0
2019,10,10,12,0,MANHATTAN,40.780693,-73.9466,EAST 92 STREET,1 AVENUE,,0,0,13.2,0.0,0.0,6.0,19.1,2.0,MANHATTAN,264.6666666666667
2019,10,10,12,45,,40.716194,-73.996086,BOWERY,CANAL STREET,,0,0,13.2,0.0,0.0,6.0,19.1,2.0,MANHATTAN,226.0
2019,10,10,21,45,MANHATTAN,40.762486,-73.96298,EAST 62 STREET,2 AVENUE,,0,0,20.0,0.0,0.0,0.0,17.1,15.0,MANHATTAN,217.33333333333331
2019,10,10,21,30,MANHATTAN,40.732346,-73.98495,EAST 14 STREET,2 AVENUE,,0,0,20.0,0.0,0.0,0.0,17.1,15.0,MANHATTAN,212.83333333333331
2019,10,10,18,30,QUEENS,40.744473,-73.7168,254 STREET,UNION TURNPIKE,,0,0,19.9,0.0,0.0,0.0,21.3,11.0,QUEENS,158.5
2019,10,10,18,15,MANHATTAN,40.76432,-73.9772,WEST 57 STREET,AVENUE OF THE AMERICAS,,0,0,19.9,0.0,0.0,0.0,21.3,11.0,MANHATTAN,281.0
2019,10,10,20,15,BROOKLYN,40.59938,-73.95141,AVENUE U,OCEAN AVENUE,,0,0,20.3,0.0,0.0,0.0,19.2,8.0,BROOKLYN,108.5
2019,10,10,20,30,QUEENS,40.68574,-73.82774,115 STREET,LIBERTY AVENUE,,0,0,20.3,0.0,0.0,0.0,19.2,8.0,BROOKLYN,39.5
2019,10,10,20,45,QUEENS,40.672382,-73.78574,BAISLEY BOULEVARD,ROCKAWAY BOULEVARD,,1,0,20.3,0.0,0.0,0.0,19.2,8.0,QUEENS,106.5
2019,10,10,20,45,MANHATTAN,40.763588,-73.97142,EAST 59 STREET,MADISON AVENUE,,0,0,20.3,0.0,0.0,0.0,19.2,8.0,MANHATTAN,204.5
2019,10,10,20,30,QUEENS,40.739067,-73.89588,47 AVENUE,69 STREET,,0,0,20.3,0.0,0.0,0.0,19.2,8.0,QUEENS,72.5
2019,10,10,20,15,,40.688652,-73.84709,96 STREET,ATLANTIC AVENUE,,0,0,20.3,0.0,0.0,0.0,19.2,8.0,BROOKLYN,183.16666666666663
2019,10,10,20,30,QUEENS,40.74496,-73.935425,THOMSON AVENUE,31 STREET,,0,0,20.3,0.0,0.0,0.0,19.2,8.0,QUEENS,51.0
2019,10,10,6,30,MANHATTAN,40.718143,-73.993835,GRAND STREET,CHRYSTIE STREET,,0,0,11.6,0.4,0.4,0.0,17.3,12.0,MANHATTAN,112.5
2019,10,10,6,0,BROOKLYN,40.67608,-73.906136,SACKMAN STREET,ATLANTIC AVENUE,,0,0,11.6,0.4,0.4,0.0,17.3,12.0,BROOKLYN,150.66666666666666
2019,10,10,6,30,QUEENS,40.746033,-73.93441,SKILLMAN AVENUE,QUEENS BOULEVARD,,0,0,11.6,0.4,0.4,0.0,17.3,12.0,QUEENS,58.0
2019,10,10,6,15,QUEENS,40.68816,-73.848854,ATLANTIC AVENUE,WOODHAVEN BOULEVARD,,0,0,11.6,0.4,0.4,0.0,17.3,12.0,QUEENS,211.0
2019,10,10,16,15,BRONX,40.84881,-73.89889,EAST 178 STREET,PARK AVENUE,,0,0,18.0,0.0,0.0,0.0,21.3,12.0,BROOKLYN,90.66666666666669
2019,10,10,16,15,BRONX,40.84881,-73.89889,EAST 178 STREET,PARK AVENUE,,0,0,18.0,0.0,0.0,0.0,21.3,12.0,MANHATTAN,193.0
2019,10,10,16,15,BROOKLYN,40.633083,-74.00558,FORT HAMILTON PARKWAY,60 STREET,,1,0,18.0,0.0,0.0,0.0,21.3,12.0,BROOKLYN,141.0
2019,10,10,16,30,BROOKLYN,40.64033,-73.978935,MC DONALD AVENUE,AVENUE C,,1,0,18.0,0.0,0.0,0.0,21.3,12.0,MANHATTAN,57.5
2019,10,10,16,45,QUEENS,40.753536,-73.8869,80 STREET,34 AVENUE,,1,0,18.0,0.0,0.0,0.0,21.3,12.0,QUEENS,78.0
2019,10,10,16,15,BROOKLYN,40.654434,-73.92139,REMSEN AVENUE,LINDEN BOULEVARD,,3,0,18.0,0.0,0.0,0.0,21.3,12.0,QUEENS,144.5
2019,10,10,15,45,QUEENS,40.665634,-73.758156,SOUTH CONDUIT AVENUE,SPRINGFIELD BOULEVARD,,0,0,16.7,0.0,0.0,2.0,21.9,9.0,QUEENS,107.5
2019,10,10,15,45,QUEENS,40.742912,-73.916504,GREENPOINT AVENUE,QUEENS BOULEVARD,,1,0,16.7,0.0,0.0,2.0,21.9,9.0,QUEENS,355.0
2019,10,10,15,15,,40.679276,-73.92906,REID AVENUE,FULTON STREET,,0,0,16.7,0.0,0.0,2.0,21.9,9.0,MANHATTAN,52.0
2019,10,10,15,30,MANHATTAN,40.772964,-73.95827,EAST 77 STREET,3 AVENUE,,0,0,16.7,0.0,0.0,2.0,21.9,9.0,BRONX,140.0
2019,10,10,15,30,MANHATTAN,40.772964,-73.95827,EAST 77 STREET,3 AVENUE,,0,0,16.7,0.0,0.0,2.0,21.9,9.0,BROOKLYN,80.0
2019,10,10,15,30,MANHATTAN,40.772964,-73.95827,EAST 77 STREET,3 AVENUE,,0,0,16.7,0.0,0.0,2.0,21.9,9.0,MANHATTAN,265.1428571428572
2019,10,10,22,45,QUEENS,40.731777,-73.77011,FRANCIS LEWIS BOULEVARD,UNION TURNPIKE,,0,0,19.1,0.0,0.0,0.0,16.1,27.0,QUEENS,69.5
2019,10,10,22,30,MANHATTAN,40.805637,-73.9344,EAST 128 STREET,3 AVENUE,,0,0,19.1,0.0,0.0,0.0,16.1,27.0,BRONX,68.25
2019,10,10,22,30,MANHATTAN,40.805637,-73.9344,EAST 128 STREET,3 AVENUE,,0,0,19.1,0.0,0.0,0.0,16.1,27.0,BROOKLYN,68.0
2019,10,10,22,30,MANHATTAN,40.805637,-73.9344,EAST 128 STREET,3 AVENUE,,0,0,19.1,0.0,0.0,0.0,16.1,27.0,MANHATTAN,272.85714285714283
2019,10,10,22,15,MANHATTAN,40.758633,-73.96579,EAST 56 STREET,2 AVENUE,,0,0,19.1,0.0,0.0,0.0,16.1,27.0,MANHATTAN,239.66666666666663
2019,10,10,4,15,MANHATTAN,40.726524,-73.99585,BLEECKER STREET,BROADWAY,,1,0,11.6,0.4,0.4,17.0,16.6,13.0,MANHATTAN,32.05882352941177
2019,10,10,4,15,BROOKLYN,40.669456,-73.86284,ELDERTS LANE,LINDEN BOULEVARD,,0,0,11.6,0.4,0.4,17.0,16.6,13.0,QUEENS,18.0
2019,10,10,19,30,QUEENS,40.694107,-73.89737,COOPER AVENUE,CYPRESS AVENUE,,0,0,19.9,0.0,0.0,0.0,20.4,8.0,QUEENS,63.5
2019,10,10,19,0,MANHATTAN,40.804066,-73.93267,EAST 127 STREET,2 AVENUE,,0,0,19.9,0.0,0.0,0.0,20.4,8.0,MANHATTAN,232.33333333333331
2019,10,10,19,45,MANHATTAN,40.799564,-73.93591,EAST 120 STREET,2 AVENUE,,0,0,19.9,0.0,0.0,0.0,20.4,8.0,MANHATTAN,250.66666666666663
2019,10,10,19,15,BROOKLYN,40.651264,-74.003914,39 STREET,5 AVENUE,,0,0,19.9,0.0,0.0,0.0,20.4,8.0,BROOKLYN,63.333333333333336
2019,10,10,19,15,BROOKLYN,40.651264,-74.003914,39 STREET,5 AVENUE,,0,0,19.9,0.0,0.0,0.0,20.4,8.0,MANHATTAN,390.0
2019,10,10,1,30,BROOKLYN,40.629974,-74.00813,65 STREET,10 AVENUE,,0,0,11.9,0.1,0.1,9.0,16.1,10.0,MANHATTAN,117.5
2019,10,10,1,15,MANHATTAN,40.7923,-73.95046,EAST 104 STREET,MADISON AVENUE,,0,0,11.9,0.1,0.1,9.0,16.1,10.0,MANHATTAN,58.0
2019,10,10,2,30,BROOKLYN,40.68405,-73.97746,FLATBUSH AVENUE,ATLANTIC AVENUE,,0,0,11.9,0.5,0.5,10.0,16.1,16.0,BROOKLYN,21.0
2019,10,11,20,15,QUEENS,40.686234,-73.82418,LEFFERTS BOULEVARD,LIBERTY AVENUE,,0,0,17.2,0.0,0.0,100.0,19.8,27.0,BROOKLYN,51.25
2019,10,11,20,15,MANHATTAN,40.803425,-73.93309,EAST 126 STREET,2 AVENUE,,0,0,17.2,0.0,0.0,100.0,19.8,27.0,MANHATTAN,258.8333333333333
2019,10,11,20,45,BRONX,40.86634,-73.90059,WEST 192 STREET,GRAND AVENUE,,0,0,17.2,0.0,0.0,100.0,19.8,27.0,QUEENS,59.0
2019,10,11,20,45,BROOKLYN,40.6687,-73.9965,HAMILTON AVENUE,2 AVENUE,,1,0,17.2,0.0,0.0,100.0,19.8,27.0,MANHATTAN,247.33333333333331
2019,10,11,8,0,BROOKLYN,40.674397,-73.896515,PENNSYLVANIA AVENUE,LIBERTY AVENUE,,0,0,13.8,0.0,0.0,0.0,20.7,17.0,BROOKLYN,71.5
2019,10,11,8,0,,40.70089,-73.94221,GRAHAM AVENUE,BROADWAY,,0,0,13.8,0.0,0.0,0.0,20.7,17.0,MANHATTAN,179.64705882352942
2019,10,11,8,30,BROOKLYN,40.649982,-73.91183,EAST 94 STREET,DITMAS AVENUE,,0,0,13.8,0.0,0.0,0.0,20.7,17.0,BROOKLYN,91.5
2019,10,11,14,45,MANHATTAN,40.76155,-73.96659,EAST 59 STREET,3 AVENUE,,0,0,14.5,0.0,0.0,71.0,22.9,13.0,BRONX,127.5
2019,10,11,14,45,MANHATTAN,40.76155,-73.96659,EAST 59 STREET,3 AVENUE,,0,0,14.5,0.0,0.0,71.0,22.9,13.0,BROOKLYN,79.5
2019,10,11,14,45,MANHATTAN,40.76155,-73.96659,EAST 59 STREET,3 AVENUE,,0,0,14.5,0.0,0.0,71.0,22.9,13.0,MANHATTAN,310.2857142857143
2019,10,11,14,30,MANHATTAN,40.739864,-73.989586,EAST 21 STREET,BROADWAY,,2,0,14.5,0.0,0.0,71.0,22.9,13.0,MANHATTAN,159.58823529411765
2019,10,11,14,0,QUEENS,40.740784,-73.89893,BROOKLYN QUEENS EXPRESSWAY,QUEENS BOULEVARD,,0,0,14.5,0.0,0.0,71.0,22.9,13.0,QUEENS,238.0
2019,10,11,14,30,BRONX,40.839268,-73.903824,CLAREMONT PARKWAY,PARK AVENUE,,0,0,14.5,0.0,0.0,71.0,22.9,13.0,BROOKLYN,75.66666666666667
2019,10,11,14,30,BRONX,40.839268,-73.903824,CLAREMONT PARKWAY,PARK AVENUE,,0,0,14.5,0.0,0.0,71.0,22.9,13.0,MANHATTAN,146.5
2019,10,11,14,45,,40.691208,-73.813545,133 STREET,LIBERTY AVENUE,,1,0,14.5,0.0,0.0,71.0,22.9,13.0,BROOKLYN,70.0
2019,10,11,14,15,BROOKLYN,40.68532,-73.98071,ATLANTIC AVENUE,3 AVENUE,,1,0,14.5,0.0,0.0,71.0,22.9,13.0,BRONX,114.25
2019,10,11,14,15,BROOKLYN,40.68532,-73.98071,ATLANTIC AVENUE,3 AVENUE,,1,0,14.5,0.0,0.0,71.0,22.9,13.0,BROOKLYN,80.5
2019,10,11,14,15,BROOKLYN,40.68532,-73.98071,ATLANTIC AVENUE,3 AVENUE,,1,0,14.5,0.0,0.0,71.0,22.9,13.0,MANHATTAN,302.42857142857144
2019,10,11,14,30,BROOKLYN,40.636074,-74.00896,59 STREET,8 AVENUE,,0,0,14.5,0.0,0.0,71.0,22.9,13.0,MANHATTAN,226.5
2019,10,11,14,45,QUEENS,40.713062,-73.90891,ANDREWS AVENUE,METROPOLITAN AVENUE,,0,0,14.5,0.0,0.0,71.0,22.9,13.0,BROOKLYN,128.0
2019,10,11,14,45,QUEENS,40.713062,-73.90891,ANDREWS AVENUE,METROPOLITAN AVENUE,,0,0,14.5,0.0,0.0,71.0,22.9,13.0,QUEENS,163.5
2019,10,11,18,0,,40.695858,-73.82006,129 STREET,ATLANTIC AVENUE,,0,0,16.9,0.0,0.0,100.0,20.9,24.0,BROOKLYN,216.16666666666663
2019,10,11,18,30,QUEENS,40.71071,-73.793045,169 STREET,HILLSIDE AVENUE,,0,0,16.9,0.0,0.0,100.0,20.9,24.0,QUEENS,171.0
2019,10,11,0,0,MANHATTAN,40.754154,-73.9804,EAST 43 STREET,5 AVENUE,,1,0,17.0,0.0,0.0,0.0,17.4,27.0,BROOKLYN,34.666666666666664
2019,10,11,0,0,MANHATTAN,40.754154,-73.9804,EAST 43 STREET,5 AVENUE,,1,0,17.0,0.0,0.0,0.0,17.4,27.0,MANHATTAN,308.3333333333333
2019,10,11,0,0,,40.69354,-73.7749,175 PLACE,MURDOCK AVENUE,,1,0,17.0,0.0,0.0,0.0,17.4,27.0,QUEENS,33.5
2019,10,11,10,0,MANHATTAN,40.766617,-73.98667,WEST 55 STREET,9 AVENUE,,1,0,12.6,0.0,0.0,1.0,18.1,13.0,MANHATTAN,327.0
2019,10,11,10,0,BROOKLYN,40.620125,-74.01479,80 STREET,11 AVENUE,,1,0,12.6,0.0,0.0,1.0,18.1,13.0,MANHATTAN,331.5
2019,10,11,10,30,QUEENS,40.765705,-73.741264,245 STREET,NORTHERN BOULEVARD,,1,0,12.6,0.0,0.0,1.0,18.1,13.0,QUEENS,192.25
2019,10,11,10,15,MANHATTAN,40.802753,-73.93358,EAST 125 STREET,2 AVENUE,,0,0,12.6,0.0,0.0,1.0,18.1,13.0,MANHATTAN,238.5
2019,10,11,10,15,MANHATTAN,40.7963,-73.93829,EAST 115 STREET,2 AVENUE,,0,0,12.6,0.0,0.0,1.0,18.1,13.0,MANHATTAN,238.5
2019,10,11,10,45,MANHATTAN,40.758976,-73.99394,DYER AVENUE,WEST 42 STREET,,0,0,12.6,0.0,0.0,1.0,18.1,13.0,MANHATTAN,131.0
2019,10,11,11,45,QUEENS,40.71946,-73.89117,ELIOT AVENUE,69 STREET,,1,0,12.5,0.0,0.0,9.0,18.6,10.0,QUEENS,73.5
2019,10,11,11,30,BRONX,40.816555,-73.91677,WESTCHESTER AVENUE,3 AVENUE,,1,0,12.5,0.0,0.0,9.0,18.6,10.0,BRONX,103.75
2019,10,11,11,30,BRONX,40.816555,-73.91677,WESTCHESTER AVENUE,3 AVENUE,,1,0,12.5,0.0,0.0,9.0,18.6,10.0,BROOKLYN,77.0
2019,10,11,11,30,BRONX,40.816555,-73.91677,WESTCHESTER AVENUE,3 AVENUE,,1,0,12.5,0.0,0.0,9.0,18.6,10.0,MANHATTAN,266.2857142857143
2019,10,11,11,15,QUEENS,40.761204,-73.84053,WILLETS POINT BOULEVARD,34 AVENUE,,0,0,12.5,0.0,0.0,9.0,18.6,10.0,QUEENS,74.0
2019,10,11,11,30,MANHATTAN,40.760773,-73.984474,WEST 49 STREET,BROADWAY,,0,0,12.5,0.0,0.0,9.0,18.6,10.0,MANHATTAN,146.7058823529412
2019,10,11,6,30,QUEENS,40.66684,-73.78941,150 STREET,NORTH CONDUIT AVENUE,,1,0,14.5,0.0,0.0,0.0,21.1,23.0,BROOKLYN,599.0
2019,10,11,6,45,MANHATTAN,40.76781,-73.96202,EAST 69 STREET,3 AVENUE,,0,0,14.5,0.0,0.0,0.0,21.1,23.0,BRONX,123.5
2019,10,11,6,45,MANHATTAN,40.76781,-73.96202,EAST 69 STREET,3 AVENUE,,0,0,14.5,0.0,0.0,0.0,21.1,23.0,BROOKLYN,67.0
2019,10,11,6,45,MANHATTAN,40.76781,-73.96202,EAST 69 STREET,3 AVENUE,,0,0,14.5,0.0,0.0,0.0,21.1,23.0,MANHATTAN,281.0
2019,10,11,6,30,QUEENS,40.674923,-73.73694,233 STREET,MERRICK BOULEVARD,,1,0,14.5,0.0,0.0,0.0,21.1,23.0,QUEENS,171.5
2019,10,11,13,45,BROOKLYN,40.637436,-74.02193,66 STREET,4 AVENUE,,0,0,13.4,0.0,0.0,25.0,20.0,7.0,BROOKLYN,192.25
2019,10,11,13,0,BRONX,40.81488,-73.92886,EAST 140 STREET,GRAND CONCOURSE,,0,0,13.4,0.0,0.0,25.0,20.0,7.0,BRONX,178.25
2019,10,11,13,0,BROOKLYN,40.65318,-74.00561,38 STREET,4 AVENUE,,0,0,13.4,0.0,0.0,25.0,20.0,7.0,BROOKLYN,175.0
2019,10,11,13,45,MANHATTAN,40.786545,-73.95256,EAST 96 STREET,PARK AVENUE,,0,0,13.4,0.0,0.0,25.0,20.0,7.0,BROOKLYN,66.0
2019,10,11,13,45,MANHATTAN,40.786545,-73.95256,EAST 96 STREET,PARK AVENUE,,0,0,13.4,0.0,0.0,25.0,20.0,7.0,MANHATTAN,131.0
2019,10,11,9,0,QUEENS,40.75813,-73.85696,112 PLACE,NORTHERN BOULEVARD,,2,0,12.9,0.0,0.0,0.0,20.8,14.0,QUEENS,239.0
2019,10,11,9,45,MANHATTAN,40.70503,-74.013336,BEAVER STREET,BROADWAY,,0,0,12.9,0.0,0.0,0.0,20.8,14.0,MANHATTAN,153.47058823529412
2019,10,11,9,15,BROOKLYN,40.675888,-73.88649,WARWICK STREET,LIBERTY AVENUE,,0,0,12.9,0.0,0.0,0.0,20.8,14.0,BROOKLYN,54.25
2019,10,11,9,0,BRONX,40.814934,-73.91496,BROOK AVENUE,EAST 149 STREET,,0,0,12.9,0.0,0.0,0.0,20.8,14.0,BRONX,219.66666666666663
2019,10,11,9,45,BROOKLYN,40.650387,-73.95872,CHURCH AVENUE,FLATBUSH AVENUE,,0,0,12.9,0.0,0.0,0.0,20.8,14.0,BROOKLYN,168.0
2019,10,11,9,45,,40.67798,-73.872116,CONDUIT BOULEVARD,LIBERTY AVENUE,,1,0,12.9,0.0,0.0,0.0,20.8,14.0,BROOKLYN,59.75
2019,10,11,15,0,QUEENS,40.757755,-73.79304,UTOPIA PARKWAY,NORTHERN BOULEVARD,,0,0,16.0,0.0,0.0,99.0,23.5,21.0,QUEENS,236.25
2019,10,11,15,15,MANHATTAN,40.76311,-73.962524,EAST 63 STREET,2 AVENUE,,0,0,16.0,0.0,0.0,99.0,23.5,21.0,MANHATTAN,290.5
2019,10,11,17,30,BROOKLYN,40.68532,-73.98071,ATLANTIC AVENUE,3 AVENUE,,0,0,16.9,0.0,0.0,99.0,21.3,22.0,BRONX,122.75
2019,10,11,17,30,BROOKLYN,40.68532,-73.98071,ATLANTIC AVENUE,3 AVENUE,,0,0,16.9,0.0,0.0,99.0,21.3,22.0,BROOKLYN,114.5
2019,10,11,17,30,BROOKLYN,40.68532,-73.98071,ATLANTIC AVENUE,3 AVENUE,,0,0,16.9,0.0,0.0,99.0,21.3,22.0,MANHATTAN,285.42857142857144
2019,10,11,16,45,MANHATTAN,40.75012,-73.968895,EAST 44 STREET,1 AVENUE,,0,0,16.7,0.0,0.0,100.0,21.7,21.0,MANHATTAN,379.8333333333333
2019,10,11,16,45,BROOKLYN,40.61462,-73.968666,OCEAN PARKWAY,AVENUE N,,1,0,16.7,0.0,0.0,100.0,21.7,21.0,BROOKLYN,93.0
2019,10,11,19,45,MANHATTAN,40.723305,-74.00299,WEST BROADWAY,BROOME STREET,,0,0,17.0,0.0,0.0,100.0,20.6,27.0,MANHATTAN,188.0
2019,10,11,19,45,MANHATTAN,40.82451,-73.95186,WEST 142 STREET,BROADWAY,,0,0,17.0,0.0,0.0,100.0,20.6,27.0,MANHATTAN,151.47058823529412
2019,10,11,19,45,,40.679737,-73.76162,FARMERS BOULEVARD,MERRICK BOULEVARD,,0,0,17.0,0.0,0.0,100.0,20.6,27.0,QUEENS,205.0
2019,10,11,19,0,,40.619576,-74.03265,92 STREET,3 AVENUE,,0,0,17.0,0.0,0.0,100.0,20.6,27.0,BRONX,109.75
2019,10,11,19,0,,40.619576,-74.03265,92 STREET,3 AVENUE,,0,0,17.0,0.0,0.0,100.0,20.6,27.0,BROOKLYN,102.0
2019,10,11,19,0,,40.619576,-74.03265,92 STREET,3 AVENUE,,0,0,17.0,0.0,0.0,100.0,20.6,27.0,MANHATTAN,281.57142857142856
2019,10,11,12,45,MANHATTAN,40.712723,-74.009674,BARCLAY STREET,CHURCH STREET,,0,0,12.7,0.0,0.0,2.0,17.7,5.0,MANHATTAN,218.0
2019,10,11,12,15,MANHATTAN,40.754154,-73.9804,EAST 43 STREET,5 AVENUE,,0,0,12.7,0.0,0.0,2.0,17.7,5.0,BROOKLYN,80.33333333333333
2019,10,11,12,15,MANHATTAN,40.754154,-73.9804,EAST 43 STREET,5 AVENUE,,0,0,12.7,0.0,0.0,2.0,17.7,5.0,MANHATTAN,276.3333333333333
2019,10,11,23,0,QUEENS,40.761692,-73.91789,38 STREET,31 AVENUE,,1,0,15.7,0.0,0.0,99.0,13.7,23.0,QUEENS,24.0
2019,10,11,23,45,MANHATTAN,40.749046,-73.98203,EAST 36 STREET,MADISON AVENUE,,0,0,15.7,0.0,0.0,99.0,13.7,23.0,MANHATTAN,206.0
2019,10,11,23,0,MANHATTAN,40.746037,-73.990524,WEST 28 STREET,AVENUE OF THE AMERICAS,,0,0,15.7,0.0,0.0,99.0,13.7,23.0,MANHATTAN,302.0
2019,10,11,5,45,MANHATTAN,40.72179,-73.99986,BROADWAY,BROOME STREET,,0,0,14.8,0.0,0.0,0.0,20.7,23.0,MANHATTAN,190.0
2019,10,11,5,15,,40.695858,-73.82006,129 STREET,ATLANTIC AVENUE,,0,0,14.8,0.0,0.0,0.0,20.7,23.0,BROOKLYN,85.33333333333333
2019,10,11,21,30,,40.72225,-74.00592,AVENUE OF THE AMERICAS,CANAL STREET,,0,0,17.0,0.0,0.0,99.0,20.5,28.0,MANHATTAN,287.5
2019,10,11,21,0,QUEENS,40.763958,-73.82814,UNION STREET,NORTHERN BOULEVARD,,0,0,17.0,0.0,0.0,99.0,20.5,28.0,QUEENS,148.75
2019,10,12,14,45,QUEENS,40.754063,-73.89958,64 STREET,NORTHERN BOULEVARD,,1,0,13.6,0.0,0.0,70.0,8.4,10.0,QUEENS,199.5
2019,10,12,14,15,BROOKLYN,40.685436,-73.944336,TOMPKINS AVENUE,MADISON STREET,,0,0,13.6,0.0,0.0,70.0,8.4,10.0,MANHATTAN,63.0
2019,10,12,14,15,BROOKLYN,40.636284,-73.97137,EAST 7 STREET,DITMAS AVENUE,,0,0,13.6,0.0,0.0,70.0,8.4,10.0,BROOKLYN,68.0
2019,10,12,14,30,QUEENS,40.748924,-73.937386,QUEENS BOULEVARD,JACKSON AVENUE,,1,0,13.6,0.0,0.0,70.0,8.4,10.0,QUEENS,104.0
2019,10,12,14,15,,40.66478,-73.88642,NEW LOTS AVENUE,SCHENCK AVENUE,,1,0,13.6,0.0,0.0,70.0,8.4,10.0,BROOKLYN,139.0
2019,10,12,23,15,MANHATTAN,40.727287,-73.993645,GREAT JONES STREET,LAFAYETTE STREET,,1,0,16.9,0.0,0.0,0.0,4.9,216.0,MANHATTAN,114.0
2019,10,12,23,15,MANHATTAN,40.756565,-73.99028,WEST 41 STREET,8 AVENUE,,0,0,16.9,0.0,0.0,0.0,4.9,216.0,BROOKLYN,166.0
2019,10,12,23,15,MANHATTAN,40.756565,-73.99028,WEST 41 STREET,8 AVENUE,,0,0,16.9,0.0,0.0,0.0,4.9,216.0,MANHATTAN,288.5
2019,10,12,23,0,BROOKLYN,40.659016,-73.95673,RUTLAND ROAD,BEDFORD AVENUE,,1,0,16.9,0.0,0.0,0.0,4.9,216.0,BROOKLYN,71.6923076923077
2019,10,12,12,0,MANHATTAN,40.776318,-73.962135,EAST 79 STREET,MADISON AVENUE,,0,0,12.4,0.0,0.0,90.0,6.9,332.0,MANHATTAN,243.75
2019,10,12,12,45,QUEENS,40.67172,-73.850975,NORTH CONDUIT AVENUE,LINDEN BOULEVARD,,0,0,12.4,0.0,0.0,90.0,6.9,332.0,QUEENS,132.5
2019,10,12,19,30,BRONX,40.833836,-73.91586,SHERMAN AVENUE,EAST 167 STREET,,0,0,17.6,0.0,0.0,0.0,4.6,309.0,BRONX,69.33333333333333
2019,10,12,19,45,,40.62707,-74.01865,7 AVENUE,BAY RIDGE PARKWAY,,0,0,17.6,0.0,0.0,0.0,4.6,309.0,BROOKLYN,128.0
2019,10,12,19,0,BROOKLYN,40.61617,-73.9546,OCEAN AVENUE,AVENUE N,,1,0,17.6,0.0,0.0,0.0,4.6,309.0,BROOKLYN,55.0
2019,10,12,19,0,BROOKLYN,40.70196,-73.944016,MANHATTAN AVENUE,BROADWAY,,0,0,17.6,0.0,0.0,0.0,4.6,309.0,BROOKLYN,153.0
2019,10,12,19,0,BROOKLYN,40.70196,-73.944016,MANHATTAN AVENUE,BROADWAY,,0,0,17.6,0.0,0.0,0.0,4.6,309.0,MANHATTAN,167.3684210526316
2019,10,12,19,45,BRONX,40.867878,-73.893005,EAST 196 STREET,GRAND CONCOURSE,,0,0,17.6,0.0,0.0,0.0,4.6,309.0,BRONX,173.75
2019,10,12,10,15,BROOKLYN,40.65661,-73.93091,UTICA AVENUE,CLARKSON AVENUE,,0,0,12.3,0.0,0.0,99.0,8.0,350.0,BROOKLYN,46.0
2019,10,12,10,15,QUEENS,40.725918,-73.89535,69 STREET,GRAND AVENUE,,0,0,12.3,0.0,0.0,99.0,8.0,350.0,QUEENS,72.0
2019,10,12,10,45,BROOKLYN,40.618057,-74.02053,86 STREET,10 AVENUE,,0,0,12.3,0.0,0.0,99.0,8.0,350.0,BROOKLYN,31.0
2019,10,12,10,45,BROOKLYN,40.618057,-74.02053,86 STREET,10 AVENUE,,0,0,12.3,0.0,0.0,99.0,8.0,350.0,MANHATTAN,285.5
2019,10,12,1,15,,40.710247,-73.82125,VANWYCK EXPRESSWAY,QUEENS BOULEVARD,,0,0,15.1,0.0,0.0,100.0,15.8,27.0,QUEENS,32.166666666666664
